session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NABTEB,Polytechnic,21,53,55,9,7,0,1.7,6,0,22,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NECO,Polytechnic,36,94,96,23,22,0,1.6,11,0,34,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,WAEC,Polytechnic,46,118,122,31,27,0,1.6,14,0,43,2
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NABTEB,Polytechnic,1,4,4,0,0,0,1.7,0,0,2,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NECO,Polytechnic,3,6,8,2,0,0,1.6,1,0,3,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,WAEC,Polytechnic,3,9,8,2,0,0,1.6,0,0,3,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NABTEB,Polytechnic,24,62,69,13,11,0,1.7,7,0,27,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NECO,Polytechnic,42,109,116,20,18,0,1.6,12,0,46,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,WAEC,Polytechnic,56,145,161,38,36,0,1.6,17,0,58,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NABTEB,Polytechnic,1,4,4,2,0,0,1.7,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NECO,Polytechnic,3,6,8,2,0,0,1.6,1,0,3,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,WAEC,Polytechnic,4,11,12,2,0,0,1.6,1,0,5,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NABTEB,Polytechnic,19,47,57,16,14,0,1.7,6,0,19,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NECO,Polytechnic,31,81,89,20,18,0,1.6,9,0,33,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,WAEC,Polytechnic,46,120,128,34,33,0,1.6,14,0,44,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,NABTEB,Polytechnic,1,4,4,2,0,0,1.7,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,NECO,Polytechnic,3,9,8,2,0,0,1.6,0,0,3,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,Disabled,WAEC,Polytechnic,4,11,12,2,0,0,1.6,1,0,5,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,NABTEB,Polytechnic,22,56,59,13,11,0,1.7,7,0,22,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,NECO,Polytechnic,38,98,104,20,18,0,1.6,11,0,40,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,ALL,WAEC,Polytechnic,56,143,146,31,27,0,1.6,17,0,55,2
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Disabled,NABTEB,Polytechnic,2,6,6,2,0,0,1.7,0,0,2,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Disabled,NECO,Polytechnic,3,9,10,2,0,0,1.6,1,0,4,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Male,Disabled,WAEC,Polytechnic,5,13,14,2,0,0,1.6,2,0,6,1
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,ALL,NABTEB,College of Education,26,66,71,11,9,0,1.8,8,0,29,1
2022/2023,North Central,Niger,Agaie,Baro,"Government Secondary School, Baro",Female,ALL,NECO,College of Education,46,118,122,14,13,0,1.8,14,0,52,1
