session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,ALL,NABTEB,University,3,7,8,40,38,0,1.6,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,ALL,NECO,University,5,14,16,104,100,0,1.5,2,0,0,3
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,ALL,WAEC,University,5,14,16,92,88,0,1.5,2,0,0,3
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,Disabled,NABTEB,University,1,0,0,4,3,0,1.6,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,Disabled,NECO,University,1,2,2,9,7,0,1.5,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Female,Disabled,WAEC,University,1,2,2,7,6,0,1.5,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,ALL,NABTEB,University,3,7,8,29,28,0,1.6,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,ALL,NECO,University,4,10,13,69,64,0,1.5,2,0,0,3
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,ALL,WAEC,University,6,16,18,107,94,20,1.5,2,0,0,9
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,Disabled,NABTEB,University,1,0,0,4,3,0,1.6,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,Disabled,NECO,University,1,2,2,9,7,0,1.5,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Community Secondary School, Agyaga",Male,Disabled,WAEC,University,1,2,2,7,6,0,1.5,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,NABTEB,Polytechnic,5,12,15,9,7,0,1.7,2,0,3,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,NECO,Polytechnic,9,23,25,18,16,0,1.6,4,0,3,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,ALL,WAEC,Polytechnic,11,29,35,25,23,0,1.6,4,0,4,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,NABTEB,Polytechnic,1,0,0,0,0,0,1.7,1,0,0,0
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,NECO,Polytechnic,1,2,2,1,0,0,1.6,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Female,Disabled,WAEC,Polytechnic,1,3,3,1,0,0,1.6,0,0,1,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,NABTEB,Polytechnic,5,14,16,9,7,0,1.7,2,0,4,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,NECO,Polytechnic,11,28,31,21,19,0,1.6,4,0,5,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,ALL,WAEC,Polytechnic,13,33,35,23,22,0,1.6,5,0,5,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,NABTEB,Polytechnic,1,2,2,1,0,0,1.7,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,NECO,Polytechnic,1,2,3,1,0,0,1.6,1,0,1,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Comprehensive High School, Agyaga",Male,Disabled,WAEC,Polytechnic,1,3,3,1,0,0,1.6,0,0,1,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,NABTEB,College of Education,6,14,16,28,26,0,1.8,3,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,NECO,College of Education,10,26,30,62,57,0,1.8,4,0,0,3
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,ALL,WAEC,College of Education,13,35,40,84,79,0,1.8,5,0,0,3
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,NABTEB,College of Education,1,0,0,1,0,0,1.8,1,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,NECO,College of Education,1,2,2,4,3,0,1.8,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Female,Disabled,WAEC,College of Education,1,2,2,3,1,0,1.8,0,0,0,1
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,NABTEB,College of Education,6,17,21,32,29,0,1.8,2,0,0,2
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,NECO,College of Education,10,26,31,64,57,0,1.8,4,0,0,5
2022/2023,North Central,Nasarawa,Akwanga,Agyaga,"Government Secondary School, Agyaga",Male,ALL,WAEC,College of Education,13,35,38,76,69,0,1.8,5,0,0,5
