session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,ALL,NABTEB,Polytechnic,0,0,0,7,4,0,1.7,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,ALL,NECO,Polytechnic,0,0,0,13,11,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,ALL,WAEC,Polytechnic,0,0,0,18,16,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Disabled,NABTEB,Polytechnic,0,0,0,2,0,0,1.7,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Disabled,NECO,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Female,Disabled,WAEC,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,ALL,NABTEB,Polytechnic,0,0,0,7,4,0,1.7,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,ALL,NECO,Polytechnic,0,0,0,13,11,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,ALL,WAEC,Polytechnic,0,0,0,18,16,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Disabled,NABTEB,Polytechnic,0,0,0,2,0,0,1.7,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Disabled,NECO,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Community Secondary School, Adadama",Male,Disabled,WAEC,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,ALL,NABTEB,College of Education,0,0,0,7,4,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,ALL,NECO,College of Education,0,0,0,11,9,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,ALL,WAEC,College of Education,0,0,0,16,13,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,Disabled,NABTEB,College of Education,0,0,0,2,0,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,Disabled,NECO,College of Education,0,0,0,2,0,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Female,Disabled,WAEC,College of Education,0,0,0,2,0,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,ALL,NABTEB,College of Education,0,0,0,7,4,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,ALL,NECO,College of Education,0,0,0,11,9,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,ALL,WAEC,College of Education,0,0,0,16,13,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,Disabled,NABTEB,College of Education,0,0,0,2,0,0,1.8,0,0,0,1
2022/2023,South South,Cross River,Abi,Adadama,"Comprehensive High School, Adadama",Male,Disabled,NECO,College of Education,0,0,0,2,0,0,1.8,0,0,0,1
