session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,NABTEB,College of Education,73,189,228,45,41,0,1.8,29,0,118,3
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,NECO,College of Education,126,326,369,65,59,0,1.8,51,0,197,5
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,ALL,WAEC,College of Education,190,490,538,105,97,0,1.8,78,0,280,6
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,NABTEB,College of Education,7,19,19,5,4,0,1.8,3,0,9,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,NECO,College of Education,14,35,43,4,3,0,1.8,6,0,26,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Female,Disabled,WAEC,College of Education,18,44,55,8,7,0,1.8,8,0,31,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,NABTEB,College of Education,81,208,225,33,28,0,1.8,34,0,125,4
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,NECO,College of Education,150,386,435,60,53,0,1.8,62,0,245,5
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,ALL,WAEC,College of Education,231,595,654,128,123,0,1.8,95,0,340,4
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,NABTEB,College of Education,7,19,21,5,4,0,1.8,3,0,10,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,NECO,College of Education,13,33,36,4,3,0,1.8,6,0,21,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Community Secondary School, Asso",Male,Disabled,WAEC,College of Education,22,55,64,8,7,0,1.8,9,0,37,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,NABTEB,Polytechnic,60,155,166,76,64,18,1.7,24,0,54,9
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,NECO,Polytechnic,141,363,387,139,123,18,1.6,58,0,154,12
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,ALL,WAEC,Polytechnic,182,468,514,256,240,18,1.6,74,0,151,12
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,Disabled,NABTEB,Polytechnic,5,13,13,12,11,0,1.7,2,0,0,1
2022/2023,North West,Kaduna,Jema'a,Asso,"Comprehensive High School, Asso",Female,Disabled,NECO,Polytechnic,12,32,37,9,8,0,1.6,5,0,18,1
