session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,NABTEB,University,0,0,0,98,96,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,NECO,University,0,0,0,245,231,0,1.5,0,0,0,6
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,ALL,WAEC,University,0,0,0,345,327,31,1.5,0,0,0,8
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,NABTEB,University,0,0,0,26,23,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,NECO,University,0,0,0,26,23,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Female,Disabled,WAEC,University,0,0,0,21,19,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,NABTEB,University,0,0,0,133,131,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,NECO,University,0,0,0,317,313,0,1.5,0,0,0,2
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,ALL,WAEC,University,0,0,0,308,268,31,1.5,0,0,0,17
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,NABTEB,University,0,0,0,26,23,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,NECO,University,0,0,0,26,23,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Community Secondary School, Ariaria Market",Male,Disabled,WAEC,University,0,0,0,21,19,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,ALL,NABTEB,University,0,0,0,196,170,31,1.6,0,0,0,11
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,ALL,NECO,University,0,0,0,457,424,31,1.5,0,0,0,14
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,ALL,WAEC,University,0,0,0,681,625,63,1.5,0,0,0,24
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,Disabled,NABTEB,University,0,0,0,26,23,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,Disabled,NECO,University,0,0,0,26,23,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Female,Disabled,WAEC,University,0,0,0,47,42,0,1.5,0,0,0,2
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,ALL,NABTEB,University,0,0,0,196,170,31,1.6,0,0,0,11
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,ALL,NECO,University,0,0,0,457,424,31,1.5,0,0,0,14
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,ALL,WAEC,University,0,0,0,555,497,63,1.5,0,0,0,25
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,Disabled,NABTEB,University,0,0,0,26,23,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,Disabled,NECO,University,0,0,0,26,23,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Comprehensive High School, Ariaria Market",Male,Disabled,WAEC,University,0,0,0,21,19,0,1.5,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,ALL,NABTEB,Polytechnic,0,0,0,12,9,0,1.7,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,ALL,NECO,Polytechnic,0,0,0,23,21,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,ALL,WAEC,Polytechnic,0,0,0,28,26,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,Disabled,NABTEB,Polytechnic,0,0,0,2,0,0,1.7,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,Disabled,NECO,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Female,Disabled,WAEC,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,ALL,NABTEB,Polytechnic,0,0,0,12,9,0,1.7,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,ALL,NECO,Polytechnic,0,0,0,19,16,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,ALL,WAEC,Polytechnic,0,0,0,28,26,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,Disabled,NABTEB,Polytechnic,0,0,0,2,0,0,1.7,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,Disabled,NECO,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Government Secondary School, Ariaria Market",Male,Disabled,WAEC,Polytechnic,0,0,0,2,0,0,1.6,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,ALL,NABTEB,College of Education,0,0,0,5,2,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,ALL,NECO,College of Education,0,0,0,12,9,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,ALL,WAEC,College of Education,0,0,0,14,12,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,Disabled,NABTEB,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,Disabled,NECO,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Female,Disabled,WAEC,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,ALL,NABTEB,College of Education,0,0,0,5,2,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,ALL,NECO,College of Education,0,0,0,14,12,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,ALL,WAEC,College of Education,0,0,0,16,14,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,Disabled,NABTEB,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,Disabled,NECO,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Ariaria Market,"Unity College, Aba North",Male,Disabled,WAEC,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Eziama,"Community Secondary School, Eziama",Female,ALL,NABTEB,College of Education,0,0,0,5,2,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Eziama,"Community Secondary School, Eziama",Female,ALL,NECO,College of Education,0,0,0,14,12,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Eziama,"Community Secondary School, Eziama",Female,ALL,WAEC,College of Education,0,0,0,23,21,0,1.8,0,0,0,1
2022/2023,South East,Abia,Aba North,Eziama,"Community Secondary School, Eziama",Female,Disabled,NABTEB,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
2022/2023,South East,Abia,Aba North,Eziama,"Community Secondary School, Eziama",Female,Disabled,NECO,College of Education,0,0,0,0,0,0,1.8,0,0,0,0
