session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,ALL,NABTEB,College of Education,25,66,71,4,2,0,1.8,7,0,33,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,ALL,NECO,College of Education,45,115,134,9,7,0,1.8,14,0,61,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,ALL,WAEC,College of Education,62,160,192,11,9,0,1.8,19,0,89,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,Disabled,NABTEB,College of Education,3,9,8,0,0,0,1.8,1,0,4,0
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,Disabled,NECO,College of Education,4,11,14,0,0,0,1.8,1,0,7,0
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Female,Disabled,WAEC,College of Education,5,13,18,0,0,0,1.8,2,0,9,0
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,ALL,NABTEB,College of Education,26,66,73,5,4,0,1.8,8,0,33,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,ALL,NECO,College of Education,51,132,154,9,7,0,1.8,15,0,71,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,ALL,WAEC,College of Education,63,162,184,9,7,0,1.8,20,0,86,1
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,Disabled,NABTEB,College of Education,3,6,8,0,0,0,1.8,1,0,4,0
2022/2023,South South,Rivers,Bonny,Ward II Court/ Ada Allison,"Community Secondary School, Ward II Court/ Ada Allison",Male,Disabled,NECO,College of Education,4,11,14,0,0,0,1.8,1,0,7,0
