session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,College of Education,47,120,135,18,16,0,1.8,25,0,100,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,College of Education,87,225,255,33,31,0,1.8,47,0,190,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,College of Education,114,294,311,42,39,0,1.8,61,0,231,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,College of Education,3,7,8,2,1,0,1.8,1,0,5,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,College of Education,5,13,16,2,1,0,1.8,2,0,12,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,College of Education,6,17,18,2,1,0,1.8,3,0,14,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,College of Education,37,96,103,13,10,0,1.8,20,0,77,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,College of Education,81,210,244,33,31,0,1.8,43,0,181,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,College of Education,99,256,298,44,41,0,1.8,54,0,218,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,College of Education,2,6,7,2,1,0,1.8,1,0,4,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,College of Education,4,11,14,2,1,0,1.8,3,0,10,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,College of Education,6,14,16,2,1,0,1.8,3,0,12,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,College of Education,30,78,83,10,9,0,1.8,16,0,63,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,College of Education,53,136,142,19,18,0,1.8,28,0,105,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,College of Education,78,200,224,30,28,0,1.8,42,0,166,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,College of Education,3,7,8,2,1,0,1.8,1,0,5,1
