session,zone,state,lga,ward,school,gender,disability,exam_body,institution_type,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,"MIGRANT FARMERS CHILDREN SCHOOL, ONUMGBEDE EHA AMUFU",Female,ALL,NABTEB,University,21,55,57,99,81,15,1.6,10,0,0,16
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,"OFIOLU PRIMARY SCHOOL, EHA-AMUFU",Female,ALL,NECO,University,45,117,127,208,184,29,1.5,23,0,0,22
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,"PRIMARY SCHOOL EHA-OHUALA, EHA-AMUFU",Female,ALL,WAEC,University,53,137,148,256,238,15,1.5,27,0,0,16
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,ST. PAULS MODEL SECONDARY SCHOOL,Female,Disabled,NABTEB,University,2,5,5,15,14,0,1.6,1,0,0,1
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,STANDARD  INTERNATIONAL  NURSERY  AND  PRIMARY  SCHOOL ISU,Female,Disabled,NECO,University,4,10,11,15,14,0,1.5,2,0,0,1
2022/2023,South East,Enugu,Isi-Uzo,Ehamufu Iv,"THE PRESBYTERIAN NURSERY AND PRIMARY SCHOOL, EHA-AMUFU",Female,Disabled,WAEC,University,5,13,13,27,25,0,1.5,2,0,0,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,AGUAMEDE FARM SETLER PRIMARY SCHOOL AGUAMEDE,Male,ALL,NABTEB,University,18,47,48,57,43,15,1.6,9,0,0,13
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"AKAANUGU UMUEJE PRIMARY SCHOOL, IKEM",Male,ALL,NECO,University,39,100,102,208,206,0,1.5,19,0,0,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,BED ROCK NURSERY AND PRIMARY SCHOOL IKEM,Male,ALL,WAEC,University,45,115,123,256,238,15,1.5,23,0,0,16
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"BISHOP OKOYE MEMORIAL NURSERY AND PRIMARY SCHOOL,IKEM",Male,Disabled,NABTEB,University,1,4,4,0,0,0,1.6,0,0,3,0
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,BISHOP OKOYE MEMORIAL SECONDARY SCHOOL IKEM,Male,Disabled,NECO,University,3,8,7,15,14,0,1.5,2,0,0,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"CENTRAL SCHOOL, IKEM NKWO",Male,Disabled,WAEC,University,4,10,10,12,11,0,1.5,2,0,0,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"COMMUNITY CENTRAL SCHOOL, AMUDAM IKEM",Female,ALL,NABTEB,College of Education,26,67,76,13,11,0,1.8,13,0,50,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"COMMUNITY CENTRAL SCHOOL, IKEM UNO",Female,ALL,NECO,College of Education,47,120,130,27,25,0,1.8,24,0,82,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"COMMUNITY PRIMARY SCHOOL, UGWUAGBATU IKEM",Female,ALL,WAEC,College of Education,57,147,165,33,29,0,1.8,29,0,105,3
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"COMMUNITY SECONDARY SCHOOL, IKEM-NKWO",Female,Disabled,NABTEB,College of Education,2,5,5,2,1,0,1.8,1,0,2,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"COMMUNITY SECONDARY SCHOOL, ISIOROTO IKEM",Female,Disabled,NECO,College of Education,3,9,11,2,1,0,1.8,1,0,7,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,DESTINY KIDDIES INTERNATIONAL NURSERY AND PRIMARY SCHOOL IKEM,Female,Disabled,WAEC,College of Education,4,12,11,1,0,0,1.8,2,0,8,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"DIVINE GIFT NURSERY AND PRIMARY SCHOOL, IKEM",Male,ALL,NABTEB,College of Education,20,51,57,13,11,0,1.8,10,0,35,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"GOD&#39;SWILL CHILDREN&#39;S NURSERY AND PRIMARY SCHOOL,IKEM",Male,ALL,NECO,College of Education,36,92,107,27,25,0,1.8,18,0,63,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,HILL TOP PRIMARY SCHOOL IKEM-UNO,Male,ALL,WAEC,College of Education,47,120,130,29,26,0,1.8,24,0,80,3
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"ISI-UZO TECHNICAL COLLEGE, IKEM NEKE",Male,Disabled,NABTEB,College of Education,1,4,4,2,1,0,1.8,0,0,1,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"MIGRANT FARMERS CHILDREN SCHOOL, ADAMA IKEM",Male,Disabled,NECO,College of Education,2,5,6,2,1,0,1.8,1,0,3,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"MIGRANT FARMERS CHILDREN SCHOOL, ISHIOLU IKEM",Male,Disabled,WAEC,College of Education,3,8,9,1,0,0,1.8,2,0,6,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"MIGRANT FARMERS CHILDREN SCHOOL, OJESHI IKEM NKWO",Female,ALL,NABTEB,College of Education,24,62,71,11,9,0,1.8,12,0,48,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"MIGRANT FARMERS CHILDREN SCHOOL, ONICHA EBIA IKEM",Female,ALL,NECO,College of Education,45,117,126,22,20,0,1.8,23,0,83,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"MKPUNATOROGOR PRIMARY SCHOOL, IKEM",Female,ALL,WAEC,College of Education,63,164,185,35,31,0,1.8,31,0,120,3
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"OGO COMMUNITY SECONDARY SCHOOL, IKEM",Female,Disabled,NABTEB,College of Education,2,6,6,2,1,0,1.8,1,0,3,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"PRIMARY SCHOOL, AKPUGO IKEM NKWO",Female,Disabled,NECO,College of Education,4,10,11,2,1,0,1.8,2,0,7,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"PRIMARY SCHOOL, IKEM UMUEJE",Female,Disabled,WAEC,College of Education,7,17,18,3,2,0,1.8,4,0,12,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"PRIMARY SCHOOL, ISIOROTO IKEM",Male,ALL,NABTEB,College of Education,20,51,57,13,11,0,1.8,10,0,35,2
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,ST THERESAS NURSERY AND PRIMARY SCHOOL,Male,ALL,NECO,College of Education,34,87,91,20,18,0,1.8,17,0,57,1
2022/2023,South East,Enugu,Isi-Uzo,Ikem I,"UMUARAM CENTRAL SCHOOL, IKEM",Male,ALL,WAEC,College of Education,52,133,148,37,34,0,1.8,26,0,87,3
2022/2023,South East,Enugu,Isi-Uzo,Ikem Ii,"AKAS/UZAM PRIMARY SCHOOL, IHENYI EHA-AMUFU",Male,Disabled,NABTEB,College of Education,2,5,5,2,1,0,1.8,1,0,2,1
