session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NABTEB,50,35,35,11,8,8,70.0,31.4286,72.7273,100.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,NECO,87,53,57,19,18,19,60.9195,33.3333,94.7368,105.5556
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,all,WAEC,116,78,78,27,26,23,67.2414,34.6154,96.2963,88.4615
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NABTEB,11,8,7,2,0,0,72.7273,28.5714,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,NECO,12,7,6,2,0,0,58.3333,33.3333,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,disabled,WAEC,14,9,8,3,0,0,64.2857,37.5,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NABTEB,48,33,33,11,10,10,68.75,33.3333,90.9091,100.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,NECO,87,53,60,20,21,15,60.9195,33.3333,105.0,71.4286
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,all,WAEC,105,70,75,25,24,19,66.6667,33.3333,96.0,79.1667
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NABTEB,11,8,7,2,0,0,72.7273,28.5714,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,NECO,12,7,7,2,0,0,58.3333,28.5714,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,disabled,WAEC,14,9,9,3,0,0,64.2857,33.3333,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,NABTEB,91,63,56,18,16,16,69.2308,32.1429,88.8889,100.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,NECO,159,98,108,36,30,25,61.6352,33.3333,83.3333,83.3333
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,all,WAEC,223,150,151,51,47,40,67.2646,33.7748,92.1569,85.1064
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,NABTEB,11,8,7,2,0,0,72.7273,28.5714,0.0,0.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,NECO,21,13,13,4,6,6,61.9048,30.7692,150.0,100.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Female,disabled,WAEC,31,21,20,7,5,6,67.7419,35.0,71.4286,120.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,NABTEB,88,61,58,19,19,19,69.3182,32.7586,100.0,100.0
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,NECO,159,98,115,38,35,31,61.6352,33.0435,92.1053,88.5714
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,all,WAEC,230,155,161,54,47,45,67.3913,33.5404,87.037,95.7447
2019/2020,North East,Yobe,Bade,Dagona,"Comprehensive High School, Dagona",Male,disabled,NABTEB,11,8,7,2,0,0,72.7273,28.5714,0.0,0.0
