session,zone,state,lga,ward,school,gender,disability_scope,olevel_exam_body,candidate_count,passed_count,utme_candidate_count,utme_qualified_count,admitted_count,matriculated_count,pass_rate_pct,utme_qualifying_rate_pct,admission_rate_pct,matriculation_completion_rate_pct
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,all,NABTEB,105,70,76,26,26,21,66.6667,34.2105,100.0,80.7692
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,all,NECO,225,136,156,55,41,40,60.4444,35.2564,74.5455,97.561
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,all,WAEC,278,183,188,66,57,53,65.8273,35.1064,86.3636,92.9825
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,disabled,NABTEB,11,7,7,2,5,5,63.6364,28.5714,250.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,disabled,NECO,22,13,13,5,5,5,59.0909,38.4615,100.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Female,disabled,WAEC,27,18,17,6,4,4,66.6667,35.2941,66.6667,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,all,NABTEB,111,75,79,28,18,13,67.5676,35.443,64.2857,72.2222
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,all,NECO,221,134,153,54,49,44,60.6335,35.2941,90.7407,89.7959
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,all,WAEC,267,176,191,67,63,54,65.9176,35.0785,94.0299,85.7143
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,disabled,NABTEB,13,9,10,4,0,0,69.2308,40.0,0.0,0.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,disabled,NECO,20,12,12,4,5,6,60.0,33.3333,125.0,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Community Secondary School, Barakin Ladi",Male,disabled,WAEC,27,18,17,6,4,5,66.6667,35.2941,66.6667,125.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,all,NABTEB,63,42,41,14,15,17,66.6667,34.1463,107.1429,113.3333
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,all,NECO,112,68,76,27,28,25,60.7143,35.5263,103.7037,89.2857
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,all,WAEC,133,88,97,34,38,33,66.1654,35.0515,111.7647,86.8421
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NABTEB,12,8,7,2,5,6,66.6667,28.5714,250.0,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,NECO,12,7,6,2,5,5,58.3333,33.3333,250.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Female,disabled,WAEC,12,8,8,3,4,4,66.6667,37.5,133.3333,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NABTEB,62,41,45,15,12,13,66.129,33.3333,80.0,108.3333
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,NECO,113,69,85,30,29,28,61.0619,35.2941,96.6667,96.5517
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,all,WAEC,128,84,94,33,33,32,65.625,35.1064,100.0,96.9697
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NABTEB,11,7,7,2,0,0,63.6364,28.5714,0.0,0.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,NECO,11,7,9,3,5,6,63.6364,33.3333,166.6667,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Comprehensive High School, Barakin Ladi",Male,disabled,WAEC,14,9,8,3,4,5,64.2857,37.5,133.3333,125.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NABTEB,123,83,86,30,31,26,67.4797,34.8837,103.3333,83.871
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,NECO,241,146,178,63,55,49,60.5809,35.3933,87.3016,89.0909
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,all,WAEC,293,193,210,74,72,65,65.8703,35.2381,97.2973,90.2778
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NABTEB,12,8,7,2,5,5,66.6667,28.5714,250.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,NECO,22,13,16,6,5,5,59.0909,37.5,83.3333,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Female,disabled,WAEC,27,18,17,6,4,4,66.6667,35.2941,66.6667,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NABTEB,138,93,100,36,41,37,67.3913,36.0,113.8889,90.2439
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,NECO,264,160,189,66,68,65,60.6061,34.9206,103.0303,95.5882
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,all,WAEC,327,216,241,85,83,76,66.055,35.2697,97.6471,91.5663
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NABTEB,13,9,10,4,6,6,69.2308,40.0,150.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,NECO,23,14,15,5,5,6,60.8696,33.3333,100.0,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Government Secondary School, Barakin Ladi",Male,disabled,WAEC,30,20,19,7,4,4,66.6667,36.8421,57.1429,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,all,NABTEB,122,82,82,29,26,21,67.2131,35.3659,89.6552,80.7692
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,all,NECO,251,152,165,58,51,44,60.5578,35.1515,87.931,86.2745
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,all,WAEC,346,228,229,81,76,69,65.896,35.3712,93.8272,90.7895
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,disabled,NABTEB,17,11,10,4,5,5,64.7059,40.0,125.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,disabled,NECO,38,23,22,8,5,5,60.5263,36.3636,62.5,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Female,disabled,WAEC,44,29,25,9,8,8,65.9091,36.0,88.8889,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,all,NABTEB,130,88,90,32,30,25,67.6923,35.5556,93.75,83.3333
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,all,NECO,292,176,214,76,59,54,60.274,35.514,77.6316,91.5254
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,all,WAEC,395,261,277,98,76,67,66.0759,35.3791,77.551,88.1579
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,disabled,NABTEB,16,11,10,4,6,6,68.75,40.0,150.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,disabled,NECO,40,24,28,10,10,11,60.0,35.7143,100.0,110.0
2019/2020,North Central,Plateau,Barkin Ladi,Barakin Ladi,"Unity College, Barkin Ladi",Male,disabled,WAEC,54,36,39,14,9,9,66.6667,35.8974,64.2857,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,all,NABTEB,69,46,48,16,20,16,66.6667,33.3333,125.0,80.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,all,NECO,122,73,89,32,32,30,59.8361,35.9551,100.0,93.75
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,all,WAEC,193,127,134,47,50,45,65.8031,35.0746,106.383,90.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,disabled,NABTEB,12,8,7,2,5,5,66.6667,28.5714,250.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,disabled,NECO,19,11,13,5,5,5,57.8947,38.4615,100.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Female,disabled,WAEC,27,18,17,6,4,4,66.6667,35.2941,66.6667,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,all,NABTEB,69,46,56,19,24,19,66.6667,33.9286,126.3158,79.1667
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,all,NECO,122,74,95,33,29,28,60.6557,34.7368,87.8788,96.5517
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,all,WAEC,183,120,144,51,50,44,65.5738,35.4167,98.0392,88.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,disabled,NABTEB,11,7,7,2,6,6,63.6364,28.5714,300.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,disabled,NECO,17,10,12,4,5,6,58.8235,33.3333,125.0,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Community Secondary School, Gassa/Sho",Male,disabled,WAEC,25,16,17,6,4,4,64.0,35.2941,66.6667,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,all,NABTEB,134,90,82,28,20,16,67.1642,34.1463,71.4286,80.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,all,NECO,253,153,171,61,46,40,60.4743,35.6725,75.4098,86.9565
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,all,WAEC,301,198,204,72,65,57,65.7807,35.2941,90.2778,87.6923
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,disabled,NABTEB,14,9,7,2,0,0,64.2857,28.5714,0.0,0.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,disabled,NECO,25,15,16,6,5,5,60.0,37.5,83.3333,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Female,disabled,WAEC,35,23,22,8,4,4,65.7143,36.3636,50.0,100.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,all,NABTEB,117,79,80,28,18,13,67.5214,35.0,64.2857,72.2222
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,all,NECO,234,141,162,57,49,44,60.2564,35.1852,85.9649,89.7959
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,all,WAEC,264,174,191,68,63,59,65.9091,35.6021,92.6471,93.6508
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,disabled,NABTEB,13,9,7,2,0,0,69.2308,28.5714,0.0,0.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,disabled,NECO,25,15,18,6,5,6,60.0,33.3333,83.3333,120.0
2019/2020,North Central,Plateau,Barkin Ladi,Gassa/Sho,"Comprehensive High School, Gassa/Sho",Male,disabled,WAEC,30,20,19,7,4,5,66.6667,36.8421,57.1429,125.0
