session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,36.0,2,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Numan,North East,Adamawa,Numan,,,45.0,3,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,198.0,12,16.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,45.0,4,11.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,117.0,6,19.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Numan,North East,Adamawa,Numan,,,81.0,4,20.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,189.0,10,18.9
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,135.0,8,16.875
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Mubi North,North East,Adamawa,Mubi North,,,45.0,3,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Numan,North East,Adamawa,Numan,,,117.0,6,19.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,72.0,5,14.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,72.0,4,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,27.0,2,13.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,54.0,3,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,45.0,4,11.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Numan,North East,Adamawa,Numan,,,63.0,3,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,180.0,11,16.3636
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,108.0,7,15.4286
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,54.0,4,13.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,144.0,8,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Yola South,North East,Adamawa,Yola South,,,81.0,4,20.25
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Yola North,North East,Adamawa,Yola North,,,101.0,3,33.6667
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Yola South,North East,Adamawa,Yola South,,,122.0,3,40.6667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Mubi North,North East,Adamawa,Mubi North,,,730.0,20,36.5
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Numan,North East,Adamawa,Numan,,,466.0,13,35.8462
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Yola North,North East,Adamawa,Yola North,,,770.0,22,35.0
