session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Bade,North East,Yobe,Bade,,,36.0,2,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,36.0,2,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,27.0,2,13.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,162.0,8,20.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bade,North East,Yobe,Bade,,,108.0,6,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,82.0,4,20.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,135.0,8,16.875
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,27.0,2,13.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,99.0,5,19.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bade,North East,Yobe,Bade,,,82.0,4,20.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,45.0,4,11.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,162.0,10,16.2
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,117.0,6,19.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,81.0,4,20.25
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,9.0,1,9.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Bade,North East,Yobe,Bade,,,90.0,5,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,63.0,4,15.75
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Geidam,North East,Yobe,Geidam,,,72.0,5,14.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Nguru,North East,Yobe,Nguru,,,108.0,6,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,109.0,5,21.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Bade,North East,Yobe,Bade,,,18.0,1,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,18.0,2,9.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Geidam,North East,Yobe,Geidam,,,63.0,3,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,91.0,4,22.75
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Bade,North East,Yobe,Bade,,,90.0,2,45.0
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,105.0,3,35.0
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Bade,North East,Yobe,Bade,,,739.0,18,41.0556
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,256.0,6,42.6667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,286.0,7,40.8571
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Bade,North East,Yobe,Bade,,,422.0,11,38.3636
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,407.0,10,40.7
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,256.0,6,42.6667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,798.0,20,39.9
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,271.0,7,38.7143
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,633.0,16,39.5625
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Bade,North East,Yobe,Bade,,,573.0,14,40.9286
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,196.0,5,39.2
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Nguru,North East,Yobe,Nguru,,,226.0,6,37.6667
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Bade,North East,Yobe,Bade,,,226.0,6,37.6667
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,211.0,5,42.2
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Geidam,North East,Yobe,Geidam,,,663.0,16,41.4375
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Nguru,North East,Yobe,Nguru,,,422.0,11,38.3636
2019/2020,Female,all,Private,JSS,,PGDE,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,588.0,14,42.0
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,277.0,8,34.625
2019/2020,Female,all,Private,Pre-Primary/Primary,,,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,2374.0,68,34.9118
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,1068.0,31,34.4516
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,950.0,27,35.1852
2019/2020,Female,all,Private,Pre-Primary/Primary,,BEd or Equivalent,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,1227.0,35,35.0571
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,1108.0,32,34.625
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,1938.0,56,34.6071
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,514.0,15,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,,Grade II or Equivalent,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,554.0,16,34.625
2019/2020,Female,all,Private,Pre-Primary/Primary,,MEd or Equivalent,Qualified,lga,Nguru,North East,Yobe,Nguru,,,514.0,15,34.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,435.0,12,36.25
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Geidam,North East,Yobe,Geidam,,,1425.0,41,34.7561
2019/2020,Female,all,Private,Pre-Primary/Primary,,NCE,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,673.0,19,35.4211
2019/2020,Female,all,Private,Pre-Primary/Primary,,PGDE,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,237.0,7,33.8571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,,Unqualified,lga,Potiskum,North East,Yobe,Potiskum,,,1939.0,56,34.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,BEd or Equivalent,Qualified,lga,Damaturu,North East,Yobe,Damaturu,,,910.0,26,35.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Bade,North East,Yobe,Bade,,,2374.0,68,34.9118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Damaturu,North East,Yobe,Damaturu,,,712.0,20,35.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Geidam,North East,Yobe,Geidam,,,712.0,20,35.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Grade II or Equivalent,Unqualified,lga,Nguru,North East,Yobe,Nguru,,,1662.0,48,34.625
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,MEd or Equivalent,Qualified,lga,Geidam,North East,Yobe,Geidam,,,791.0,23,34.3913
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,NCE,Qualified,lga,Potiskum,North East,Yobe,Potiskum,,,950.0,27,35.1852
