session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Bodinga,North West,Sokoto,Bodinga,,,51.0,2,25.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,79.0,3,26.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,70.0,3,23.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,186.0,9,20.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,28.0,2,14.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,51.0,3,17.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,28.0,1,28.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,154.0,7,22.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,121.0,6,20.1667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Bodinga,North West,Sokoto,Bodinga,,,154.0,7,22.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,154.0,6,25.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,69.0,3,23.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,33.0,2,16.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Wamako,North West,Sokoto,Wamako,,,60.0,4,15.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,5.0,1,5.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,51.0,2,25.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,65.0,3,21.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,33.0,3,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,88.0,5,17.6
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,66.0,3,22.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,23.0,2,11.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,84.0,4,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,42.0,2,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,98.0,5,19.6
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,51.0,2,25.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,102.0,4,25.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,70.0,3,23.3333
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Bodinga,North West,Sokoto,Bodinga,,,481.0,11,43.7273
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,163.0,4,40.75
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,991.0,21,47.1905
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,822.0,17,48.3529
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Wamako,North West,Sokoto,Wamako,,,148.0,3,49.3333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,303.0,7,43.2857
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,859.0,18,47.7222
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Wamako,North West,Sokoto,Wamako,,,688.0,15,45.8667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,274.0,6,45.6667
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,244.0,5,48.8
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Wamako,North West,Sokoto,Wamako,,,511.0,11,46.4545
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,836.0,18,46.4444
2019/2020,Female,all,Private,JSS,,MEd or Equivalent,Qualified,lga,Sokoto South,North West,Sokoto,Sokoto South,,,259.0,6,43.1667
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Bodinga,North West,Sokoto,Bodinga,,,458.0,10,45.8
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Sokoto North,North West,Sokoto,Sokoto North,,,1443.0,31,46.5484
2019/2020,Female,all,Private,JSS,,NCE,Qualified,lga,Tambuwal,North West,Sokoto,Tambuwal,,,244.0,5,48.8
