session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Balanga,North East,Gombe,Balanga,,,72.0,6,12.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Gombe,North East,Gombe,Gombe,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Kaltungo,North East,Gombe,Kaltungo,,,56.0,4,14.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Nafada,North East,Gombe,Nafada,,,40.0,3,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,24.0,1,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Balanga,North East,Gombe,Balanga,,,96.0,7,13.7143
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Gombe,North East,Gombe,Gombe,,,104.0,5,20.8
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Kaltungo,North East,Gombe,Kaltungo,,,136.0,9,15.1111
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Nafada,North East,Gombe,Nafada,,,40.0,3,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,120.0,7,17.1429
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Balanga,North East,Gombe,Balanga,,,40.0,3,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Gombe,North East,Gombe,Gombe,,,144.0,8,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Kaltungo,North East,Gombe,Kaltungo,,,96.0,6,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Nafada,North East,Gombe,Nafada,,,8.0,4,2.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Gombe,North East,Gombe,Gombe,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Yamaltu/Deba,North East,Gombe,Yamaltu/Deba,,,32.0,2,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Balanga,North East,Gombe,Balanga,,,88.0,6,14.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Gombe,North East,Gombe,Gombe,,,96.0,6,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Kaltungo,North East,Gombe,Kaltungo,,,96.0,7,13.7143
