session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Enugu East,South East,Enugu,Enugu East,,,97.0,5,19.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Enugu North,South East,Enugu,Enugu North,,,117.0,7,16.7143
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Enugu South,South East,Enugu,Enugu South,,,22.0,2,11.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Enugu East,South East,Enugu,Enugu East,,,277.0,14,19.7857
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Enugu North,South East,Enugu,Enugu North,,,350.0,17,20.5882
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Enugu South,South East,Enugu,Enugu South,,,55.0,4,13.75
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Enugu East,South East,Enugu,Enugu East,,,234.0,13,18.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Enugu North,South East,Enugu,Enugu North,,,148.0,7,21.1429
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Enugu South,South East,Enugu,Enugu South,,,65.0,3,21.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Enugu East,South East,Enugu,Enugu East,,,180.0,8,22.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Enugu North,South East,Enugu,Enugu North,,,43.0,3,14.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Enugu South,South East,Enugu,Enugu South,,,21.0,1,21.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Enugu East,South East,Enugu,Enugu East,,,267.0,13,20.5385
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Enugu North,South East,Enugu,Enugu North,,,128.0,7,18.2857
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Enugu South,South East,Enugu,Enugu South,,,140.0,7,20.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Enugu East,South East,Enugu,Enugu East,,,191.0,9,21.2222
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Enugu North,South East,Enugu,Enugu North,,,128.0,5,25.6
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Enugu South,South East,Enugu,Enugu South,,,11.0,1,11.0
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Ezeagu,South East,Enugu,Ezeagu,,,304.0,7,43.4286
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Igbo-Etiti,South East,Enugu,Igbo-Etiti,,,322.0,7,46.0
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Igbo-Eze North,South East,Enugu,Igbo-Eze North,,,286.0,7,40.8571
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Igbo-Eze South,South East,Enugu,Igbo-Eze South,,,179.0,4,44.75
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Aninri,South East,Enugu,Aninri,,,626.0,15,41.7333
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Enugu North,South East,Enugu,Enugu North,,,447.0,10,44.7
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Igbo-Eze North,South East,Enugu,Igbo-Eze North,,,161.0,4,40.25
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Igbo-Eze South,South East,Enugu,Igbo-Eze South,,,340.0,8,42.5
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Nkanu West,South East,Enugu,Nkanu West,,,340.0,8,42.5
