session,gender,disability_scope,school_type,school_level,class_grade,qualification_group,qualification_status,loc_level,loc_label,zone,state,lga,ward,school,student_count,teacher_count,pupil_teacher_ratio
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Awka North,South East,Anambra,Awka North,,,87.0,5,17.4
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Awka South,South East,Anambra,Awka South,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,56.0,4,14.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,,Unqualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,56.0,4,14.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Awka North,South East,Anambra,Awka North,,,112.0,7,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Awka South,South East,Anambra,Awka South,,,23.0,1,23.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,101.0,5,20.2
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,78.0,4,19.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,BEd or Equivalent,Qualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,142.0,8,17.75
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Awka North,South East,Anambra,Awka North,,,64.0,4,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Awka South,South East,Anambra,Awka South,,,16.0,1,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,79.0,6,13.1667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,78.0,4,19.5
2019/2020,Female,all,Private,Adult & Non-Formal Education,,Grade II or Equivalent,Unqualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,80.0,6,13.3333
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,47.0,3,15.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,23.0,1,23.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,MEd or Equivalent,Qualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,24.0,1,24.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Awka South,South East,Anambra,Awka South,,,62.0,3,20.6667
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,134.0,8,16.75
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,64.0,4,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,NCE,Qualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,80.0,5,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Awka North,South East,Anambra,Awka North,,,104.0,7,14.8571
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,80.0,5,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,32.0,2,16.0
2019/2020,Female,all,Private,Adult & Non-Formal Education,,PGDE,Qualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,48.0,3,16.0
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Awka North,South East,Anambra,Awka North,,,213.0,6,35.5
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,164.0,5,32.8
2019/2020,Female,all,Private,JSS,,,Unqualified,lga,Onitsha South,South East,Anambra,Onitsha South,,,262.0,7,37.4286
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Awka South,South East,Anambra,Awka South,,,1064.0,29,36.6897
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Nnewi North,South East,Anambra,Nnewi North,,,541.0,15,36.0667
2019/2020,Female,all,Private,JSS,,BEd or Equivalent,Qualified,lga,Onitsha North,South East,Anambra,Onitsha North,,,491.0,13,37.7692
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Awka North,South East,Anambra,Awka North,,,687.0,20,34.35
2019/2020,Female,all,Private,JSS,,Grade II or Equivalent,Unqualified,lga,Awka South,South East,Anambra,Awka South,,,295.0,8,36.875
