session,gender,disability,exam_body,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years,gap_band
2022/2023,Female,ALL,NABTEB,College of Education,zone,North Central,North Central,,,,,0,958,692,291,266,21,0,266,401,25,14.700000000000001,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,North Central,North Central,,,,,0,411,298,124,114,9,0,113,174,10,14.700000000000001,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North Central,North Central,,,,,0,214,155,65,58,6,0,59,90,7,14.700000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North Central,North Central,,,,,0,66,48,20,19,0,0,18,28,1,14.700000000000001,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North East,North East,,,,,0,2318,1678,702,646,54,0,640,976,56,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,North East,North East,,,,,0,1000,723,302,279,25,0,277,421,23,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North East,North East,,,,,0,519,376,158,145,13,0,143,218,13,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North East,North East,,,,,0,160,115,48,44,5,0,45,67,4,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North West,North West,,,,,0,4813,3484,1459,1341,113,0,1329,2025,118,14.700000000000001,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,North West,North West,,,,,0,2074,1501,628,578,49,0,573,873,50,14.700000000000001,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North West,North West,,,,,0,1080,781,326,301,25,0,299,455,25,14.700000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,North West,North West,,,,,0,331,240,101,93,7,0,91,139,8,14.700000000000001,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South East,South East,,,,,0,1523,1102,463,424,35,0,421,639,39,10.5,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,South East,South East,,,,,0,656,475,200,183,16,0,181,275,17,10.5,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South East,South East,,,,,0,341,246,104,95,7,0,95,142,9,10.5,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South East,South East,,,,,0,105,75,32,30,2,0,30,43,2,10.5,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South South,South South,,,,,0,1177,852,356,329,28,0,325,496,27,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,South South,South South,,,,,0,506,367,154,141,12,0,139,213,13,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South South,South South,,,,,0,264,191,79,73,7,0,73,112,6,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South South,South South,,,,,0,81,59,25,23,1,0,22,34,2,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South West,South West,,,,,0,2688,1946,814,749,64,0,742,1132,65,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,College of Education,zone,South West,South West,,,,,0,1160,839,351,323,28,0,321,488,28,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South West,South West,,,,,0,603,435,182,168,15,0,168,253,14,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,College of Education,zone,South West,South West,,,,,0,186,135,56,52,4,0,51,79,4,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North Central,North Central,,,,,0,1196,864,362,333,29,0,332,502,29,14.700000000000001,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North Central,North Central,,,,,0,514,372,155,144,11,0,142,217,11,14.700000000000001,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North Central,North Central,,,,,0,269,193,82,74,7,0,76,111,8,14.700000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North Central,North Central,,,,,0,84,58,25,21,0,0,26,33,4,14.700000000000001,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North East,North East,,,,,0,2899,2098,877,808,67,0,801,1221,69,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North East,North East,,,,,0,1249,904,378,348,28,0,345,526,30,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North East,North East,,,,,0,649,470,197,181,15,0,179,273,16,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North East,North East,,,,,0,200,145,60,54,5,0,55,85,6,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North West,North West,,,,,0,6019,4356,1823,1677,142,0,1663,2533,146,14.700000000000001,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North West,North West,,,,,0,2594,1878,788,722,60,0,716,1090,66,14.700000000000001,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North West,North West,,,,,0,1349,976,409,377,31,0,373,567,32,14.700000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,North West,North West,,,,,0,415,301,125,114,12,0,114,176,11,14.700000000000001,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South East,South East,,,,,0,1903,1377,578,530,44,0,526,799,48,10.5,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South East,South East,,,,,0,820,594,249,228,20,0,226,345,21,10.5,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South East,South East,,,,,0,426,309,129,118,11,0,117,180,11,10.5,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South East,South East,,,,,0,131,95,40,37,3,0,36,55,3,10.5,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South South,South South,,,,,0,1471,1065,446,410,35,0,406,619,36,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South South,South South,,,,,0,634,458,191,176,15,0,176,267,15,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South South,South South,,,,,0,331,238,99,92,8,0,93,139,7,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South South,South South,,,,,0,101,73,30,28,2,0,28,43,2,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South West,South West,,,,,0,3361,2432,1018,936,80,0,929,1414,82,12.600000000000001,1 year
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South West,South West,,,,,0,1448,1049,440,403,34,0,399,609,37,12.600000000000001,2 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South West,South West,,,,,0,754,546,228,209,18,0,208,318,19,12.600000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,Polytechnic,zone,South West,South West,,,,,0,232,168,70,66,4,0,64,98,4,12.600000000000001,5+ years
2022/2023,Female,ALL,NABTEB,University,zone,North Central,North Central,,,,,0,2631,1903,798,734,63,0,728,1105,64,14.700000000000001,1 year
2022/2023,Female,ALL,NABTEB,University,zone,North Central,North Central,,,,,0,1135,821,344,316,27,0,314,477,28,14.700000000000001,2 years
2022/2023,Female,ALL,NABTEB,University,zone,North Central,North Central,,,,,0,590,427,178,164,14,0,163,249,14,14.700000000000001,3-5 years
2022/2023,Female,ALL,NABTEB,University,zone,North Central,North Central,,,,,0,182,131,56,50,4,0,51,75,6,14.700000000000001,5+ years
