session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NABTEB,1-year,College of Education,9,12,2,0,0,1.0,0,0,0,8,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NABTEB,2-year,College of Education,7,8,2,0,0,2.0,0,0,0,5,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NABTEB,3-5-year,College of Education,4,4,2,0,0,1.5,0,0,0,2,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NABTEB,5+-year,College of Education,2,1,0,0,0,1.5,0,0,1,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NECO,1-year,College of Education,20,27,4,2,0,1.0,0,0,0,18,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NECO,2-year,College of Education,13,18,2,0,0,2.0,0,0,0,12,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NECO,3-5-year,College of Education,9,11,2,0,0,1.5,0,0,0,7,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,NECO,5+-year,College of Education,5,7,2,0,0,1.5,0,0,0,4,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,WAEC,1-year,College of Education,25,33,5,4,0,1.0,0,0,0,21,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,WAEC,2-year,College of Education,15,22,4,2,0,2.0,0,0,0,14,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,WAEC,3-5-year,College of Education,9,12,2,0,0,1.5,0,0,0,8,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,ALL,WAEC,5+-year,College of Education,6,8,2,0,0,1.5,0,0,0,5,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NABTEB,1-year,College of Education,1,1,2,0,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NABTEB,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NECO,1-year,College of Education,2,3,0,0,0,1.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NECO,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NECO,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,NECO,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,WAEC,1-year,College of Education,2,3,0,0,0,1.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,WAEC,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,WAEC,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Female,Disabled,WAEC,5+-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NABTEB,1-year,College of Education,9,14,2,0,0,1.0,0,0,0,9,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NABTEB,2-year,College of Education,6,8,2,0,0,2.0,0,0,0,5,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NABTEB,3-5-year,College of Education,4,5,2,0,0,1.5,0,0,0,3,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NABTEB,5+-year,College of Education,2,4,2,0,0,1.5,0,0,0,2,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NECO,1-year,College of Education,19,26,4,2,0,1.0,0,0,0,17,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NECO,2-year,College of Education,11,15,4,2,0,2.0,0,0,0,9,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NECO,3-5-year,College of Education,8,12,2,0,0,1.5,0,0,0,8,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,NECO,5+-year,College of Education,4,4,2,0,0,1.5,0,0,0,2,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,WAEC,1-year,College of Education,23,34,5,4,0,1.0,0,0,0,22,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,WAEC,2-year,College of Education,15,20,4,2,0,2.0,0,0,0,13,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,WAEC,3-5-year,College of Education,8,12,2,0,0,1.5,0,0,0,8,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,ALL,WAEC,5+-year,College of Education,6,7,2,0,0,1.5,0,0,0,4,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NABTEB,1-year,College of Education,1,1,2,0,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NABTEB,2-year,College of Education,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NABTEB,3-5-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NECO,1-year,College of Education,1,3,0,0,0,1.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NECO,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NECO,3-5-year,College of Education,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,NECO,5+-year,College of Education,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,WAEC,1-year,College of Education,2,3,0,0,0,1.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,WAEC,2-year,College of Education,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,WAEC,3-5-year,College of Education,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Community Secondary School, Ewu I",Male,Disabled,WAEC,5+-year,College of Education,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NABTEB,1-year,University,18,25,60,58,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NABTEB,2-year,University,12,18,39,37,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NABTEB,3-5-year,University,7,8,21,18,3,1.5,0,0,0,0,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NABTEB,5+-year,University,4,4,21,0,10,1.5,0,0,0,0,12
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NECO,1-year,University,37,53,116,113,3,1.0,0,0,0,0,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NECO,2-year,University,22,31,69,67,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NECO,3-5-year,University,14,19,35,34,0,1.5,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,NECO,5+-year,University,9,14,35,18,10,1.5,0,0,0,0,10
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,WAEC,1-year,University,41,60,178,154,14,1.0,0,0,0,0,14
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,WAEC,2-year,University,32,46,125,124,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,WAEC,3-5-year,University,20,29,86,78,3,1.5,0,0,0,0,5
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,ALL,WAEC,5+-year,University,11,16,53,41,7,1.5,0,0,0,0,7
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NABTEB,1-year,University,1,1,16,12,3,1.0,0,0,0,0,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NABTEB,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NECO,1-year,University,2,4,12,11,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NECO,2-year,University,2,3,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NECO,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,NECO,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,WAEC,1-year,University,4,5,12,11,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,WAEC,2-year,University,2,4,12,11,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Female,Disabled,WAEC,5+-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NABTEB,1-year,University,14,19,60,58,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NABTEB,2-year,University,9,14,39,37,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NABTEB,3-5-year,University,6,8,21,18,3,1.5,0,0,0,0,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NABTEB,5+-year,University,4,4,21,0,10,1.5,0,0,0,0,12
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NECO,1-year,University,29,40,100,95,3,1.0,0,0,0,0,3
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NECO,2-year,University,18,25,69,55,7,2.0,0,0,0,0,8
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NECO,3-5-year,University,13,16,35,34,0,1.5,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,NECO,5+-year,University,6,10,18,16,0,1.5,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,WAEC,1-year,University,35,50,160,154,3,1.0,0,0,0,0,4
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,WAEC,2-year,University,26,37,104,103,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,WAEC,3-5-year,University,15,20,69,58,7,1.5,0,0,0,0,6
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,ALL,WAEC,5+-year,University,7,10,35,18,10,1.5,0,0,0,0,10
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NABTEB,1-year,University,1,1,16,12,3,1.0,0,0,0,0,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NABTEB,2-year,University,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NABTEB,3-5-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NECO,1-year,University,2,4,12,11,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NECO,2-year,University,1,3,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NECO,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,NECO,5+-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,WAEC,1-year,University,2,3,12,11,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,WAEC,2-year,University,1,1,12,11,0,2.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Comprehensive High School, Ewu I",Male,Disabled,WAEC,5+-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NABTEB,1-year,Polytechnic,20,26,18,16,0,1.0,0,0,0,9,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NABTEB,2-year,Polytechnic,13,18,11,9,0,2.0,0,0,0,7,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NABTEB,3-5-year,Polytechnic,7,8,7,5,0,1.5,0,0,0,2,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NABTEB,5+-year,Polytechnic,4,7,7,0,3,1.5,0,0,0,1,4
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NECO,1-year,Polytechnic,34,42,25,21,3,1.0,0,0,0,17,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NECO,2-year,Polytechnic,23,29,14,12,0,2.0,0,0,0,13,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NECO,3-5-year,Polytechnic,14,18,11,5,3,1.5,0,0,0,7,3
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,NECO,5+-year,Polytechnic,7,10,5,4,0,1.5,0,0,0,4,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,WAEC,1-year,Polytechnic,50,65,46,39,3,1.0,0,0,0,22,4
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,WAEC,2-year,Polytechnic,32,38,25,21,3,2.0,0,0,0,14,2
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,WAEC,3-5-year,Polytechnic,20,25,14,12,0,1.5,0,0,0,10,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,ALL,WAEC,5+-year,Polytechnic,13,16,11,9,0,1.5,0,0,0,6,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NABTEB,1-year,Polytechnic,1,1,4,2,0,1.0,0,0,0,0,1
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NABTEB,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Edo,Esan Central,Ewu I,"Government Secondary School, Ewu I",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
