session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NABTEB,1-year,University,7,9,9,8,0,1.0,0,0,0,2,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NABTEB,2-year,University,4,5,9,8,0,2.0,0,0,0,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NABTEB,3-5-year,University,2,3,0,0,0,1.5,0,0,0,4,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NABTEB,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NECO,1-year,University,10,14,15,14,0,1.0,0,0,0,3,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NECO,2-year,University,7,9,7,6,0,2.0,0,0,0,5,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NECO,3-5-year,University,5,7,7,6,0,1.5,0,0,0,2,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,NECO,5+-year,University,3,5,7,0,14,1.5,0,0,0,0,6
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,WAEC,1-year,University,14,18,14,13,0,1.0,0,0,0,8,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,WAEC,2-year,University,10,12,14,8,14,2.0,0,0,0,1,6
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,WAEC,3-5-year,University,4,6,7,6,0,1.5,0,0,0,1,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,ALL,WAEC,5+-year,University,4,4,7,6,0,1.5,0,0,1,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NABTEB,1-year,University,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NABTEB,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NECO,1-year,University,1,1,4,3,0,1.0,0,0,1,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NECO,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NECO,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,WAEC,1-year,University,1,3,4,3,0,1.0,0,0,0,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,WAEC,2-year,University,1,1,0,0,0,2.0,0,0,1,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Female,Disabled,WAEC,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NABTEB,1-year,University,6,6,9,8,0,1.0,0,0,1,0,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NABTEB,2-year,University,4,4,0,0,0,2.0,0,0,0,5,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NABTEB,3-5-year,University,3,3,0,0,0,1.5,0,0,0,4,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NABTEB,5+-year,University,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NECO,1-year,University,9,13,15,8,14,1.0,0,0,0,1,7
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NECO,2-year,University,6,9,7,6,0,2.0,0,0,0,4,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NECO,3-5-year,University,5,6,7,6,0,1.5,0,0,0,1,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,NECO,5+-year,University,2,3,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,WAEC,1-year,University,12,16,14,13,0,1.0,0,0,0,6,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,WAEC,2-year,University,7,9,7,6,0,2.0,0,0,0,5,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,WAEC,3-5-year,University,6,8,7,6,0,1.5,0,0,0,3,1
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,ALL,WAEC,5+-year,University,3,4,7,0,14,1.5,0,0,0,0,6
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NABTEB,1-year,University,1,2,0,0,0,1.0,0,0,0,2,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NABTEB,2-year,University,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NABTEB,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NECO,1-year,University,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NECO,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NECO,3-5-year,University,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,WAEC,1-year,University,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,WAEC,2-year,University,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,WAEC,3-5-year,University,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North East,Yobe,Bade,Dagona,"Community Secondary School, Dagona",Male,Disabled,WAEC,5+-year,University,1,0,0,0,0,1.5,0,0,1,0,0
