session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NABTEB,1-year,Polytechnic,9,14,9,5,4,1.0,0,0,0,5,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NABTEB,2-year,Polytechnic,6,7,2,0,0,2.0,0,0,0,4,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NABTEB,3-5-year,Polytechnic,3,4,2,0,0,1.5,0,0,0,2,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NABTEB,5+-year,Polytechnic,2,3,2,0,0,1.5,0,0,0,1,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NECO,1-year,Polytechnic,19,26,16,12,4,1.0,0,0,0,10,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NECO,2-year,Polytechnic,12,16,9,7,0,2.0,0,0,0,7,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NECO,3-5-year,Polytechnic,6,8,2,0,0,1.5,0,0,0,5,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,NECO,5+-year,Polytechnic,3,5,2,0,0,1.5,0,0,0,3,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,WAEC,1-year,Polytechnic,23,32,21,19,0,1.0,0,0,0,12,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,WAEC,2-year,Polytechnic,15,20,14,11,4,2.0,0,0,0,7,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,WAEC,3-5-year,Polytechnic,9,14,7,5,0,1.5,0,0,0,6,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,ALL,WAEC,5+-year,Polytechnic,6,7,5,2,4,1.5,0,0,0,2,2
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NABTEB,1-year,Polytechnic,1,1,2,0,0,1.0,0,0,0,0,1
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NABTEB,2-year,Polytechnic,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NABTEB,3-5-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South East,Ebonyi,Abakaliki,Abakpa,"Community Secondary School, Abakpa",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
