session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,1-year,Polytechnic,16,22,0,0,0,1.0,0,0,0,18,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,2-year,Polytechnic,11,15,0,0,0,2.0,0,0,0,12,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,3-5-year,Polytechnic,6,9,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NABTEB,5+-year,Polytechnic,3,4,0,0,0,1.5,0,0,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,1-year,Polytechnic,30,39,2,0,0,1.0,0,0,0,31,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,2-year,Polytechnic,18,23,2,0,0,2.0,0,0,0,18,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,3-5-year,Polytechnic,10,14,0,0,0,1.5,0,0,0,11,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,NECO,5+-year,Polytechnic,6,7,0,0,0,1.5,0,0,0,6,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,1-year,Polytechnic,40,52,2,0,0,1.0,0,0,0,41,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,2-year,Polytechnic,24,32,2,0,0,2.0,0,0,0,25,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,3-5-year,Polytechnic,16,20,2,0,0,1.5,0,0,0,15,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,ALL,WAEC,5+-year,Polytechnic,8,11,0,0,0,1.5,0,0,0,9,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,1-year,Polytechnic,1,1,0,0,0,1.0,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NABTEB,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,1-year,Polytechnic,3,2,0,0,0,1.0,0,0,1,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,NECO,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,1-year,Polytechnic,3,4,0,0,0,1.0,0,0,0,3,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,2-year,Polytechnic,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Female,Disabled,WAEC,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,1-year,Polytechnic,22,31,0,0,0,1.0,0,0,0,25,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,2-year,Polytechnic,16,22,0,0,0,2.0,0,0,0,18,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,3-5-year,Polytechnic,10,14,0,0,0,1.5,0,0,0,11,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NABTEB,5+-year,Polytechnic,5,7,0,0,0,1.5,0,0,0,6,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,1-year,Polytechnic,37,52,2,0,0,1.0,0,0,0,41,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,2-year,Polytechnic,23,32,2,0,0,2.0,0,0,0,25,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,3-5-year,Polytechnic,16,23,0,0,0,1.5,0,0,0,19,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,NECO,5+-year,Polytechnic,8,12,0,0,0,1.5,0,0,0,10,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,1-year,Polytechnic,53,71,2,0,0,1.0,0,0,0,57,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,2-year,Polytechnic,35,48,2,0,0,2.0,0,0,0,38,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,3-5-year,Polytechnic,22,32,2,0,0,1.5,0,0,0,25,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,ALL,WAEC,5+-year,Polytechnic,12,16,0,0,0,1.5,0,0,0,13,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,1-year,Polytechnic,2,2,0,0,0,1.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NABTEB,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,1-year,Polytechnic,3,5,0,0,0,1.0,0,0,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,2-year,Polytechnic,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,3-5-year,Polytechnic,2,1,0,0,0,1.5,0,0,1,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,NECO,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,1-year,Polytechnic,4,5,0,0,0,1.0,0,0,0,4,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,2-year,Polytechnic,2,2,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,3-5-year,Polytechnic,2,2,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Community Secondary School, Badau/Darhela",Male,Disabled,WAEC,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,1,0
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,1-year,College of Education,14,17,2,0,0,1.0,0,0,0,13,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,2-year,College of Education,8,11,2,0,0,2.0,0,0,0,8,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,3-5-year,College of Education,6,9,2,0,0,1.5,0,0,0,6,1
2022/2023,North West,Sokoto,Bodinga,Badau/Darhela,"Comprehensive High School, Badau/Darhela",Female,ALL,NABTEB,5+-year,College of Education,3,4,2,0,0,1.5,0,0,0,2,1
