session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NABTEB,1-year,Polytechnic,15,21,1,0,0,1.0,0,0,0,52,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NABTEB,2-year,Polytechnic,10,15,1,0,0,2.0,0,0,0,36,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NABTEB,3-5-year,Polytechnic,6,8,1,0,0,1.5,0,0,0,20,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NABTEB,5+-year,Polytechnic,3,4,0,0,0,1.5,0,0,0,10,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NECO,1-year,Polytechnic,25,34,1,1,0,1.0,0,0,0,82,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NECO,2-year,Polytechnic,17,23,1,0,0,2.0,0,0,0,55,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NECO,3-5-year,Polytechnic,11,15,1,0,0,1.5,0,0,0,37,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,NECO,5+-year,Polytechnic,6,6,1,0,0,1.5,0,0,1,14,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,WAEC,1-year,Polytechnic,35,47,2,1,0,1.0,0,0,0,112,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,WAEC,2-year,Polytechnic,22,29,1,1,0,2.0,0,0,0,70,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,WAEC,3-5-year,Polytechnic,13,17,1,0,0,1.5,0,0,0,42,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,ALL,WAEC,5+-year,Polytechnic,6,8,0,0,0,1.5,0,0,0,21,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NABTEB,1-year,Polytechnic,1,1,1,0,0,1.0,0,0,1,2,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,4,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NECO,1-year,Polytechnic,1,3,0,0,0,1.0,0,0,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NECO,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,1,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,WAEC,1-year,Polytechnic,2,3,0,0,0,1.0,0,0,0,7,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,WAEC,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,1,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,WAEC,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Female,Disabled,WAEC,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NABTEB,1-year,Polytechnic,15,19,1,0,0,1.0,0,0,0,47,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NABTEB,2-year,Polytechnic,9,11,1,0,0,2.0,0,0,0,27,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NABTEB,3-5-year,Polytechnic,6,10,1,0,0,1.5,0,0,0,23,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NABTEB,5+-year,Polytechnic,3,4,0,0,0,1.5,0,0,0,9,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NECO,1-year,Polytechnic,28,38,1,1,0,1.0,0,0,0,92,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NECO,2-year,Polytechnic,18,24,1,0,0,2.0,0,0,0,59,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NECO,3-5-year,Polytechnic,11,16,1,0,0,1.5,0,0,0,38,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,NECO,5+-year,Polytechnic,8,10,1,0,0,1.5,0,0,0,24,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,WAEC,1-year,Polytechnic,35,51,2,1,0,1.0,0,0,0,122,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,WAEC,2-year,Polytechnic,23,33,1,1,0,2.0,0,0,0,80,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,WAEC,3-5-year,Polytechnic,15,21,1,0,0,1.5,0,0,0,50,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,ALL,WAEC,5+-year,Polytechnic,8,13,1,0,0,1.5,0,0,0,30,1
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NABTEB,1-year,Polytechnic,1,2,0,0,0,1.0,0,0,0,4,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,4,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NECO,1-year,Polytechnic,2,2,0,0,0,1.0,0,0,1,6,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NECO,2-year,Polytechnic,1,1,0,0,0,2.0,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NECO,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,NECO,5+-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,WAEC,1-year,Polytechnic,2,4,0,0,0,1.0,0,0,0,9,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,WAEC,2-year,Polytechnic,2,2,0,0,0,2.0,0,0,0,6,0
2022/2023,North East,Adamawa,Mubi North,Bahuli,"Community Secondary School, Bahuli",Male,Disabled,WAEC,3-5-year,Polytechnic,1,1,0,0,0,1.5,0,0,0,3,0
