session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NABTEB,1-year,Polytechnic,16,20,4,2,0,1.0,0,0,0,10,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NABTEB,2-year,Polytechnic,10,13,4,2,0,2.0,0,0,0,6,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NABTEB,3-5-year,Polytechnic,6,7,4,2,0,1.5,0,0,0,2,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NABTEB,5+-year,Polytechnic,4,5,0,0,0,1.5,0,0,0,3,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NECO,1-year,Polytechnic,30,37,11,9,0,1.0,0,0,0,17,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NECO,2-year,Polytechnic,16,20,7,4,0,2.0,0,0,0,9,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NECO,3-5-year,Polytechnic,13,17,7,2,11,1.5,0,0,0,7,2
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,NECO,5+-year,Polytechnic,6,7,2,0,0,1.5,0,0,0,3,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,WAEC,1-year,Polytechnic,33,42,15,13,0,1.0,0,0,0,18,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,WAEC,2-year,Polytechnic,23,30,11,9,0,2.0,0,0,0,13,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,WAEC,3-5-year,Polytechnic,14,18,7,4,0,1.5,0,0,0,8,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,ALL,WAEC,5+-year,Polytechnic,9,10,2,0,0,1.5,0,0,0,5,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NABTEB,1-year,Polytechnic,1,2,0,0,0,1.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NABTEB,2-year,Polytechnic,0,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NABTEB,3-5-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NECO,1-year,Polytechnic,3,3,2,0,0,1.0,0,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NECO,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NECO,3-5-year,Polytechnic,0,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,NECO,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,WAEC,1-year,Polytechnic,3,3,2,0,0,1.0,0,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,WAEC,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,WAEC,3-5-year,Polytechnic,0,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Female,Disabled,WAEC,5+-year,Polytechnic,0,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NABTEB,1-year,Polytechnic,17,25,9,7,0,1.0,0,0,0,11,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NABTEB,2-year,Polytechnic,13,17,4,2,0,2.0,0,0,0,8,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NABTEB,3-5-year,Polytechnic,7,10,4,2,0,1.5,0,0,0,4,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NABTEB,5+-year,Polytechnic,4,5,0,0,0,1.5,0,0,0,3,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NECO,1-year,Polytechnic,33,44,11,9,0,1.0,0,0,0,21,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NECO,2-year,Polytechnic,19,24,7,4,0,2.0,0,0,0,11,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NECO,3-5-year,Polytechnic,12,15,2,0,0,1.5,0,0,0,8,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,NECO,5+-year,Polytechnic,10,13,2,0,0,1.5,0,0,0,7,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,WAEC,1-year,Polytechnic,42,57,17,15,0,1.0,0,0,0,26,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,WAEC,2-year,Polytechnic,26,37,11,9,0,2.0,0,0,0,17,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,WAEC,3-5-year,Polytechnic,17,24,9,7,0,1.5,0,0,0,10,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,ALL,WAEC,5+-year,Polytechnic,12,17,7,4,0,1.5,0,0,0,7,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NABTEB,1-year,Polytechnic,1,2,2,0,0,1.0,0,0,0,0,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NABTEB,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NABTEB,3-5-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NABTEB,5+-year,Polytechnic,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NECO,1-year,Polytechnic,3,3,2,0,0,1.0,0,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NECO,2-year,Polytechnic,1,2,0,0,0,2.0,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NECO,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,NECO,5+-year,Polytechnic,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,WAEC,1-year,Polytechnic,3,3,2,0,0,1.0,0,0,0,1,1
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,WAEC,2-year,Polytechnic,1,3,0,0,0,2.0,0,0,0,2,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,WAEC,3-5-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Community Secondary School, Baro",Male,Disabled,WAEC,5+-year,Polytechnic,1,2,0,0,0,1.5,0,0,0,1,0
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NABTEB,1-year,Polytechnic,13,20,9,7,0,1.0,0,0,0,8,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NABTEB,2-year,Polytechnic,10,13,4,2,0,2.0,0,0,0,6,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NABTEB,3-5-year,Polytechnic,6,7,4,2,0,1.5,0,0,0,2,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NABTEB,5+-year,Polytechnic,3,5,4,0,11,1.5,0,0,0,1,2
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NECO,1-year,Polytechnic,23,32,11,9,0,1.0,0,0,0,14,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NECO,2-year,Polytechnic,16,22,7,4,0,2.0,0,0,0,10,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NECO,3-5-year,Polytechnic,9,12,2,0,0,1.5,0,0,0,6,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,NECO,5+-year,Polytechnic,6,8,2,0,0,1.5,0,0,0,4,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,WAEC,1-year,Polytechnic,35,47,17,15,0,1.0,0,0,0,20,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,WAEC,2-year,Polytechnic,23,30,11,9,0,2.0,0,0,0,13,1
2022/2023,North Central,Niger,Agaie,Baro,"Comprehensive High School, Baro",Female,ALL,WAEC,3-5-year,Polytechnic,14,18,7,4,0,1.5,0,0,0,8,1
