session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NABTEB,1-year,University,72,87,24,12,45,1.0,0,0,0,103,14
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NABTEB,2-year,University,43,56,11,10,0,2.0,0,0,0,72,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NABTEB,3-5-year,University,26,33,11,10,0,1.5,0,0,0,37,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NABTEB,5+-year,University,16,25,0,0,0,1.5,0,0,0,38,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NECO,1-year,University,124,158,37,33,11,1.0,0,0,0,196,5
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NECO,2-year,University,90,110,29,28,0,2.0,0,0,0,132,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NECO,3-5-year,University,45,61,20,10,34,1.5,0,0,0,70,11
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,NECO,5+-year,University,37,48,9,9,0,1.5,0,0,0,62,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,WAEC,1-year,University,158,204,51,48,11,1.0,0,0,0,249,4
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,WAEC,2-year,University,90,108,26,25,0,2.0,0,0,0,133,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,WAEC,3-5-year,University,68,89,26,19,23,1.5,0,0,0,104,8
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,ALL,WAEC,5+-year,University,45,58,18,17,0,1.5,0,0,0,66,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NABTEB,1-year,University,4,6,0,0,0,1.0,0,0,0,9,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NABTEB,2-year,University,2,6,0,0,0,2.0,0,0,0,9,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,4,0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NECO,1-year,University,7,10,8,6,11,1.0,0,0,0,6,2
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NECO,2-year,University,5,6,0,0,0,2.0,0,0,0,9,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NECO,3-5-year,University,5,6,0,0,0,1.5,0,0,0,9,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,NECO,5+-year,University,2,6,0,0,0,1.5,0,0,0,9,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,WAEC,1-year,University,10,15,6,5,0,1.0,0,0,0,15,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,WAEC,2-year,University,7,10,0,0,0,2.0,0,0,0,15,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,WAEC,3-5-year,University,5,5,0,0,0,1.5,0,0,1,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Female,Disabled,WAEC,5+-year,University,2,5,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NABTEB,1-year,University,61,75,24,12,45,1.0,0,0,0,85,14
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NABTEB,2-year,University,42,48,11,10,0,2.0,0,0,1,60,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NABTEB,3-5-year,University,28,35,11,10,0,1.5,0,0,0,40,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NABTEB,5+-year,University,14,20,0,0,0,1.5,0,0,0,30,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NECO,1-year,University,117,149,38,33,23,1.0,0,0,0,181,7
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NECO,2-year,University,70,90,20,19,0,2.0,0,0,0,113,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NECO,3-5-year,University,44,53,20,10,34,1.5,0,0,0,57,11
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,NECO,5+-year,University,35,42,9,9,0,1.5,0,0,0,52,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,WAEC,1-year,University,132,181,60,58,11,1.0,0,0,0,204,2
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,WAEC,2-year,University,85,116,34,33,0,2.0,0,0,0,136,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,WAEC,3-5-year,University,49,66,26,19,23,1.5,0,0,0,70,8
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,ALL,WAEC,5+-year,University,35,50,18,9,34,1.5,0,0,0,54,11
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NABTEB,1-year,University,3,5,0,0,0,1.0,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NABTEB,2-year,University,2,5,0,0,0,2.0,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NABTEB,3-5-year,University,2,0,0,0,0,1.5,0,0,4,0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NABTEB,5+-year,University,2,0,0,0,0,1.5,0,0,4,0,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NECO,1-year,University,6,9,8,6,11,1.0,0,0,0,4,2
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NECO,2-year,University,4,5,0,0,0,2.0,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NECO,3-5-year,University,4,5,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,NECO,5+-year,University,2,5,0,0,0,1.5,0,0,0,7,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,WAEC,1-year,University,9,13,6,5,0,1.0,0,0,0,12,1
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,WAEC,2-year,University,6,9,0,0,0,2.0,0,0,0,13,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,WAEC,3-5-year,University,4,4,0,0,0,1.5,0,0,1,6,0
2022/2023,North West,Kano,Dala,Adakawa,"Community Secondary School, Adakawa",Male,Disabled,WAEC,5+-year,University,2,4,0,0,0,1.5,0,0,0,6,0
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NABTEB,1-year,College of Education,26,33,6,5,0,1.0,0,0,0,43,1
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NABTEB,2-year,College of Education,16,23,6,5,0,2.0,0,0,0,28,1
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NABTEB,3-5-year,College of Education,10,15,0,0,0,1.5,0,0,0,23,0
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NABTEB,5+-year,College of Education,6,8,0,0,0,1.5,0,0,0,12,0
2022/2023,North West,Kano,Dala,Adakawa,"Comprehensive High School, Adakawa",Female,ALL,NECO,1-year,College of Education,41,48,10,5,23,1.0,0,0,0,61,6
