session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NABTEB,1-year,University,7,9,19,19,0,1.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NABTEB,2-year,University,5,7,11,10,0,2.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NABTEB,3-5-year,University,3,4,11,10,0,1.5,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NABTEB,5+-year,University,2,2,11,0,17,1.5,0,0,0,0,15
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NECO,1-year,University,12,16,38,38,0,1.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NECO,2-year,University,7,10,27,20,13,2.0,0,0,0,0,10
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NECO,3-5-year,University,5,7,19,19,0,1.5,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,NECO,5+-year,University,2,3,11,10,0,1.5,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,WAEC,1-year,University,17,25,66,64,4,1.0,0,0,0,0,3
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,WAEC,2-year,University,12,17,47,41,13,2.0,0,0,0,0,9
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,WAEC,3-5-year,University,7,11,27,27,0,1.5,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,ALL,WAEC,5+-year,University,3,6,19,12,13,1.5,0,0,0,0,11
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NABTEB,1-year,University,1,1,8,7,0,1.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NABTEB,2-year,University,0,1,0,0,0,2.0,0,0,0,2,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NABTEB,3-5-year,University,0,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NABTEB,5+-year,University,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NECO,1-year,University,1,2,8,7,0,1.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NECO,2-year,University,0,1,0,0,0,2.0,0,0,0,1,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NECO,3-5-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,NECO,5+-year,University,0,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,WAEC,1-year,University,1,2,6,5,0,1.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,WAEC,2-year,University,1,1,0,0,0,2.0,0,0,1,1,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,WAEC,3-5-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Female,Disabled,WAEC,5+-year,University,0,1,0,0,0,1.5,0,0,0,1,0
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,ALL,NABTEB,1-year,University,8,12,30,23,13,1.0,0,0,0,0,10
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,ALL,NABTEB,2-year,University,5,8,19,19,0,2.0,0,0,0,0,1
2022/2023,South South,Bayelsa,Brass,Brass I,"Community Secondary School, Brass I",Male,ALL,NABTEB,3-5-year,University,3,4,11,10,0,1.5,0,0,0,0,1
