session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,1-year,College of Education,24,35,7,6,0,1.0,0,0,0,45,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,2-year,College of Education,16,23,4,3,0,2.0,0,0,0,31,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,3-5-year,College of Education,11,14,2,1,0,1.5,0,0,0,19,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NABTEB,5+-year,College of Education,5,6,2,0,3,1.5,0,0,0,7,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,1-year,College of Education,45,63,12,11,0,1.0,0,0,0,83,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,2-year,College of Education,29,41,8,8,0,2.0,0,0,0,53,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,3-5-year,College of Education,19,27,4,3,0,1.5,0,0,0,36,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,NECO,5+-year,College of Education,11,15,4,3,3,1.5,0,0,0,18,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,1-year,College of Education,62,80,17,14,3,1.0,0,0,0,102,4
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,2-year,College of Education,39,50,9,8,0,2.0,0,0,0,66,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,3-5-year,College of Education,24,32,6,5,0,1.5,0,0,0,42,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,ALL,WAEC,5+-year,College of Education,11,16,3,2,3,1.5,0,0,0,20,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,1-year,College of Education,2,2,2,1,0,1.0,0,0,0,1,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,1-year,College of Education,3,3,2,1,0,1.0,0,0,0,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,NECO,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,1-year,College of Education,3,3,2,1,0,1.0,0,0,1,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,5,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,3-5-year,College of Education,2,1,0,0,0,1.5,0,0,1,2,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Female,Disabled,WAEC,5+-year,College of Education,1,1,0,0,0,1.5,0,0,0,2,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,1-year,College of Education,21,29,4,3,0,1.0,0,0,0,39,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,2-year,College of Education,11,15,2,1,0,2.0,0,0,0,21,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,3-5-year,College of Education,8,10,2,1,0,1.5,0,0,0,13,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NABTEB,5+-year,College of Education,6,5,2,0,3,1.5,0,0,2,6,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,1-year,College of Education,44,63,12,11,0,1.0,0,0,0,82,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,2-year,College of Education,29,41,8,8,0,2.0,0,0,0,53,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,3-5-year,College of Education,15,19,4,3,0,1.5,0,0,0,24,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,NECO,5+-year,College of Education,10,15,4,2,3,1.5,0,0,0,18,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,1-year,College of Education,52,74,17,14,3,1.0,0,0,0,93,4
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,2-year,College of Education,34,47,9,8,0,2.0,0,0,0,61,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,3-5-year,College of Education,24,35,7,6,0,1.5,0,0,0,45,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,ALL,WAEC,5+-year,College of Education,10,14,3,3,0,1.5,0,0,0,18,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,1-year,College of Education,2,2,2,1,0,1.0,0,0,0,1,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,1-year,College of Education,2,3,2,1,0,1.0,0,0,0,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,NECO,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,1-year,College of Education,3,5,2,1,0,1.0,0,0,0,5,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,5,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Community Secondary School, Amuzu",Male,Disabled,WAEC,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,1-year,College of Education,16,20,4,3,0,1.0,0,0,0,26,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,2-year,College of Education,10,14,2,1,0,2.0,0,0,0,19,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,3-5-year,College of Education,7,8,2,1,0,1.5,0,0,0,11,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NABTEB,5+-year,College of Education,4,6,0,0,0,1.5,0,0,0,9,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,1-year,College of Education,29,37,8,6,3,1.0,0,0,0,46,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,2-year,College of Education,16,20,4,3,0,2.0,0,0,0,25,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,3-5-year,College of Education,11,15,2,1,0,1.5,0,0,0,21,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,NECO,5+-year,College of Education,7,9,2,1,0,1.5,0,0,0,12,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,1-year,College of Education,40,54,11,10,0,1.0,0,0,0,70,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,2-year,College of Education,28,37,7,6,0,2.0,0,0,0,48,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,3-5-year,College of Education,16,22,6,4,3,1.5,0,0,0,27,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,ALL,WAEC,5+-year,College of Education,9,14,2,1,0,1.5,0,0,0,19,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,1-year,College of Education,2,2,2,1,0,1.0,0,0,0,1,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NECO,1-year,College of Education,3,3,2,1,0,1.0,0,0,0,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,NECO,5+-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,WAEC,1-year,College of Education,3,5,2,1,0,1.0,0,0,0,6,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,5,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,WAEC,3-5-year,College of Education,2,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Female,Disabled,WAEC,5+-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NABTEB,1-year,College of Education,17,23,4,3,0,1.0,0,0,0,31,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NABTEB,2-year,College of Education,12,16,2,1,0,2.0,0,0,0,22,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NABTEB,3-5-year,College of Education,8,10,2,1,0,1.5,0,0,0,13,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NABTEB,5+-year,College of Education,6,8,0,0,0,1.5,0,0,0,12,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NECO,1-year,College of Education,35,48,8,8,0,1.0,0,0,0,63,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NECO,2-year,College of Education,22,30,6,4,3,2.0,0,0,0,39,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NECO,3-5-year,College of Education,12,18,4,2,3,1.5,0,0,0,22,3
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,NECO,5+-year,College of Education,9,11,2,1,0,1.5,0,0,0,15,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,WAEC,1-year,College of Education,40,53,11,10,0,1.0,0,0,0,68,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,WAEC,2-year,College of Education,26,35,7,6,0,2.0,0,0,0,45,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,WAEC,3-5-year,College of Education,18,24,5,4,0,1.5,0,0,0,31,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,ALL,WAEC,5+-year,College of Education,10,12,3,2,3,1.5,0,0,0,15,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NABTEB,1-year,College of Education,2,2,2,1,0,1.0,0,0,0,1,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NABTEB,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NABTEB,5+-year,College of Education,1,0,0,0,0,1.5,0,0,1,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NECO,1-year,College of Education,3,3,2,1,0,1.0,0,0,0,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,NECO,5+-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,WAEC,1-year,College of Education,4,7,2,1,0,1.0,0,0,0,8,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,5,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,WAEC,3-5-year,College of Education,2,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Comprehensive High School, Amuzu",Male,Disabled,WAEC,5+-year,College of Education,1,1,0,0,0,1.5,0,0,0,2,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NABTEB,1-year,College of Education,17,23,4,3,3,1.0,0,0,0,31,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NABTEB,2-year,College of Education,11,18,3,2,0,2.0,0,0,0,24,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NABTEB,3-5-year,College of Education,7,11,3,2,0,1.5,0,0,0,14,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NABTEB,5+-year,College of Education,5,6,0,0,0,1.5,0,0,0,9,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NECO,1-year,College of Education,36,44,10,8,3,1.0,0,0,0,55,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NECO,2-year,College of Education,23,29,6,4,3,2.0,0,0,0,37,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NECO,3-5-year,College of Education,15,20,4,3,0,1.5,0,0,0,25,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,NECO,5+-year,College of Education,8,9,2,1,0,1.5,0,0,0,12,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,WAEC,1-year,College of Education,45,57,11,10,0,1.0,0,0,0,74,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,WAEC,2-year,College of Education,30,38,7,6,0,2.0,0,0,0,51,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,WAEC,3-5-year,College of Education,20,25,5,4,0,1.5,0,0,0,33,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,ALL,WAEC,5+-year,College of Education,11,16,3,2,3,1.5,0,0,0,20,2
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NABTEB,1-year,College of Education,2,2,0,0,0,1.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NABTEB,2-year,College of Education,1,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NABTEB,3-5-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NECO,1-year,College of Education,2,3,2,1,0,1.0,0,0,0,3,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NECO,2-year,College of Education,2,2,0,0,0,2.0,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NECO,3-5-year,College of Education,1,2,0,0,0,1.5,0,0,0,3,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,NECO,5+-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,WAEC,1-year,College of Education,3,5,2,1,0,1.0,0,0,0,6,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,WAEC,2-year,College of Education,2,3,0,0,0,2.0,0,0,0,5,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,WAEC,3-5-year,College of Education,2,1,0,0,0,1.5,0,0,1,2,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Female,Disabled,WAEC,5+-year,College of Education,1,0,0,0,0,1.5,0,0,2,0,0
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NABTEB,1-year,College of Education,17,21,2,1,0,1.0,0,0,0,30,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NABTEB,2-year,College of Education,11,12,3,2,0,2.0,0,0,1,16,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NABTEB,3-5-year,College of Education,8,10,3,2,0,1.5,0,0,0,12,1
2022/2023,South East,Imo,Aboh Mbaise,Amuzu,"Government Secondary School, Amuzu",Male,ALL,NABTEB,5+-year,College of Education,3,5,0,0,0,1.5,0,0,0,8,0
