session,zone,state,lga,ward,school,gender,disability,exam_body,gap_band,institution_type,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,median_time_to_matriculation_years,ss3_total,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NABTEB,1-year,College of Education,14,21,9,7,0,1.0,0,0,0,8,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NABTEB,2-year,College of Education,9,12,9,7,0,2.0,0,0,0,3,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NABTEB,3-5-year,College of Education,6,9,0,0,0,1.5,0,0,0,5,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NABTEB,5+-year,College of Education,3,4,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NECO,1-year,College of Education,30,35,11,9,0,1.0,0,0,0,15,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NECO,2-year,College of Education,18,23,7,5,0,2.0,0,0,0,10,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NECO,3-5-year,College of Education,11,12,7,5,0,1.5,0,0,0,4,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,NECO,5+-year,College of Education,6,9,7,0,12,1.5,0,0,0,2,3
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,WAEC,1-year,College of Education,35,48,16,11,12,1.0,0,0,0,20,2
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,WAEC,2-year,College of Education,23,30,11,9,0,2.0,0,0,0,12,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,WAEC,3-5-year,College of Education,12,18,5,2,0,1.5,0,0,0,8,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,ALL,WAEC,5+-year,College of Education,9,12,5,2,0,1.5,0,0,0,5,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NABTEB,1-year,College of Education,2,4,0,0,0,1.0,0,0,0,2,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NABTEB,2-year,College of Education,2,4,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NABTEB,3-5-year,College of Education,2,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NABTEB,5+-year,College of Education,0,0,0,0,0,1.5,0,0,0,0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NECO,1-year,College of Education,3,4,5,2,0,1.0,0,0,0,0,1
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NECO,2-year,College of Education,2,4,0,0,0,2.0,0,0,0,2,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NECO,3-5-year,College of Education,2,4,0,0,0,1.5,0,0,0,2,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,NECO,5+-year,College of Education,2,0,0,0,0,1.5,0,0,1,0,0
2022/2023,North West,Katsina,Daura,Kusugu,"Community Secondary School, Kusugu",Female,Disabled,WAEC,1-year,College of Education,3,5,5,2,0,1.0,0,0,0,1,1
