session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,45.85
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6941.0,0,54.5708,86,23,127.1926,80.7093,301.7826,54,38,10,44,35,29,45.85
2024/2025,Female,ALL,Private,JSS,JSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6546.0,0,50.9327,62,21,128.5225,105.5806,311.7143,39,27,9,31,26,21,45.85
2024/2025,Female,ALL,Private,JSS,JSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,6346.0,0,47.2947,63,21,134.1799,100.7302,302.1905,39,28,9,32,26,21,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5452.0,0,149.1602,265,38,36.5513,20.5736,143.4737,166,117,16,135,109,88,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5238.0,0,141.8841,242,37,36.9175,21.6446,141.5676,151,107,16,123,100,80,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5085.0,0,138.246,189,36,36.7823,26.9048,141.25,118,84,15,96,78,63,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,4932.0,0,134.6079,205,35,36.6398,24.0585,140.9143,128,91,15,104,84,68,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,4963.0,0,134.6079,229,35,36.87,21.6725,141.8,143,101,15,116,94,76,45.85
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,4963.0,0,134.6079,214,35,36.87,23.1916,141.8,134,95,15,109,88,71,45.85
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5846.0,1849,32.7425,38,31,178.5447,153.8421,188.5806,24,17,13,19,16,13,45.85
2024/2025,Female,ALL,Private,SSS,SSS2,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5360.0,1695,32.7425,47,28,163.7016,114.0426,191.4286,29,21,12,24,19,16,45.85
2024/2025,Female,ALL,Private,SSS,SSS3,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,5034.0,1592,29.1044,57,27,172.9635,88.3158,186.4444,36,25,12,29,23,19,45.85
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,604.0,0,7.2761,11,3,83.0115,54.9091,201.3333,7,5,1,6,5,4,45.85
