session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Oshimili North,South South,Delta,Oshimili North,,,287,0,12,42,13,23.9167,6.8333,22.0769
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Oshimili South,South South,Delta,Oshimili South,,,378,0,16,54,16,23.625,7.0,23.625
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Uvwie,South South,Delta,Uvwie,,,267,0,12,40,12,22.25,6.675,22.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Warri North,South South,Delta,Warri North,,,312,0,16,44,12,19.5,7.0909,26.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Warri South,South South,Delta,Warri South,,,387,0,16,53,16,24.1875,7.3019,24.1875
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Oshimili North,South South,Delta,Oshimili North,,,222,0,12,35,10,18.5,6.3429,22.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Oshimili South,South South,Delta,Oshimili South,,,296,0,16,42,12,18.5,7.0476,24.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Uvwie,South South,Delta,Uvwie,,,207,0,12,32,8,17.25,6.4688,25.875
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Warri North,South South,Delta,Warri North,,,243,0,12,36,11,20.25,6.75,22.0909
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Warri South,South South,Delta,Warri South,,,302,0,16,43,12,18.875,7.0233,25.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Oshimili North,South South,Delta,Oshimili North,,,122,0,12,21,5,10.1667,5.8095,24.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Oshimili South,South South,Delta,Oshimili South,,,161,0,16,26,7,10.0625,6.1923,23.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Uvwie,South South,Delta,Uvwie,,,115,0,12,20,6,9.5833,5.75,19.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Warri North,South South,Delta,Warri North,,,133,0,16,22,5,8.3125,6.0455,26.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Warri South,South South,Delta,Warri South,,,164,0,16,27,7,10.25,6.0741,23.4286
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Oshimili North,South South,Delta,Oshimili North,,,665,0,16,44,14,41.5625,15.1136,47.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Oshimili South,South South,Delta,Oshimili South,,,1316,0,36,76,24,36.5556,17.3158,54.8333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Uvwie,South South,Delta,Uvwie,,,857,0,20,51,16,42.85,16.8039,53.5625
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Warri North,South South,Delta,Warri North,,,913,0,24,54,17,38.0417,16.9074,53.7059
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Warri South,South South,Delta,Warri South,,,1101,0,28,66,20,39.3214,16.6818,55.05
2019/2020,Female,all,Private,JSS,JSS2,,lga,Oshimili North,South South,Delta,Oshimili North,,,548,0,16,36,8,34.25,15.2222,68.5
2019/2020,Female,all,Private,JSS,JSS2,,lga,Oshimili South,South South,Delta,Oshimili South,,,1080,0,32,63,18,33.75,17.1429,60.0
2019/2020,Female,all,Private,JSS,JSS2,,lga,Uvwie,South South,Delta,Uvwie,,,701,0,20,44,12,35.05,15.9318,58.4167
