session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Argungu,North West,Kebbi,Argungu,,,309,0,16,45,13,19.3125,6.8667,23.7692
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,260,0,12,38,11,21.6667,6.8421,23.6364
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kalgo,North West,Kebbi,Kalgo,,,268,0,12,38,10,22.3333,7.0526,26.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Yauri,North West,Kebbi,Yauri,,,252,0,12,37,11,21.0,6.8108,22.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Zuru,North West,Kebbi,Zuru,,,264,0,12,37,10,22.0,7.1351,26.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Argungu,North West,Kebbi,Argungu,,,240,0,16,36,10,15.0,6.6667,24.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Birnin Kebbi,North West,Kebbi,Birnin Kebbi,,,201,0,12,31,9,16.75,6.4839,22.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kalgo,North West,Kebbi,Kalgo,,,207,0,12,31,9,17.25,6.6774,23.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Yauri,North West,Kebbi,Yauri,,,195,0,12,30,8,16.25,6.5,24.375
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Zuru,North West,Kebbi,Zuru,,,203,0,12,30,8,16.9167,6.7667,25.375
