session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Gboko,North Central,Benue,Gboko,,,307,0,16,32,21,19.1875,9.5938,14.619,15.52,30.72,2.83,4.93,9.39,6.24,6.18
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,284,0,12,30,20,23.6667,9.4667,14.2,15.59,28.8,2.15,3.8,7.06,4.69,4.65
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Makurdi,North Central,Benue,Makurdi,,,315,0,16,30,20,19.6875,10.5,15.75,14.88,27.79,2.71,4.57,9.07,6,5.96
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Oturkpo,North Central,Benue,Oturkpo,,,301,0,16,30,20,18.8125,10.0333,15.05,15.45,28.8,2.79,4.78,9.36,6.22,6.17
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Vandeikya,North Central,Benue,Vandeikya,,,284,0,12,28,19,23.6667,10.1429,14.9474,15.46,26.88,2.1,3.61,7.02,4.67,4.63
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Gboko,North Central,Benue,Gboko,,,239,0,16,26,18,14.9375,9.1923,13.2778,15.77,24.96,2.95,5.42,9.48,6.31,6.22
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Katsina-Ala,North Central,Benue,Katsina-Ala,,,219,0,12,24,17,18.25,9.125,12.8824,15.85,23.04,2.24,4.19,7.13,4.75,4.68
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Makurdi,North Central,Benue,Makurdi,,,245,0,16,25,17,15.3125,9.8,14.4118,15.54,23.98,2.84,5,9.39,6.24,6.18
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Oturkpo,North Central,Benue,Oturkpo,,,233,0,12,24,17,19.4167,9.7083,13.7059,15.68,23.04,2.18,3.94,7.08,4.71,4.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Vandeikya,North Central,Benue,Vandeikya,,,221,0,12,24,17,18.4167,9.2083,13.0,15.83,23.04,2.23,4.15,7.12,4.74,4.67
