session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,290,0,12,30,8,24.1667,9.6667,36.25,14.05,28.8,1.59,1.49,6.64,4.37,4.46
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,415,0,20,39,11,20.75,10.641,37.7273,13.49,35.94,2.58,2.39,10.69,7.01,7.15
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,304,0,16,31,9,19.0,9.8065,33.7778,14.12,29.76,2.16,2.13,8.88,5.85,5.96
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Remo North,South West,Ogun,Remo North,,,294,0,12,29,7,24.5,10.1379,42.0,13.91,27.84,1.54,1.29,6.61,4.35,4.44
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Shagamu,South West,Ogun,Shagamu,,,365,0,16,35,10,22.8125,10.4286,36.5,13.98,33.43,2.11,1.97,8.82,5.8,5.92
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Abeokuta North,South West,Ogun,Abeokuta North,,,225,0,12,25,7,18.75,9.0,32.1429,14.18,24,1.64,1.68,6.68,4.4,4.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Abeokuta South,South West,Ogun,Abeokuta South,,,323,0,20,31,8,16.15,10.4194,40.375,13.24,28.15,2.52,2.23,10.54,6.89,7.04
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ijebu Ode,South West,Ogun,Ijebu Ode,,,236,0,16,25,7,14.75,9.44,33.7143,14.12,24,2.16,2.14,8.88,5.85,5.96
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Remo North,South West,Ogun,Remo North,,,227,0,12,24,6,18.9167,9.4583,37.8333,14.01,23.04,1.58,1.43,6.63,4.37,4.46
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Shagamu,South West,Ogun,Shagamu,,,283,0,16,29,7,17.6875,9.7586,40.4286,13.95,27.84,2.07,1.78,8.82,5.8,5.93
