session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,274,0,12,28,7,22.8333,9.7857,39.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,261,0,12,28,7,21.75,9.3214,37.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,254,0,12,27,7,21.1667,9.4074,36.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ezza North,South East,Ebonyi,Ezza North,,,288,0,12,29,7,24.0,9.931,41.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,279,0,12,27,6,23.25,10.3333,46.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,213,0,12,22,6,17.75,9.6818,35.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,203,0,12,22,6,16.9167,9.2273,33.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,197,0,12,22,6,16.4167,8.9545,32.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ezza North,South East,Ebonyi,Ezza North,,,222,0,12,24,6,18.5,9.25,37.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,217,0,12,22,6,18.0833,9.8636,36.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,117,0,12,15,3,9.75,7.8,39.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,111,0,12,15,3,9.25,7.4,37.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,109,0,12,15,3,9.0833,7.2667,36.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ezza North,South East,Ebonyi,Ezza North,,,124,0,12,15,3,10.3333,8.2667,41.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,120,0,12,15,3,10.0,8.0,40.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,847,0,24,34,10,35.2917,24.9118,84.7
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,783,0,24,32,8,32.625,24.4688,97.875
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,985,0,28,39,12,35.1786,25.2564,82.0833
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ezza North,South East,Ebonyi,Ezza North,,,702,0,20,30,8,35.1,23.4,87.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1034,0,28,41,12,36.9286,25.2195,86.1667
2019/2020,Female,all,Private,JSS,JSS2,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,693,0,20,30,10,34.65,23.1,69.3
2019/2020,Female,all,Private,JSS,JSS2,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,638,0,24,28,6,26.5833,22.7857,106.3333
2019/2020,Female,all,Private,JSS,JSS2,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,807,0,24,34,9,33.625,23.7353,89.6667
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ezza North,South East,Ebonyi,Ezza North,,,575,0,20,28,6,28.75,20.5357,95.8333
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,844,0,28,34,10,30.1429,24.8235,84.4
2019/2020,Female,all,Private,JSS,JSS3,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,555,0,24,24,7,23.125,23.125,79.2857
2019/2020,Female,all,Private,JSS,JSS3,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,511,0,24,23,6,21.2917,22.2174,85.1667
2019/2020,Female,all,Private,JSS,JSS3,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,642,0,24,27,6,26.75,23.7778,107.0
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ezza North,South East,Ebonyi,Ezza North,,,459,0,20,22,6,22.95,20.8636,76.5
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,679,0,24,29,8,28.2917,23.4138,84.875
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,2746,0,48,113,40,57.2083,24.3009,68.65
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,2161,0,40,94,34,54.025,22.9894,63.5588
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,2340,0,44,99,34,53.1818,23.6364,68.8235
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ezza North,South East,Ebonyi,Ezza North,,,2308,0,40,98,33,57.7,23.551,69.9394
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,2144,0,36,92,32,59.5556,23.3043,67.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,2438,0,48,104,35,50.7917,23.4423,69.6571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1920,0,44,83,28,43.6364,23.1325,68.5714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,2077,0,44,88,30,47.2045,23.6023,69.2333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ezza North,South East,Ebonyi,Ezza North,,,2047,0,40,87,31,51.175,23.5287,66.0323
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1905,0,36,83,28,52.9167,22.9518,68.0357
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,2193,0,48,90,30,45.6875,24.3667,73.1
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1726,0,40,76,25,43.15,22.7105,69.04
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1868,0,44,78,26,42.4545,23.9487,71.8462
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ezza North,South East,Ebonyi,Ezza North,,,1843,0,44,79,28,41.8864,23.3291,65.8214
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1714,0,40,75,25,42.85,22.8533,68.56
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,2003,0,52,85,30,38.5192,23.5647,66.7667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1577,0,44,70,23,35.8409,22.5286,68.5652
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1708,0,44,72,25,38.8182,23.7222,68.32
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ezza North,South East,Ebonyi,Ezza North,,,1683,0,44,74,26,38.25,22.7432,64.7308
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1562,0,40,69,24,39.05,22.6377,65.0833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1875,0,48,80,27,39.0625,23.4375,69.4444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1477,0,44,66,22,33.5682,22.3788,67.1364
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1599,0,44,69,23,36.3409,23.1739,69.5217
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ezza North,South East,Ebonyi,Ezza North,,,1578,0,44,69,22,35.8636,22.8696,71.7273
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1463,0,40,66,23,36.575,22.1667,63.6087
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,1695,0,52,73,25,32.5962,23.2192,67.8
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,1335,0,36,60,20,37.0833,22.25,66.75
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,1446,0,40,64,22,36.15,22.5938,65.7273
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ezza North,South East,Ebonyi,Ezza North,,,1427,0,40,64,21,35.675,22.2969,67.9524
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,1324,0,40,60,19,33.1,22.0667,69.6842
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,642,3,24,31,8,26.75,20.7097,80.25
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,650,3,24,30,6,27.0833,21.6667,108.3333
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,738,3,32,33,10,23.0625,22.3636,73.8
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ezza North,South East,Ebonyi,Ezza North,,,649,3,24,31,9,27.0417,20.9355,72.1111
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,928,3,32,41,13,29.0,22.6341,71.3846
2019/2020,Female,all,Private,SSS,SSS2,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,523,3,24,25,7,21.7917,20.92,74.7143
2019/2020,Female,all,Private,SSS,SSS2,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,527,3,24,25,6,21.9583,21.08,87.8333
2019/2020,Female,all,Private,SSS,SSS2,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,594,3,32,28,6,18.5625,21.2143,99.0
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ezza North,South East,Ebonyi,Ezza North,,,525,3,24,25,6,21.875,21.0,87.5
2019/2020,Female,all,Private,SSS,SSS2,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,749,3,36,34,10,20.8056,22.0294,74.9
2019/2020,Female,all,Private,SSS,SSS3,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,402,2,24,22,6,16.75,18.2727,67.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,408,3,24,23,6,17.0,17.7391,68.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,462,3,32,22,6,14.4375,21.0,77.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ezza North,South East,Ebonyi,Ezza North,,,408,2,24,22,6,17.0,18.5455,68.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Ohaozara,South East,Ebonyi,Ohaozara,,,582,3,32,28,6,18.1875,20.7857,97.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Abakaliki,South East,Ebonyi,Abakaliki,,,34,0,16,12,0,2.125,2.8333,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Afikpo North,South East,Ebonyi,Afikpo North,,,26,0,12,12,0,2.1667,2.1667,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Afikpo South,South East,Ebonyi,Afikpo South,,,31,0,20,12,0,1.55,2.5833,0.0
