session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Jema'A,North West,Kaduna,Jema'A,,,370,0,16,39,28,23.125,9.4872,13.2143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,347,0,16,37,26,21.6875,9.3784,13.3462
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,328,0,12,35,25,27.3333,9.3714,13.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Soba,North West,Kaduna,Soba,,,338,0,12,36,27,28.1667,9.3889,12.5185
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Zaria,North West,Kaduna,Zaria,,,459,0,20,47,33,22.95,9.766,13.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,287,0,16,32,24,17.9375,8.9688,11.9583
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,270,0,16,31,22,16.875,8.7097,12.2727
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,254,0,12,29,22,21.1667,8.7586,11.5455
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Soba,North West,Kaduna,Soba,,,263,0,16,29,21,16.4375,9.069,12.5238
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Zaria,North West,Kaduna,Zaria,,,356,0,20,38,27,17.8,9.3684,13.1852
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,157,0,16,20,14,9.8125,7.85,11.2143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,146,0,16,20,16,9.125,7.3,9.125
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,140,0,12,19,13,11.6667,7.3684,10.7692
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Soba,North West,Kaduna,Soba,,,143,0,16,19,14,8.9375,7.5263,10.2143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Zaria,North West,Kaduna,Zaria,,,194,0,20,24,18,9.7,8.0833,10.7778
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,1293,0,36,56,40,35.9167,23.0893,32.325
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Kaduna North,North West,Kaduna,Kaduna North,,,902,0,28,42,30,32.2143,21.4762,30.0667
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Kaduna South,North West,Kaduna,Kaduna South,,,1067,0,32,48,35,33.3438,22.2292,30.4857
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Soba,North West,Kaduna,Soba,,,846,0,28,41,28,30.2143,20.6341,30.2143
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Zaria,North West,Kaduna,Zaria,,,1213,0,36,53,37,33.6944,22.8868,32.7838
2019/2020,Female,all,Private,JSS,JSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,1060,0,32,46,33,33.125,23.0435,32.1212
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,737,0,28,35,25,26.3214,21.0571,29.48
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,875,0,32,41,29,27.3438,21.3415,30.1724
2019/2020,Female,all,Private,JSS,JSS2,,lga,Soba,North West,Kaduna,Soba,,,692,0,28,34,26,24.7143,20.3529,26.6154
2019/2020,Female,all,Private,JSS,JSS2,,lga,Zaria,North West,Kaduna,Zaria,,,996,0,32,44,32,31.125,22.6364,31.125
2019/2020,Female,all,Private,JSS,JSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,843,0,36,38,27,23.4167,22.1842,31.2222
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,587,0,28,30,22,20.9643,19.5667,26.6818
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,696,0,28,32,24,24.8571,21.75,29.0
2019/2020,Female,all,Private,JSS,JSS3,,lga,Soba,North West,Kaduna,Soba,,,555,0,28,27,20,19.8214,20.5556,27.75
2019/2020,Female,all,Private,JSS,JSS3,,lga,Zaria,North West,Kaduna,Zaria,,,797,0,32,37,27,24.9062,21.5405,29.5185
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Jema'A,North West,Kaduna,Jema'A,,,2951,0,52,144,99,56.75,20.4931,29.8081
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2681,0,48,136,92,55.8542,19.7132,29.1413
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kaduna South,North West,Kaduna,Kaduna South,,,3249,0,52,159,108,62.4808,20.434,30.0833
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Soba,North West,Kaduna,Soba,,,3066,0,56,152,104,54.75,20.1711,29.4808
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Zaria,North West,Kaduna,Zaria,,,4001,0,72,195,132,55.5694,20.5179,30.3106
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Jema'A,North West,Kaduna,Jema'A,,,2622,0,48,130,89,54.625,20.1692,29.4607
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2379,0,44,120,82,54.0682,19.825,29.0122
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2890,0,52,141,96,55.5769,20.4965,30.1042
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Soba,North West,Kaduna,Soba,,,2724,0,52,134,90,52.3846,20.3284,30.2667
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Zaria,North West,Kaduna,Zaria,,,3552,0,68,174,118,52.2353,20.4138,30.1017
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Jema'A,North West,Kaduna,Jema'A,,,2359,0,52,116,79,45.3654,20.3362,29.8608
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,2137,0,48,109,75,44.5208,19.6055,28.4933
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2596,0,52,127,88,49.9231,20.4409,29.5
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Soba,North West,Kaduna,Soba,,,2447,0,52,122,83,47.0577,20.0574,29.4819
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Zaria,North West,Kaduna,Zaria,,,3196,0,72,157,107,44.3889,20.3567,29.8692
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Jema'A,North West,Kaduna,Jema'A,,,2155,0,48,108,74,44.8958,19.9537,29.1216
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1954,0,44,100,68,44.4091,19.54,28.7353
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2372,0,52,117,79,45.6154,20.2735,30.0253
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Soba,North West,Kaduna,Soba,,,2237,0,48,113,78,46.6042,19.7965,28.6795
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Zaria,North West,Kaduna,Zaria,,,2918,0,64,144,98,45.5938,20.2639,29.7755
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Jema'A,North West,Kaduna,Jema'A,,,2019,0,52,101,70,38.8269,19.9901,28.8429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1830,0,48,94,65,38.125,19.4681,28.1538
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2220,0,56,110,76,39.6429,20.1818,29.2105
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Soba,North West,Kaduna,Soba,,,2096,0,48,105,72,43.6667,19.9619,29.1111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Zaria,North West,Kaduna,Zaria,,,2734,0,72,135,92,37.9722,20.2519,29.7174
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Jema'A,North West,Kaduna,Jema'A,,,1821,0,52,92,64,35.0192,19.7935,28.4531
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,1656,0,48,86,60,34.5,19.2558,27.6
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,2009,0,52,101,69,38.6346,19.8911,29.1159
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Soba,North West,Kaduna,Soba,,,1894,0,52,95,65,36.4231,19.9368,29.1385
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Zaria,North West,Kaduna,Zaria,,,2470,0,64,122,84,38.5938,20.2459,29.4048
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Jema'A,North West,Kaduna,Jema'A,,,1046,3,36,53,37,29.0556,19.7358,28.2703
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Kaduna North,North West,Kaduna,Kaduna North,,,834,3,32,42,30,26.0625,19.8571,27.8
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Kaduna South,North West,Kaduna,Kaduna South,,,929,3,36,46,33,25.8056,20.1957,28.1515
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Soba,North West,Kaduna,Soba,,,1014,3,36,53,37,28.1667,19.1321,27.4054
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Zaria,North West,Kaduna,Zaria,,,1156,3,44,58,41,26.2727,19.931,28.1951
2019/2020,Female,all,Private,SSS,SSS2,,lga,Jema'A,North West,Kaduna,Jema'A,,,842,3,36,43,30,23.3889,19.5814,28.0667
2019/2020,Female,all,Private,SSS,SSS2,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,673,3,32,35,25,21.0312,19.2286,26.92
2019/2020,Female,all,Private,SSS,SSS2,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,747,3,36,38,26,20.75,19.6579,28.7308
2019/2020,Female,all,Private,SSS,SSS2,,lga,Soba,North West,Kaduna,Soba,,,820,3,36,43,31,22.7778,19.0698,26.4516
2019/2020,Female,all,Private,SSS,SSS2,,lga,Zaria,North West,Kaduna,Zaria,,,932,3,44,49,35,21.1818,19.0204,26.6286
2019/2020,Female,all,Private,SSS,SSS3,,lga,Jema'A,North West,Kaduna,Jema'A,,,656,3,40,36,28,16.4,18.2222,23.4286
2019/2020,Female,all,Private,SSS,SSS3,,lga,Kaduna North,North West,Kaduna,Kaduna North,,,523,3,28,30,22,18.6786,17.4333,23.7727
2019/2020,Female,all,Private,SSS,SSS3,,lga,Kaduna South,North West,Kaduna,Kaduna South,,,582,3,36,32,24,16.1667,18.1875,24.25
2019/2020,Female,all,Private,SSS,SSS3,,lga,Soba,North West,Kaduna,Soba,,,634,3,36,34,24,17.6111,18.6471,26.4167
2019/2020,Female,all,Private,SSS,SSS3,,lga,Zaria,North West,Kaduna,Zaria,,,723,3,44,39,28,16.4318,18.5385,25.8214
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Jema'A,North West,Kaduna,Jema'A,,,37,0,20,12,12,1.85,3.0833,3.0833
