session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Alimosho,South West,Lagos,Alimosho,,,479,0,20,57,24,23.95,8.4035,19.9583,14.86,54.72,3.14,4.51,11.44,7.57,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ikeja,South West,Lagos,Ikeja,,,462,0,24,58,24,19.25,7.9655,19.25,14.93,55.68,3.82,5.61,13.76,9.11,9.13
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kosofe,South West,Lagos,Kosofe,,,473,0,20,57,24,23.65,8.2982,19.7083,14.88,54.72,3.15,4.57,11.45,7.58,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Lagos Island,South West,Lagos,Lagos Island,,,347,0,16,46,18,21.6875,7.5435,19.2778,14.92,44.16,2.54,3.73,9.17,6.07,6.09
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Surulere,South West,Lagos,Surulere,,,504,0,28,64,27,18.0,7.875,18.6667,14.98,61.44,4.5,6.75,16.09,10.66,10.67
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Alimosho,South West,Lagos,Alimosho,,,373,0,20,47,19,18.65,7.9362,19.6316,14.89,45.12,3.16,4.58,11.45,7.58,7.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ikeja,South West,Lagos,Ikeja,,,362,0,24,46,17,15.0833,7.8696,21.2941,14.75,44.16,3.69,5.07,13.66,9.04,9.09
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kosofe,South West,Lagos,Kosofe,,,367,0,20,48,21,18.35,7.6458,17.4762,15.12,46.08,3.29,5.15,11.55,7.66,7.65
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Lagos Island,South West,Lagos,Lagos Island,,,272,0,16,37,14,17.0,7.3514,19.4286,14.91,35.52,2.54,3.71,9.17,6.07,6.08
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Surulere,South West,Lagos,Surulere,,,392,0,28,51,21,14.0,7.6863,18.6667,14.98,48.96,4.5,6.75,16.09,10.66,10.67
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Alimosho,South West,Lagos,Alimosho,,,203,0,24,28,9,8.4583,7.25,22.5556,14.65,26.88,3.62,4.79,13.61,9,9.07
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ikeja,South West,Lagos,Ikeja,,,195,0,24,29,10,8.125,6.7241,19.5,14.9,27.84,3.8,5.54,13.75,9.1,9.13
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kosofe,South West,Lagos,Kosofe,,,201,0,20,27,9,10.05,7.4444,22.3333,14.67,25.92,3.02,4.03,11.35,7.5,7.56
