session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bungudu,North West,Zamfara,Bungudu,,,308,0,12,33,22,25.6667,9.3333,14.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Gusau,North West,Zamfara,Gusau,,,384,0,16,39,26,24.0,9.8462,14.7692
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,298,0,16,33,22,18.625,9.0303,13.5455
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Maru,North West,Zamfara,Maru,,,335,0,16,35,23,20.9375,9.5714,14.5652
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,334,0,12,34,22,27.8333,9.8235,15.1818
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Bungudu,North West,Zamfara,Bungudu,,,239,0,12,27,19,19.9167,8.8519,12.5789
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Gusau,North West,Zamfara,Gusau,,,299,0,16,31,21,18.6875,9.6452,14.2381
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,232,0,16,26,18,14.5,8.9231,12.8889
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Maru,North West,Zamfara,Maru,,,260,0,12,28,19,21.6667,9.2857,13.6842
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,258,0,12,27,18,21.5,9.5556,14.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Bungudu,North West,Zamfara,Bungudu,,,131,0,12,19,14,10.9167,6.8947,9.3571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Gusau,North West,Zamfara,Gusau,,,164,0,16,20,14,10.25,8.2,11.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,127,0,16,17,13,7.9375,7.4706,9.7692
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Maru,North West,Zamfara,Maru,,,143,0,12,19,14,11.9167,7.5263,10.2143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,141,0,12,18,12,11.75,7.8333,11.75
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Bungudu,North West,Zamfara,Bungudu,,,852,0,24,37,26,35.5,23.027,32.7692
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Gusau,North West,Zamfara,Gusau,,,1009,0,28,44,30,36.0357,22.9318,33.6333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,955,0,28,42,27,34.1071,22.7381,35.3704
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Maru,North West,Zamfara,Maru,,,789,0,24,35,23,32.875,22.5429,34.3043
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,959,0,32,42,29,29.9688,22.8333,33.069
2019/2020,Female,all,Private,JSS,JSS2,,lga,Bungudu,North West,Zamfara,Bungudu,,,701,0,20,32,22,35.05,21.9062,31.8636
2019/2020,Female,all,Private,JSS,JSS2,,lga,Gusau,North West,Zamfara,Gusau,,,825,0,28,38,24,29.4643,21.7105,34.375
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,782,0,28,34,23,27.9286,23.0,34.0
2019/2020,Female,all,Private,JSS,JSS2,,lga,Maru,North West,Zamfara,Maru,,,643,0,24,29,20,26.7917,22.1724,32.15
2019/2020,Female,all,Private,JSS,JSS2,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,783,0,28,35,23,27.9643,22.3714,34.0435
2019/2020,Female,all,Private,JSS,JSS3,,lga,Bungudu,North West,Zamfara,Bungudu,,,560,0,28,26,16,20.0,21.5385,35.0
2019/2020,Female,all,Private,JSS,JSS3,,lga,Gusau,North West,Zamfara,Gusau,,,661,0,32,30,21,20.6562,22.0333,31.4762
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,625,0,32,29,21,19.5312,21.5517,29.7619
2019/2020,Female,all,Private,JSS,JSS3,,lga,Maru,North West,Zamfara,Maru,,,515,0,20,25,17,25.75,20.6,30.2941
2019/2020,Female,all,Private,JSS,JSS3,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,627,0,28,29,18,22.3929,21.6207,34.8333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bungudu,North West,Zamfara,Bungudu,,,2442,0,40,115,74,61.05,21.2348,33.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Gusau,North West,Zamfara,Gusau,,,3327,0,52,152,96,63.9808,21.8882,34.6562
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,2581,0,44,119,76,58.6591,21.6891,33.9605
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Maru,North West,Zamfara,Maru,,,2272,0,40,107,68,56.8,21.2336,33.4118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,3224,0,60,157,99,53.7333,20.535,32.5657
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Bungudu,North West,Zamfara,Bungudu,,,2168,0,40,103,66,54.2,21.0485,32.8485
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Gusau,North West,Zamfara,Gusau,,,2953,0,56,137,86,52.7321,21.5547,34.3372
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,2294,0,44,107,67,52.1364,21.4393,34.2388
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Maru,North West,Zamfara,Maru,,,2018,0,36,97,63,56.0556,20.8041,32.0317
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,2862,0,60,138,87,47.7,20.7391,32.8966
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Bungudu,North West,Zamfara,Bungudu,,,1949,0,40,93,59,48.725,20.957,33.0339
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Gusau,North West,Zamfara,Gusau,,,2654,0,52,123,78,51.0385,21.5772,34.0256
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,2061,0,44,95,60,46.8409,21.6947,34.35
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Maru,North West,Zamfara,Maru,,,1814,0,40,88,56,45.35,20.6136,32.3929
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,2575,0,60,125,79,42.9167,20.6,32.5949
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Bungudu,North West,Zamfara,Bungudu,,,1780,0,40,86,56,44.5,20.6977,31.7857
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Gusau,North West,Zamfara,Gusau,,,2428,0,52,114,73,46.6923,21.2982,33.2603
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1883,0,40,88,57,47.075,21.3977,33.0351
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Maru,North West,Zamfara,Maru,,,1659,0,36,80,52,46.0833,20.7375,31.9038
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,2351,0,52,115,72,45.2115,20.4435,32.6528
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Bungudu,North West,Zamfara,Bungudu,,,1667,0,40,81,52,41.675,20.5802,32.0577
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Gusau,North West,Zamfara,Gusau,,,2273,0,56,106,67,40.5893,21.4434,33.9254
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1767,0,40,82,53,44.175,21.5488,33.3396
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Maru,North West,Zamfara,Maru,,,1551,0,40,76,48,38.775,20.4079,32.3125
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,2202,0,56,108,68,39.3214,20.3889,32.3824
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Bungudu,North West,Zamfara,Bungudu,,,1509,0,40,73,47,37.725,20.6712,32.1064
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Gusau,North West,Zamfara,Gusau,,,2053,0,56,98,63,36.6607,20.949,32.5873
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,1597,0,44,76,48,36.2955,21.0132,33.2708
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Maru,North West,Zamfara,Maru,,,1406,0,36,69,45,39.0556,20.3768,31.2444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,1994,0,52,99,63,38.3462,20.1414,31.6508
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Bungudu,North West,Zamfara,Bungudu,,,702,3,24,35,23,29.25,20.0571,30.5217
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Gusau,North West,Zamfara,Gusau,,,946,3,36,49,33,26.2778,19.3061,28.6667
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,870,3,32,43,29,27.1875,20.2326,30.0
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Maru,North West,Zamfara,Maru,,,794,3,32,41,27,24.8125,19.3659,29.4074
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,902,3,36,44,30,25.0556,20.5,30.0667
2019/2020,Female,all,Private,SSS,SSS2,,lga,Bungudu,North West,Zamfara,Bungudu,,,567,3,24,29,19,23.625,19.5517,29.8421
2019/2020,Female,all,Private,SSS,SSS2,,lga,Gusau,North West,Zamfara,Gusau,,,762,3,32,40,26,23.8125,19.05,29.3077
2019/2020,Female,all,Private,SSS,SSS2,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,704,3,32,36,22,22.0,19.5556,32.0
2019/2020,Female,all,Private,SSS,SSS2,,lga,Maru,North West,Zamfara,Maru,,,643,3,32,33,22,20.0938,19.4848,29.2273
2019/2020,Female,all,Private,SSS,SSS2,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,724,3,32,37,25,22.625,19.5676,28.96
2019/2020,Female,all,Private,SSS,SSS3,,lga,Bungudu,North West,Zamfara,Bungudu,,,439,3,24,23,16,18.2917,19.087,27.4375
2019/2020,Female,all,Private,SSS,SSS3,,lga,Gusau,North West,Zamfara,Gusau,,,591,3,32,32,22,18.4688,18.4688,26.8636
2019/2020,Female,all,Private,SSS,SSS3,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,546,3,32,29,21,17.0625,18.8276,26.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Maru,North West,Zamfara,Maru,,,495,3,32,26,18,15.4688,19.0385,27.5
2019/2020,Female,all,Private,SSS,SSS3,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,563,3,32,30,18,17.5938,18.7667,31.2778
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Bungudu,North West,Zamfara,Bungudu,,,30,0,16,12,12,1.875,2.5,2.5
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Gusau,North West,Zamfara,Gusau,,,37,0,20,12,12,1.85,3.0833,3.0833
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,34,0,20,13,12,1.7,2.6154,2.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Maru,North West,Zamfara,Maru,,,28,0,16,12,12,1.75,2.3333,2.3333
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,36,0,20,12,12,1.8,3.0,3.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Bungudu,North West,Zamfara,Bungudu,,,25,0,20,12,12,1.25,2.0833,2.0833
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Gusau,North West,Zamfara,Gusau,,,31,0,20,12,12,1.55,2.5833,2.5833
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,29,0,20,13,12,1.45,2.2308,2.4167
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Maru,North West,Zamfara,Maru,,,24,0,16,12,12,1.5,2.0,2.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,31,0,20,12,12,1.55,2.5833,2.5833
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Bungudu,North West,Zamfara,Bungudu,,,19,0,16,12,12,1.1875,1.5833,1.5833
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Gusau,North West,Zamfara,Gusau,,,22,0,20,12,12,1.1,1.8333,1.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Kaura Namoda,North West,Zamfara,Kaura Namoda,,,22,0,20,12,12,1.1,1.8333,1.8333
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Maru,North West,Zamfara,Maru,,,18,0,16,12,12,1.125,1.5,1.5
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Talata Mafara,North West,Zamfara,Talata Mafara,,,22,0,20,12,12,1.1,1.8333,1.8333
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bungudu,North West,Zamfara,Bungudu,,,388,0,12,40,26,32.3333,9.7,14.9231
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Gusau,North West,Zamfara,Gusau,,,530,0,24,53,34,22.0833,10.0,15.5882
