session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Akure North,South West,Ondo,Akure North,,,297,0,16,35,13,18.5625,8.4857,22.8462
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Akure South,South West,Ondo,Akure South,,,311,0,16,35,13,19.4375,8.8857,23.9231
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Odigbo,South West,Ondo,Odigbo,,,298,0,12,34,13,24.8333,8.7647,22.9231
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ondo East,South West,Ondo,Ondo East,,,310,0,12,35,13,25.8333,8.8571,23.8462
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ondo West,South West,Ondo,Ondo West,,,278,0,16,34,13,17.375,8.1765,21.3846
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Akure North,South West,Ondo,Akure North,,,229,0,16,28,10,14.3125,8.1786,22.9
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Akure South,South West,Ondo,Akure South,,,241,0,16,29,10,15.0625,8.3103,24.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Odigbo,South West,Ondo,Odigbo,,,230,0,12,28,9,19.1667,8.2143,25.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ondo East,South West,Ondo,Ondo East,,,241,0,16,27,9,15.0625,8.9259,26.7778
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ondo West,South West,Ondo,Ondo West,,,214,0,16,26,9,13.375,8.2308,23.7778
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Akure North,South West,Ondo,Akure North,,,127,0,16,17,4,7.9375,7.4706,31.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Akure South,South West,Ondo,Akure South,,,131,0,16,17,4,8.1875,7.7059,32.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Odigbo,South West,Ondo,Odigbo,,,127,0,12,18,5,10.5833,7.0556,25.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ondo East,South West,Ondo,Ondo East,,,132,0,12,18,5,11.0,7.3333,26.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ondo West,South West,Ondo,Ondo West,,,120,0,12,17,4,10.0,7.0588,30.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Akure North,South West,Ondo,Akure North,,,990,0,28,47,20,35.3571,21.0638,49.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Akure South,South West,Ondo,Akure South,,,838,0,24,39,16,34.9167,21.4872,52.375
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Odigbo,South West,Ondo,Odigbo,,,1047,0,28,47,19,37.3929,22.2766,55.1053
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ondo East,South West,Ondo,Ondo East,,,734,0,20,36,14,36.7,20.3889,52.4286
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ondo West,South West,Ondo,Ondo West,,,1011,0,32,46,17,31.5938,21.9783,59.4706
2019/2020,Female,all,Private,JSS,JSS2,,lga,Akure North,South West,Ondo,Akure North,,,812,0,28,39,14,29.0,20.8205,58.0
2019/2020,Female,all,Private,JSS,JSS2,,lga,Akure South,South West,Ondo,Akure South,,,682,0,24,34,12,28.4167,20.0588,56.8333
2019/2020,Female,all,Private,JSS,JSS2,,lga,Odigbo,South West,Ondo,Odigbo,,,859,0,28,40,16,30.6786,21.475,53.6875
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ondo East,South West,Ondo,Ondo East,,,599,0,20,30,10,29.95,19.9667,59.9
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ondo West,South West,Ondo,Ondo West,,,830,0,28,39,16,29.6429,21.2821,51.875
2019/2020,Female,all,Private,JSS,JSS3,,lga,Akure North,South West,Ondo,Akure North,,,647,0,28,33,13,23.1071,19.6061,49.7692
2019/2020,Female,all,Private,JSS,JSS3,,lga,Akure South,South West,Ondo,Akure South,,,545,0,24,28,10,22.7083,19.4643,54.5
2019/2020,Female,all,Private,JSS,JSS3,,lga,Odigbo,South West,Ondo,Odigbo,,,683,0,32,33,11,21.3438,20.697,62.0909
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ondo East,South West,Ondo,Ondo East,,,476,0,20,26,8,23.8,18.3077,59.5
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ondo West,South West,Ondo,Ondo West,,,659,0,28,33,12,23.5357,19.9697,54.9167
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure North,South West,Ondo,Akure North,,,3281,0,56,166,72,58.5893,19.7651,45.5694
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Akure South,South West,Ondo,Akure South,,,2986,0,52,148,62,57.4231,20.1757,48.1613
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Odigbo,South West,Ondo,Odigbo,,,2524,0,44,129,56,57.3636,19.5659,45.0714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ondo East,South West,Ondo,Ondo East,,,2435,0,44,125,52,55.3409,19.48,46.8269
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ondo West,South West,Ondo,Ondo West,,,2770,0,52,145,61,53.2692,19.1034,45.4098
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Akure North,South West,Ondo,Akure North,,,2914,0,56,148,62,52.0357,19.6892,47.0
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Akure South,South West,Ondo,Akure South,,,2652,0,48,133,57,55.25,19.9398,46.5263
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Odigbo,South West,Ondo,Odigbo,,,2242,0,44,115,48,50.9545,19.4957,46.7083
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ondo East,South West,Ondo,Ondo East,,,2164,0,44,113,47,49.1818,19.1504,46.0426
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ondo West,South West,Ondo,Ondo West,,,2460,0,44,128,54,55.9091,19.2188,45.5556
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Akure North,South West,Ondo,Akure North,,,2621,0,60,134,56,43.6833,19.5597,46.8036
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Akure South,South West,Ondo,Akure South,,,2384,0,52,120,53,45.8462,19.8667,44.9811
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Odigbo,South West,Ondo,Odigbo,,,2017,0,44,103,43,45.8409,19.5825,46.907
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ondo East,South West,Ondo,Ondo East,,,1944,0,40,102,44,48.6,19.0588,44.1818
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ondo West,South West,Ondo,Ondo West,,,2212,0,44,116,49,50.2727,19.069,45.1429
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Akure North,South West,Ondo,Akure North,,,2393,0,60,123,52,39.8833,19.4553,46.0192
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Akure South,South West,Ondo,Akure South,,,2180,0,48,111,47,45.4167,19.6396,46.383
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Odigbo,South West,Ondo,Odigbo,,,1843,0,44,96,40,41.8864,19.1979,46.075
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ondo East,South West,Ondo,Ondo East,,,1779,0,44,93,40,40.4318,19.129,44.475
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Ondo West,South West,Ondo,Ondo West,,,2021,0,56,106,45,36.0893,19.066,44.9111
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Akure North,South West,Ondo,Akure North,,,2240,0,56,115,49,40.0,19.4783,45.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Akure South,South West,Ondo,Akure South,,,2041,0,48,103,44,42.5208,19.8155,46.3864
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Odigbo,South West,Ondo,Odigbo,,,1727,0,44,90,37,39.25,19.1889,46.6757
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ondo East,South West,Ondo,Ondo East,,,1665,0,40,87,35,41.625,19.1379,47.5714
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Ondo West,South West,Ondo,Ondo West,,,1892,0,44,101,42,43.0,18.7327,45.0476
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Akure North,South West,Ondo,Akure North,,,2027,0,60,106,45,33.7833,19.1226,45.0444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Akure South,South West,Ondo,Akure South,,,1846,0,48,94,39,38.4583,19.6383,47.3333
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Odigbo,South West,Ondo,Odigbo,,,1561,0,44,82,34,35.4773,19.0366,45.9118
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ondo East,South West,Ondo,Ondo East,,,1503,0,36,81,34,41.75,18.5556,44.2059
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Ondo West,South West,Ondo,Ondo West,,,1714,0,44,92,38,38.9545,18.6304,45.1053
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Akure North,South West,Ondo,Akure North,,,846,3,28,46,18,30.2143,18.3913,47.0
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Akure South,South West,Ondo,Akure South,,,857,3,28,46,20,30.6071,18.6304,42.85
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Odigbo,South West,Ondo,Odigbo,,,822,3,32,45,19,25.6875,18.2667,43.2632
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ondo East,South West,Ondo,Ondo East,,,819,3,32,45,18,25.5938,18.2,45.5
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Ondo West,South West,Ondo,Ondo West,,,834,3,36,45,18,23.1667,18.5333,46.3333
2019/2020,Female,all,Private,SSS,SSS2,,lga,Akure North,South West,Ondo,Akure North,,,688,3,28,39,15,24.5714,17.641,45.8667
