session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ankpa,North Central,Kogi,Ankpa,,,327,0,16,50,14,20.4375,6.54,23.3571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Idah,North Central,Kogi,Idah,,,298,0,16,43,12,18.625,6.9302,24.8333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,260,0,12,41,11,21.6667,6.3415,23.6364
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Lokoja,North Central,Kogi,Lokoja,,,357,0,16,52,16,22.3125,6.8654,22.3125
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Okene,North Central,Kogi,Okene,,,350,0,16,53,16,21.875,6.6038,21.875
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ankpa,North Central,Kogi,Ankpa,,,254,0,16,41,11,15.875,6.1951,23.0909
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Idah,North Central,Kogi,Idah,,,232,0,12,36,9,19.3333,6.4444,25.7778
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,201,0,16,33,9,12.5625,6.0909,22.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Lokoja,North Central,Kogi,Lokoja,,,279,0,16,41,12,17.4375,6.8049,23.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Okene,North Central,Kogi,Okene,,,272,0,16,42,12,17.0,6.4762,22.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ankpa,North Central,Kogi,Ankpa,,,139,0,16,25,7,8.6875,5.56,19.8571
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Idah,North Central,Kogi,Idah,,,129,0,16,22,6,8.0625,5.8636,21.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,111,0,16,21,6,6.9375,5.2857,18.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Lokoja,North Central,Kogi,Lokoja,,,152,0,16,26,7,9.5,5.8462,21.7143
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Okene,North Central,Kogi,Okene,,,148,0,16,26,7,9.25,5.6923,21.1429
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ankpa,North Central,Kogi,Ankpa,,,1018,0,28,62,20,36.3571,16.4194,50.9
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Idah,North Central,Kogi,Idah,,,1103,0,28,67,19,39.3929,16.4627,58.0526
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,872,0,24,54,16,36.3333,16.1481,54.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Lokoja,North Central,Kogi,Lokoja,,,1158,0,32,71,21,36.1875,16.3099,55.1429
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Okene,North Central,Kogi,Okene,,,1173,0,32,72,23,36.6562,16.2917,51.0
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ankpa,North Central,Kogi,Ankpa,,,832,0,28,53,15,29.7143,15.6981,55.4667
2019/2020,Female,all,Private,JSS,JSS2,,lga,Idah,North Central,Kogi,Idah,,,903,0,28,55,17,32.25,16.4182,53.1176
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,716,0,24,46,13,29.8333,15.5652,55.0769
2019/2020,Female,all,Private,JSS,JSS2,,lga,Lokoja,North Central,Kogi,Lokoja,,,950,0,32,61,20,29.6875,15.5738,47.5
2019/2020,Female,all,Private,JSS,JSS2,,lga,Okene,North Central,Kogi,Okene,,,961,0,32,61,18,30.0312,15.7541,53.3889
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ankpa,North Central,Kogi,Ankpa,,,662,0,28,42,12,23.6429,15.7619,55.1667
2019/2020,Female,all,Private,JSS,JSS3,,lga,Idah,North Central,Kogi,Idah,,,719,0,32,45,13,22.4688,15.9778,55.3077
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,571,0,24,37,11,23.7917,15.4324,51.9091
2019/2020,Female,all,Private,JSS,JSS3,,lga,Lokoja,North Central,Kogi,Lokoja,,,757,0,28,47,14,27.0357,16.1064,54.0714
2019/2020,Female,all,Private,JSS,JSS3,,lga,Okene,North Central,Kogi,Okene,,,766,0,32,48,14,23.9375,15.9583,54.7143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ankpa,North Central,Kogi,Ankpa,,,2561,0,40,172,56,64.025,14.8895,45.7321
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Idah,North Central,Kogi,Idah,,,3011,0,52,203,70,57.9038,14.8325,43.0143
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,2458,0,36,170,56,68.2778,14.4588,43.8929
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Lokoja,North Central,Kogi,Lokoja,,,3178,0,48,216,72,66.2083,14.713,44.1389
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Okene,North Central,Kogi,Okene,,,3035,0,48,209,71,63.2292,14.5215,42.7465
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ankpa,North Central,Kogi,Ankpa,,,2273,0,40,154,51,56.825,14.7597,44.5686
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Idah,North Central,Kogi,Idah,,,2674,0,44,180,59,60.7727,14.8556,45.322
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,2187,0,44,153,50,49.7045,14.2941,43.74
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Lokoja,North Central,Kogi,Lokoja,,,2820,0,52,193,65,54.2308,14.6114,43.3846
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Okene,North Central,Kogi,Okene,,,2696,0,48,185,62,56.1667,14.573,43.4839
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Ankpa,North Central,Kogi,Ankpa,,,2046,0,40,140,46,51.15,14.6143,44.4783
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Idah,North Central,Kogi,Idah,,,2404,0,48,162,53,50.0833,14.8395,45.3585
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Kabba/Bunu,North Central,Kogi,Kabba/Bunu,,,1964,0,40,137,45,49.1,14.3358,43.6444
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Lokoja,North Central,Kogi,Lokoja,,,2537,0,48,173,58,52.8542,14.6647,43.7414
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Okene,North Central,Kogi,Okene,,,2423,0,52,168,56,46.5962,14.4226,43.2679
