session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,259,0,12,28,21,21.5833,9.25,12.3333,15.97,26.88,2.29,4.38,7.16,4.77,4.69
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Doma,North Central,Nasarawa,Doma,,,216,0,12,24,18,18.0,9.0,12.0,16.06,23.04,2.31,4.5,7.18,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Keffi,North Central,Nasarawa,Keffi,,,291,0,12,30,24,24.25,9.7,12.125,16.03,28.8,2.3,4.45,7.18,4.78,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Lafia,North Central,Nasarawa,Lafia,,,284,0,12,31,24,23.6667,9.1613,11.8333,16.1,29.76,2.33,4.56,7.2,4.8,4.71
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,320,0,16,33,25,20.0,9.697,12.8,15.87,31.68,3,5.63,9.51,6.34,6.24
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Akwanga,North Central,Nasarawa,Akwanga,,,200,0,12,24,18,16.6667,8.3333,11.1111,16.3,23.04,2.4,4.86,7.25,4.84,4.73
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Doma,North Central,Nasarawa,Doma,,,167,0,12,21,15,13.9167,7.9524,11.1333,16.29,20.16,2.4,4.85,7.25,4.84,4.73
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Keffi,North Central,Nasarawa,Keffi,,,228,0,12,25,19,19.0,9.12,12.0,16.06,24,2.31,4.5,7.18,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Lafia,North Central,Nasarawa,Lafia,,,221,0,12,25,19,18.4167,8.84,11.6316,16.15,24,2.35,4.64,7.21,4.81,4.71
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Nasarawa,North Central,Nasarawa,Nasarawa,,,249,0,16,27,20,15.5625,9.2222,12.45,15.95,25.92,3.03,5.78,9.54,6.36,6.25
