session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Abi,South South,Cross River,Abi,,,291,0,12,40,13,24.25,7.275,22.3846,14.66,38.4,1.81,2.41,6.81,4.5,4.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bekwarra,South South,Cross River,Bekwarra,,,277,0,12,37,12,23.0833,7.4865,23.0833,14.62,35.52,1.8,2.34,6.8,4.49,4.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,271,0,12,38,12,22.5833,7.1316,22.5833,14.65,36.48,1.81,2.39,6.8,4.5,4.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Calabar South,South South,Cross River,Calabar South,,,258,0,12,35,11,21.5,7.3714,23.4545,14.59,33.6,1.79,2.3,6.79,4.49,4.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ogoja,South South,Cross River,Ogoja,,,245,0,12,35,12,20.4167,7.0,20.4167,14.82,33.6,1.87,2.64,6.85,4.53,4.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Abi,South South,Cross River,Abi,,,225,0,12,31,11,18.75,7.2581,20.4545,14.82,29.76,1.87,2.64,6.85,4.53,4.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Bekwarra,South South,Cross River,Bekwarra,,,218,0,12,30,10,18.1667,7.2667,21.8,14.71,28.8,1.83,2.48,6.82,4.51,4.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,210,0,12,30,10,17.5,7.0,21.0,14.77,28.8,1.85,2.57,6.84,4.52,4.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Calabar South,South South,Cross River,Calabar South,,,200,0,12,29,10,16.6667,6.8966,20.0,14.86,27.84,1.88,2.7,6.86,4.54,4.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ogoja,South South,Cross River,Ogoja,,,193,0,12,28,9,16.0833,6.8929,21.4444,14.73,26.88,1.84,2.52,6.83,4.52,4.54
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Abi,South South,Cross River,Abi,,,122,0,12,19,6,10.1667,6.4211,20.3333,14.83,18.24,1.87,2.66,6.85,4.54,4.55
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Bekwarra,South South,Cross River,Bekwarra,,,119,0,12,19,6,9.9167,6.2632,19.8333,14.87,18.24,1.89,2.72,6.86,4.54,4.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Calabar Municipal,South South,Cross River,Calabar Municipal,,,116,0,12,19,5,9.6667,6.1053,23.2,14.61,18.24,1.79,2.33,6.79,4.49,4.53
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Calabar South,South South,Cross River,Calabar South,,,108,0,8,18,4,13.5,6.0,27.0,14.39,17.28,1.14,1.33,4.49,2.96,3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ogoja,South South,Cross River,Ogoja,,,105,0,12,19,6,8.75,5.5263,17.5,15.11,18.24,1.98,3.09,6.93,4.59,4.59
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Abi,South South,Cross River,Abi,,,951,0,28,51,19,33.9643,18.6471,50.0526,8.59,29.53,6.34,2.52,10.31,6.37,6.53
