session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Brass,South South,Bayelsa,Brass,,,231,0,12,26,19,19.25,8.8846,12.1579,16.02,24.96,2.3,4.44,7.17,4.78,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,247,0,12,25,18,20.5833,9.88,13.7222,15.68,24,2.18,3.94,7.08,4.71,4.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Nembe,South South,Bayelsa,Nembe,,,245,0,12,25,18,20.4167,9.8,13.6111,15.7,24,2.19,3.97,7.09,4.72,4.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ogbia,South South,Bayelsa,Ogbia,,,233,0,12,25,19,19.4167,9.32,12.2632,15.99,24,2.29,4.4,7.17,4.78,4.69
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,239,0,12,25,18,19.9167,9.56,13.2778,15.77,24,2.21,4.07,7.11,4.73,4.67
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Brass,South South,Bayelsa,Brass,,,179,0,12,21,15,14.9167,8.5238,11.9333,16.07,20.16,2.32,4.53,7.19,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,191,0,12,22,16,15.9167,8.6818,11.9375,16.07,21.12,2.32,4.52,7.19,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Nembe,South South,Bayelsa,Nembe,,,191,0,12,22,16,15.9167,8.6818,11.9375,16.07,21.12,2.32,4.52,7.19,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ogbia,South South,Bayelsa,Ogbia,,,183,0,12,21,15,15.25,8.7143,12.2,16.01,20.16,2.3,4.43,7.17,4.78,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,187,0,12,21,16,15.5833,8.9048,11.6875,16.14,20.16,2.34,4.62,7.21,4.81,4.71
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Brass,South South,Bayelsa,Brass,,,99,0,12,14,12,8.25,7.0714,8.25,17.42,13.44,2.81,6.55,7.55,5.07,4.86
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,105,0,12,14,12,8.75,7.5,8.75,17.17,13.44,2.72,6.17,7.49,5.02,4.83
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Nembe,South South,Bayelsa,Nembe,,,106,0,12,14,12,8.8333,7.5714,8.8333,17.13,13.44,2.7,6.11,7.47,5.01,4.83
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ogbia,South South,Bayelsa,Ogbia,,,100,0,12,14,12,8.3333,7.1429,8.3333,17.38,13.44,2.79,6.48,7.54,5.06,4.86
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,101,0,12,14,12,8.4167,7.2143,8.4167,17.33,13.44,2.77,6.42,7.53,5.06,4.85
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Brass,South South,Bayelsa,Brass,,,714,0,20,31,23,35.7,23.0323,31.0435,7.61,14.71,4.65,2.9,6.58,3.98,4.01
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,775,0,16,32,24,48.4375,24.2188,32.2917,7.79,15.7,3.72,2.23,5.37,3.26,3.29
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Nembe,South South,Bayelsa,Nembe,,,768,0,24,32,24,32.0,24.0,32.0,7.16,14.2,5.51,3.38,7.53,4.51,4.54
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ogbia,South South,Bayelsa,Ogbia,,,784,0,24,33,25,32.6667,23.7576,31.36,7.27,14.86,5.54,3.44,7.62,4.57,4.6
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,756,0,20,32,22,37.8,23.625,34.3636,7.43,15.01,4.58,2.62,6.48,3.9,3.95
2019/2020,Female,all,Private,JSS,JSS2,,lga,Brass,South South,Bayelsa,Brass,,,581,0,20,25,18,29.05,23.24,32.2778,7.22,11.22,4.59,2.79,6.32,3.79,3.82
2019/2020,Female,all,Private,JSS,JSS2,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,641,0,20,27,19,32.05,23.7407,33.7368,7.17,12.12,4.56,2.67,6.3,3.77,3.81
2019/2020,Female,all,Private,JSS,JSS2,,lga,Nembe,South South,Bayelsa,Nembe,,,629,0,20,27,20,31.45,23.2963,31.45,7.34,12.3,4.62,2.86,6.4,3.84,3.87
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ogbia,South South,Bayelsa,Ogbia,,,641,0,20,28,20,32.05,22.8929,32.05,7.45,13.03,4.62,2.81,6.48,3.9,3.94
2019/2020,Female,all,Private,JSS,JSS2,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,616,0,20,28,22,30.8,22.0,28.0,7.81,13.44,4.74,3.21,6.69,4.06,4.07
2019/2020,Female,all,Private,JSS,JSS3,,lga,Brass,South South,Bayelsa,Brass,,,464,0,20,22,16,23.2,21.0909,29.0,7.68,10.42,4.7,3.1,6.61,4,4.02
2019/2020,Female,all,Private,JSS,JSS3,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,509,0,24,22,16,21.2083,23.1364,31.8125,7.08,9.63,5.5,3.39,7.47,4.46,4.49
2019/2020,Female,all,Private,JSS,JSS3,,lga,Nembe,South South,Bayelsa,Nembe,,,500,0,24,23,17,20.8333,21.7391,29.4118,7.49,10.59,5.61,3.67,7.78,4.69,4.71
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ogbia,South South,Bayelsa,Ogbia,,,513,0,24,24,18,21.375,21.375,28.5,7.61,11.21,5.65,3.79,7.87,4.76,4.77
2019/2020,Female,all,Private,JSS,JSS3,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,491,0,20,22,16,24.55,22.3182,30.6875,7.32,9.95,4.63,2.93,6.38,3.83,3.85
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Brass,South South,Bayelsa,Brass,,,1727,0,32,77,51,53.9688,22.4286,33.8627,8.52,42.22,4.44,4.25,11.57,7.13,7.23
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,2156,0,40,91,60,53.9,23.6923,35.9333,8.06,47.21,5.4,5.01,13.86,8.47,8.59
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Nembe,South South,Bayelsa,Nembe,,,1701,0,24,75,51,70.875,22.68,33.3529,9.21,44.86,3.42,3.24,9.25,5.77,5.85
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Ogbia,South South,Bayelsa,Ogbia,,,2123,0,32,93,62,66.3438,22.828,34.2419,8.93,53.88,4.5,4.21,12.03,7.47,7.58
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,2277,0,40,97,65,56.925,23.4742,35.0308,8.28,51.73,5.47,5.14,14.15,8.69,8.81
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Brass,South South,Bayelsa,Brass,,,1536,0,32,70,48,48.0,21.9429,32.0,8.47,37.8,4.48,4.5,11.49,7.08,7.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Kolokuma/Opokuma,South South,Bayelsa,Kolokuma/Opokuma,,,1917,0,32,80,54,59.9062,23.9625,35.5,8.25,42.54,4.36,4.06,11.29,6.92,7.02
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Nembe,South South,Bayelsa,Nembe,,,1511,0,28,65,44,53.9643,23.2462,34.3409,8.24,34.39,3.84,3.67,9.86,6.05,6.13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Ogbia,South South,Bayelsa,Ogbia,,,1884,0,32,83,56,58.875,22.6988,33.6429,8.66,46.31,4.47,4.28,11.72,7.25,7.34
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Yenegoa,South South,Bayelsa,Yenegoa,,,2024,0,36,87,58,56.2222,23.2644,34.8966,8.32,46.62,4.93,4.64,12.78,7.85,7.96
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Brass,South South,Bayelsa,Brass,,,1377,0,32,64,42,43.0312,21.5156,32.7857,8.35,34.14,4.44,4.39,11.37,6.99,7.07
