session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,324,0,16,49,29,20.25,6.6122,11.1724,16.28,47.04,3.19,6.44,9.66,6.45,6.3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Okigwe,South East,Imo,Okigwe,,,316,0,12,47,28,26.3333,6.7234,11.2857,16.25,45.12,2.38,4.78,7.24,4.83,4.72
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Orlu,South East,Imo,Orlu,,,314,0,16,47,28,19.625,6.6809,11.2143,16.27,45.12,3.19,6.42,9.65,6.45,6.3
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Owerri North,South East,Imo,Owerri North,,,288,0,16,44,27,18.0,6.5455,10.6667,16.43,42.24,3.27,6.75,9.71,6.49,6.33
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Owerri West,South East,Imo,Owerri West,,,298,0,12,47,28,24.8333,6.3404,10.6429,16.44,45.12,2.45,5.07,7.29,4.87,4.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,252,0,16,39,24,15.75,6.4615,10.5,16.48,37.44,3.29,6.86,9.73,6.51,6.34
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Okigwe,South East,Imo,Okigwe,,,244,0,12,38,24,20.3333,6.4211,10.1667,16.6,36.48,2.51,5.31,7.33,4.9,4.77
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Orlu,South East,Imo,Orlu,,,242,0,16,38,23,15.125,6.3684,10.5217,16.48,36.48,3.29,6.84,9.73,6.5,6.34
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Owerri North,South East,Imo,Owerri North,,,224,0,16,35,22,14.0,6.4,10.1818,16.59,33.6,3.34,7.07,9.77,6.54,6.35
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Owerri West,South East,Imo,Owerri West,,,231,0,12,37,23,19.25,6.2432,10.0435,16.64,35.52,2.52,5.38,7.34,4.91,4.77
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,138,0,16,25,17,8.625,5.52,8.1176,17.49,24,3.77,8.87,10.1,6.78,6.5
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Okigwe,South East,Imo,Okigwe,,,135,0,12,23,16,11.25,5.8696,8.4375,17.32,22.08,2.77,6.4,7.53,5.05,4.85
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Orlu,South East,Imo,Orlu,,,134,0,16,24,16,8.375,5.5833,8.375,17.35,23.04,3.71,8.6,10.05,6.75,6.48
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Owerri North,South East,Imo,Owerri North,,,123,0,12,22,16,10.25,5.5909,7.6875,17.74,21.12,2.92,7.02,7.64,5.14,4.9
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Owerri West,South East,Imo,Owerri West,,,127,0,12,23,16,10.5833,5.5217,7.9375,17.59,22.08,2.87,6.8,7.6,5.11,4.89
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,1125,0,32,68,41,35.1562,16.5441,27.439,10.26,44.75,7.99,5.25,13.4,8.49,8.56
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Okigwe,South East,Imo,Okigwe,,,933,0,24,60,37,38.875,15.55,25.2162,11.19,43.08,6.17,4.28,10.79,6.91,6.96
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Orlu,South East,Imo,Orlu,,,964,0,24,62,36,40.1667,15.5484,26.7778,11.2,44.91,6.12,4.03,10.82,6.93,6.99
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Owerri North,South East,Imo,Owerri North,,,978,0,28,61,36,34.9286,16.0328,27.1667,10.55,41.36,7.04,4.64,12,7.63,7.69
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Owerri West,South East,Imo,Owerri West,,,990,0,28,61,36,35.3571,16.2295,27.5,10.44,40.98,7.02,4.58,11.9,7.56,7.62
2019/2020,Female,all,Private,JSS,JSS2,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,921,0,32,56,33,28.7812,16.4464,27.9091,9.9,35.44,7.91,5.16,13.01,8.2,8.26
2019/2020,Female,all,Private,JSS,JSS2,,lga,Okigwe,South East,Imo,Okigwe,,,762,0,24,50,30,31.75,15.24,25.4,10.9,34.88,6.13,4.25,10.55,6.74,6.78
2019/2020,Female,all,Private,JSS,JSS2,,lga,Orlu,South East,Imo,Orlu,,,792,0,28,52,32,28.2857,15.2308,24.75,10.72,35.41,7.16,5.09,12.12,7.72,7.75
2019/2020,Female,all,Private,JSS,JSS2,,lga,Owerri North,South East,Imo,Owerri North,,,801,0,28,51,32,28.6071,15.7059,25.0312,10.44,33.76,7.11,5.03,11.86,7.53,7.56
2019/2020,Female,all,Private,JSS,JSS2,,lga,Owerri West,South East,Imo,Owerri West,,,814,0,28,51,31,29.0714,15.9608,26.2581,10.26,33.33,7.03,4.8,11.7,7.41,7.46
2019/2020,Female,all,Private,JSS,JSS3,,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,739,0,28,46,28,26.3929,16.0652,26.3929,10.02,29.29,6.99,4.77,11.48,7.25,7.29
2019/2020,Female,all,Private,JSS,JSS3,,lga,Okigwe,South East,Imo,Okigwe,,,610,0,28,41,25,21.7857,14.878,24.4,10.51,27.24,7.14,5.16,11.91,7.57,7.6
2019/2020,Female,all,Private,JSS,JSS3,,lga,Orlu,South East,Imo,Orlu,,,634,0,32,41,26,19.8125,15.4634,24.3846,10.04,25.81,8.09,5.91,13.09,8.27,8.28
2019/2020,Female,all,Private,JSS,JSS3,,lga,Owerri North,South East,Imo,Owerri North,,,639,0,28,42,24,22.8214,15.2143,26.625,10.26,27.5,7.02,4.73,11.71,7.42,7.47
2019/2020,Female,all,Private,JSS,JSS3,,lga,Owerri West,South East,Imo,Owerri West,,,647,0,28,42,26,23.1071,15.4048,24.8846,10.26,27.22,7.09,5.06,11.68,7.4,7.42
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Aboh-Mbaise,South East,Imo,Aboh-Mbaise,,,2092,0,40,151,88,52.3,13.8543,23.7727,13.46,132.67,6.99,7.57,21.08,13.81,13.92
