session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Bodinga,North West,Sokoto,Bodinga,,,362,0,12,38,13,30.1667,9.5263,27.8462
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Sokoto North,North West,Sokoto,Sokoto North,,,274,0,12,29,9,22.8333,9.4483,30.4444
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Sokoto South,North West,Sokoto,Sokoto South,,,307,0,12,32,11,25.5833,9.5938,27.9091
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Tambuwal,North West,Sokoto,Tambuwal,,,334,0,12,33,11,27.8333,10.1212,30.3636
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Wamakko,North West,Sokoto,Wamakko,,,317,0,16,33,11,19.8125,9.6061,28.8182
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Bodinga,North West,Sokoto,Bodinga,,,280,0,16,31,10,17.5,9.0323,28.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Sokoto North,North West,Sokoto,Sokoto North,,,210,0,12,23,7,17.5,9.1304,30.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Sokoto South,North West,Sokoto,Sokoto South,,,240,0,12,27,9,20.0,8.8889,26.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Tambuwal,North West,Sokoto,Tambuwal,,,259,0,12,27,8,21.5833,9.5926,32.375
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Wamakko,North West,Sokoto,Wamakko,,,246,0,16,27,9,15.375,9.1111,27.3333
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Bodinga,North West,Sokoto,Bodinga,,,154,0,12,21,6,12.8333,7.3333,25.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Sokoto North,North West,Sokoto,Sokoto North,,,116,0,12,15,3,9.6667,7.7333,38.6667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Sokoto South,North West,Sokoto,Sokoto South,,,131,0,12,17,5,10.9167,7.7059,26.2
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Tambuwal,North West,Sokoto,Tambuwal,,,142,0,12,17,5,11.8333,8.3529,28.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Wamakko,North West,Sokoto,Wamakko,,,135,0,12,18,5,11.25,7.5,27.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Bodinga,North West,Sokoto,Bodinga,,,1043,0,32,43,15,32.5938,24.2558,69.5333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Sokoto North,North West,Sokoto,Sokoto North,,,881,0,24,37,12,36.7083,23.8108,73.4167
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Sokoto South,North West,Sokoto,Sokoto South,,,898,0,28,39,12,32.0714,23.0256,74.8333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Tambuwal,North West,Sokoto,Tambuwal,,,1169,0,32,47,16,36.5312,24.8723,73.0625
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Wamakko,North West,Sokoto,Wamakko,,,940,0,28,39,14,33.5714,24.1026,67.1429
2019/2020,Female,all,Private,JSS,JSS2,,lga,Bodinga,North West,Sokoto,Bodinga,,,853,0,32,37,12,26.6562,23.0541,71.0833
2019/2020,Female,all,Private,JSS,JSS2,,lga,Sokoto North,North West,Sokoto,Sokoto North,,,725,0,24,31,12,30.2083,23.3871,60.4167
2019/2020,Female,all,Private,JSS,JSS2,,lga,Sokoto South,North West,Sokoto,Sokoto South,,,736,0,28,33,12,26.2857,22.303,61.3333
2019/2020,Female,all,Private,JSS,JSS2,,lga,Tambuwal,North West,Sokoto,Tambuwal,,,959,0,32,39,13,29.9688,24.5897,73.7692
2019/2020,Female,all,Private,JSS,JSS2,,lga,Wamakko,North West,Sokoto,Wamakko,,,772,0,28,34,11,27.5714,22.7059,70.1818
2019/2020,Female,all,Private,JSS,JSS3,,lga,Bodinga,North West,Sokoto,Bodinga,,,683,0,32,30,10,21.3438,22.7667,68.3
2019/2020,Female,all,Private,JSS,JSS3,,lga,Sokoto North,North West,Sokoto,Sokoto North,,,577,0,24,25,7,24.0417,23.08,82.4286
2019/2020,Female,all,Private,JSS,JSS3,,lga,Sokoto South,North West,Sokoto,Sokoto South,,,586,0,24,27,9,24.4167,21.7037,65.1111
2019/2020,Female,all,Private,JSS,JSS3,,lga,Tambuwal,North West,Sokoto,Tambuwal,,,768,0,32,32,11,24.0,24.0,69.8182
2019/2020,Female,all,Private,JSS,JSS3,,lga,Wamakko,North West,Sokoto,Wamakko,,,613,0,28,30,10,21.8929,20.4333,61.3
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Bodinga,North West,Sokoto,Bodinga,,,3847,0,64,167,63,60.1094,23.0359,61.0635
