session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ede North,South West,Osun,Ede North,,,277,0,12,44,31,23.0833,6.2955,8.9355
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ife Central,South West,Osun,Ife Central,,,295,0,12,46,32,24.5833,6.413,9.2188
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ilesha East,South West,Osun,Ilesha East,,,315,0,12,50,36,26.25,6.3,8.75
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Ilesha West,South West,Osun,Ilesha West,,,293,0,16,46,33,18.3125,6.3696,8.8788
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Osogbo,South West,Osun,Osogbo,,,273,0,12,43,30,22.75,6.3488,9.1
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ede North,South West,Osun,Ede North,,,213,0,12,35,26,17.75,6.0857,8.1923
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ife Central,South West,Osun,Ife Central,,,232,0,12,37,27,19.3333,6.2703,8.5926
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ilesha East,South West,Osun,Ilesha East,,,245,0,12,40,29,20.4167,6.125,8.4483
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Ilesha West,South West,Osun,Ilesha West,,,228,0,12,39,28,19.0,5.8462,8.1429
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Osogbo,South West,Osun,Osogbo,,,211,0,12,34,25,17.5833,6.2059,8.44
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ede North,South West,Osun,Ede North,,,117,0,12,21,16,9.75,5.5714,7.3125
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ife Central,South West,Osun,Ife Central,,,127,0,12,22,16,10.5833,5.7727,7.9375
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ilesha East,South West,Osun,Ilesha East,,,134,0,12,25,19,11.1667,5.36,7.0526
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Ilesha West,South West,Osun,Ilesha West,,,125,0,12,22,17,10.4167,5.6818,7.3529
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Osogbo,South West,Osun,Osogbo,,,116,0,12,22,16,9.6667,5.2727,7.25
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ede North,South West,Osun,Ede North,,,928,0,24,58,42,38.6667,16.0,22.0952
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ife Central,South West,Osun,Ife Central,,,721,0,20,46,33,36.05,15.6739,21.8485
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ilesha East,South West,Osun,Ilesha East,,,1160,0,32,72,51,36.25,16.1111,22.7451
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Ilesha West,South West,Osun,Ilesha West,,,842,0,20,53,36,42.1,15.8868,23.3889
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Osogbo,South West,Osun,Osogbo,,,910,0,24,58,40,37.9167,15.6897,22.75
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ede North,South West,Osun,Ede North,,,759,0,24,49,34,31.625,15.4898,22.3235
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ife Central,South West,Osun,Ife Central,,,588,0,20,38,27,29.4,15.4737,21.7778
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ilesha East,South West,Osun,Ilesha East,,,949,0,28,59,41,33.8929,16.0847,23.1463
2019/2020,Female,all,Private,JSS,JSS2,,lga,Ilesha West,South West,Osun,Ilesha West,,,696,0,20,46,33,34.8,15.1304,21.0909
2019/2020,Female,all,Private,JSS,JSS2,,lga,Osogbo,South West,Osun,Osogbo,,,745,0,24,49,35,31.0417,15.2041,21.2857
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ede North,South West,Osun,Ede North,,,610,0,24,40,28,25.4167,15.25,21.7857
2019/2020,Female,all,Private,JSS,JSS3,,lga,Ife Central,South West,Osun,Ife Central,,,471,0,20,33,24,23.55,14.2727,19.625
