session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Daura,North West,Katsina,Daura,,,338,0,12,48,29,28.1667,7.0417,11.6552,16.14,46.08,2.35,4.63,7.21,4.81,4.71
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,396,0,20,54,31,19.8,7.3333,12.7742,15.87,51.84,3.75,7.05,11.89,7.92,7.8
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Funtua,North West,Katsina,Funtua,,,311,0,12,43,26,25.9167,7.2326,11.9615,16.07,41.28,2.32,4.51,7.19,4.79,4.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Katsina,North West,Katsina,Katsina,,,343,0,16,46,27,21.4375,7.4565,12.7037,15.89,44.16,3.01,5.67,9.52,6.34,6.24
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Mashi,North West,Katsina,Mashi,,,371,0,16,48,28,23.1875,7.7292,13.25,15.77,46.08,2.95,5.43,9.48,6.31,6.22
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Daura,North West,Katsina,Daura,,,262,0,16,38,23,16.375,6.8947,11.3913,16.22,36.48,3.16,6.32,9.64,6.43,6.29
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,307,0,20,42,26,15.35,7.3095,11.8077,16.1,40.32,3.89,7.62,12,8,7.84
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Funtua,North West,Katsina,Funtua,,,242,0,16,35,22,15.125,6.9143,11.0,16.33,33.6,3.22,6.55,9.68,6.46,6.31
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Katsina,North West,Katsina,Katsina,,,266,0,16,38,23,16.625,7.0,11.5652,16.17,36.48,3.14,6.23,9.62,6.42,6.29
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Mashi,North West,Katsina,Mashi,,,288,0,16,38,23,18.0,7.5789,12.5217,15.93,36.48,3.03,5.75,9.53,6.35,6.25
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Daura,North West,Katsina,Daura,,,144,0,16,23,16,9.0,6.2609,9.0,17.06,22.08,3.57,8,9.94,6.66,6.43
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,170,0,16,26,18,10.625,6.5385,9.4444,16.87,24.96,3.48,7.62,9.87,6.61,6.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Funtua,North West,Katsina,Funtua,,,132,0,16,22,15,8.25,6.0,8.8,17.15,21.12,3.61,8.18,9.97,6.69,6.44
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Katsina,North West,Katsina,Katsina,,,146,0,16,22,15,9.125,6.6364,9.7333,16.75,21.12,3.42,7.4,9.83,6.58,6.38
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Mashi,North West,Katsina,Mashi,,,159,0,16,23,16,9.9375,6.913,9.9375,16.68,22.08,3.38,7.25,9.8,6.56,6.37
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Daura,North West,Katsina,Daura,,,1179,0,32,66,38,36.8438,17.8636,31.0263,9.54,40.69,7.75,4.64,12.67,7.95,8.03
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,1173,0,36,66,36,32.5833,17.7727,32.5833,9.29,39.71,8.63,4.97,13.96,8.72,8.83
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Funtua,North West,Katsina,Funtua,,,912,0,28,50,29,32.5714,18.24,31.4483,9.12,29.31,6.71,4.01,10.68,6.65,6.72
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Katsina,North West,Katsina,Katsina,,,981,0,28,55,32,35.0357,17.8364,30.6562,9.47,33.54,6.78,4.11,11.01,6.89,6.97
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Mashi,North West,Katsina,Mashi,,,996,0,28,55,31,35.5714,18.1091,32.129,9.32,33.16,6.73,3.92,10.88,6.8,6.88
2019/2020,Female,all,Private,JSS,JSS2,,lga,Daura,North West,Katsina,Daura,,,966,0,36,54,32,26.8333,17.8889,30.1875,8.99,30.98,8.65,5.37,13.55,8.42,8.5
2019/2020,Female,all,Private,JSS,JSS2,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,964,0,36,54,30,26.7778,17.8519,32.1333,8.94,31.03,8.58,5.04,13.51,8.39,8.49
2019/2020,Female,all,Private,JSS,JSS2,,lga,Funtua,North West,Katsina,Funtua,,,745,0,28,43,26,26.6071,17.3256,28.6538,9.3,25.43,6.82,4.4,10.81,6.75,6.81
2019/2020,Female,all,Private,JSS,JSS2,,lga,Katsina,North West,Katsina,Katsina,,,808,0,28,47,28,28.8571,17.1915,28.8571,9.49,28.47,6.84,4.37,11,6.89,6.95
2019/2020,Female,all,Private,JSS,JSS2,,lga,Mashi,North West,Katsina,Mashi,,,814,0,28,46,28,29.0714,17.6957,29.0714,9.25,27.11,6.8,4.33,10.78,6.73,6.78
2019/2020,Female,all,Private,JSS,JSS3,,lga,Daura,North West,Katsina,Daura,,,772,0,36,45,26,21.4444,17.1556,29.6923,9.03,25.86,8.68,5.46,13.59,8.45,8.52
2019/2020,Female,all,Private,JSS,JSS3,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,770,0,36,46,28,21.3889,16.7391,27.5,9.32,27.08,8.82,5.89,13.9,8.68,8.74
2019/2020,Female,all,Private,JSS,JSS3,,lga,Funtua,North West,Katsina,Funtua,,,593,0,28,35,21,21.1786,16.9429,28.2381,9.17,20.32,6.81,4.46,10.68,6.66,6.71
2019/2020,Female,all,Private,JSS,JSS3,,lga,Katsina,North West,Katsina,Katsina,,,640,0,24,40,24,26.6667,16.0,26.6667,10.06,25.63,5.99,4.05,9.88,6.24,6.28
2019/2020,Female,all,Private,JSS,JSS3,,lga,Mashi,North West,Katsina,Mashi,,,651,0,28,38,23,23.25,17.1316,28.3043,9.21,22.17,6.82,4.45,10.72,6.68,6.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Daura,North West,Katsina,Daura,,,2569,0,44,155,85,58.3864,16.5742,30.2235,11.55,118.1,6.91,6.55,20.46,13.17,13.34
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,3091,0,52,195,107,59.4423,15.8513,28.8879,12.15,156.33,8.4,8.1,25.21,16.33,16.53
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Funtua,North West,Katsina,Funtua,,,2539,0,40,159,87,63.475,15.9686,29.1839,12.31,129.55,6.48,6.17,19.63,12.73,12.9
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Katsina,North West,Katsina,Katsina,,,2711,0,48,169,94,56.4792,16.0414,28.8404,11.83,131.54,7.68,7.49,22.75,14.68,14.86
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Mashi,North West,Katsina,Mashi,,,3232,0,56,204,110,57.7143,15.8431,29.3818,12.02,161.96,8.98,8.58,26.92,17.41,17.63
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Daura,North West,Katsina,Daura,,,2281,0,44,139,77,51.8409,16.4101,29.6234,11.27,102.81,6.88,6.68,20.02,12.85,13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,2747,0,56,172,95,49.0536,15.9709,28.9158,11.4,128.47,8.83,8.71,25.71,16.52,16.71
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Funtua,North West,Katsina,Funtua,,,2256,0,44,143,80,51.2727,15.7762,28.2,11.7,109.64,7.04,7.02,20.64,13.3,13.45
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Katsina,North West,Katsina,Katsina,,,2411,0,48,154,84,50.2292,15.6558,28.7024,11.69,118.21,7.65,7.53,22.51,14.51,14.68
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Mashi,North West,Katsina,Mashi,,,2870,0,56,181,99,51.25,15.8564,28.9899,11.61,138.05,8.89,8.69,26.12,16.82,17.02
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Daura,North West,Katsina,Daura,,,2050,0,44,126,70,46.5909,16.2698,29.2857,11.05,90.95,6.84,6.76,19.66,12.58,12.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,2468,0,52,156,86,47.4615,15.8205,28.6977,11.41,116.45,8.22,8.15,23.87,15.34,15.51
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Funtua,North West,Katsina,Funtua,,,2028,0,40,129,73,50.7,15.7209,27.7808,11.72,98.9,6.42,6.48,18.78,12.11,12.24
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Katsina,North West,Katsina,Katsina,,,2162,0,48,137,75,45.0417,15.781,28.8267,11.27,100.95,7.54,7.49,21.81,13.99,14.15
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Mashi,North West,Katsina,Mashi,,,2582,0,60,164,90,43.0333,15.7439,28.6889,11.17,119.56,9.41,9.41,27.05,17.34,17.52
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Daura,North West,Katsina,Daura,,,1874,0,40,115,63,46.85,16.2957,29.746,11.03,83.02,6.2,6.05,17.86,11.43,11.56
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,2257,0,52,144,80,43.4038,15.6736,28.2125,11.26,105.7,8.21,8.29,23.59,15.13,15.29
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Funtua,North West,Katsina,Funtua,,,1854,0,44,118,67,42.1364,15.7119,27.6716,11.18,85.69,6.95,7.16,19.83,12.71,12.83
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Katsina,North West,Katsina,Katsina,,,1980,0,44,126,70,45.0,15.7143,28.2857,11.33,93.21,6.96,7,20.08,12.89,13.03
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Mashi,North West,Katsina,Mashi,,,2358,0,56,150,82,42.1071,15.72,28.7561,11.12,108.86,8.76,8.76,25.16,16.11,16.29
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Daura,North West,Katsina,Daura,,,1756,0,40,108,61,43.9,16.2593,28.7869,10.91,76.67,6.22,6.25,17.67,11.29,11.41
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,2114,0,52,135,76,40.6538,15.6593,27.8158,11.11,97.41,8.19,8.41,23.31,14.93,15.07
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Funtua,North West,Katsina,Funtua,,,1733,0,44,111,61,39.3864,15.6126,28.4098,11.03,79.66,6.88,6.97,19.61,12.55,12.68
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Katsina,North West,Katsina,Katsina,,,1853,0,44,118,66,42.1136,15.7034,28.0758,11.16,85.73,6.93,7.05,19.81,12.7,12.82
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Mashi,North West,Katsina,Mashi,,,2209,0,60,141,78,36.8167,15.6667,28.3205,10.83,99.1,9.33,9.53,26.34,16.81,16.98
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Daura,North West,Katsina,Daura,,,1587,0,44,99,55,36.0682,16.0303,28.8545,10.54,67.66,6.75,6.86,18.89,12.01,12.13
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,1908,0,48,122,70,39.75,15.6393,27.2571,11.09,87.61,7.59,7.92,21.47,13.74,13.87
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Funtua,North West,Katsina,Funtua,,,1569,0,44,100,56,35.6591,15.69,28.0179,10.75,69.63,6.84,7.07,19.19,12.24,12.35
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Katsina,North West,Katsina,Katsina,,,1677,0,44,108,60,38.1136,15.5278,27.95,11.02,77.26,6.9,7.08,19.59,12.53,12.65
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Mashi,North West,Katsina,Mashi,,,1998,0,56,129,72,35.6786,15.4884,27.75,10.89,91,8.76,9.08,24.68,15.76,15.91
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Daura,North West,Katsina,Daura,,,812,3,32,54,31,25.375,15.037,26.1935,10.56,36.46,10.14,5.5,13.7,8.71,8.77
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Dutsin Ma,North West,Katsina,Dutsin Ma,,,1048,3,40,65,37,26.2,16.1231,28.3243,9.89,41.18,12.43,6.35,16.25,10.24,10.33
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Funtua,North West,Katsina,Funtua,,,809,3,28,53,31,28.8929,15.2642,26.0968,10.66,36.17,8.89,4.83,12.09,7.7,7.75
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Katsina,North West,Katsina,Katsina,,,899,3,36,59,33,24.9722,15.2373,27.2424,10.36,39.2,11.32,5.95,15.19,9.64,9.71
