session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Mubi North,North East,Adamawa,Mubi North,,,273,0,12,27,7,22.75,10.1111,39.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Numan,North East,Adamawa,Numan,,,320,0,12,34,9,26.6667,9.4118,35.5556
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Yola North,North East,Adamawa,Yola North,,,636,0,32,67,17,19.875,9.4925,37.4118
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Yola South,North East,Adamawa,Yola South,,,307,0,12,32,8,25.5833,9.5938,38.375
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Mubi North,North East,Adamawa,Mubi North,,,211,0,12,23,6,17.5833,9.1739,35.1667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Numan,North East,Adamawa,Numan,,,249,0,12,27,7,20.75,9.2222,35.5714
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Yola North,North East,Adamawa,Yola North,,,496,0,28,54,15,17.7143,9.1852,33.0667
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,lga,Yola South,North East,Adamawa,Yola South,,,240,0,12,26,7,20.0,9.2308,34.2857
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Mubi North,North East,Adamawa,Mubi North,,,117,0,12,15,3,9.75,7.8,39.0
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Numan,North East,Adamawa,Numan,,,137,0,16,18,5,8.5625,7.6111,27.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Yola North,North East,Adamawa,Yola North,,,272,0,24,36,9,11.3333,7.5556,30.2222
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,lga,Yola South,North East,Adamawa,Yola South,,,130,0,12,18,5,10.8333,7.2222,26.0
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Mubi North,North East,Adamawa,Mubi North,,,903,0,28,36,9,32.25,25.0833,100.3333
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Numan,North East,Adamawa,Numan,,,1086,0,32,44,12,33.9375,24.6818,90.5
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Yola North,North East,Adamawa,Yola North,,,2023,0,60,82,23,33.7167,24.6707,87.9565
2019/2020,Female,all,Private,JSS,JSS1,JSS1,lga,Yola South,North East,Adamawa,Yola South,,,874,0,28,35,8,31.2143,24.9714,109.25
2019/2020,Female,all,Private,JSS,JSS2,,lga,Mubi North,North East,Adamawa,Mubi North,,,740,0,28,31,8,26.4286,23.871,92.5
2019/2020,Female,all,Private,JSS,JSS2,,lga,Numan,North East,Adamawa,Numan,,,888,0,28,37,11,31.7143,24.0,80.7273
2019/2020,Female,all,Private,JSS,JSS2,,lga,Yola North,North East,Adamawa,Yola North,,,1659,0,56,70,19,29.625,23.7,87.3158
2019/2020,Female,all,Private,JSS,JSS2,,lga,Yola South,North East,Adamawa,Yola South,,,715,0,28,30,8,25.5357,23.8333,89.375
2019/2020,Female,all,Private,JSS,JSS3,,lga,Mubi North,North East,Adamawa,Mubi North,,,593,0,28,26,7,21.1786,22.8077,84.7143
2019/2020,Female,all,Private,JSS,JSS3,,lga,Numan,North East,Adamawa,Numan,,,708,0,32,30,8,22.125,23.6,88.5
2019/2020,Female,all,Private,JSS,JSS3,,lga,Yola North,North East,Adamawa,Yola North,,,1322,0,60,58,16,22.0333,22.7931,82.625
2019/2020,Female,all,Private,JSS,JSS3,,lga,Yola South,North East,Adamawa,Yola South,,,573,0,28,27,7,20.4643,21.2222,81.8571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Mubi North,North East,Adamawa,Mubi North,,,2323,0,36,104,32,64.5278,22.3365,72.5938
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Numan,North East,Adamawa,Numan,,,3161,0,52,136,43,60.7885,23.2426,73.5116
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Yola North,North East,Adamawa,Yola North,,,6402,0,100,278,87,64.02,23.0288,73.5862
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,lga,Yola South,North East,Adamawa,Yola South,,,2807,0,48,123,38,58.4792,22.8211,73.8684
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Mubi North,North East,Adamawa,Mubi North,,,2066,0,36,92,29,57.3889,22.4565,71.2414
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Numan,North East,Adamawa,Numan,,,2810,0,52,120,37,54.0385,23.4167,75.9459
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Yola North,North East,Adamawa,Yola North,,,5686,0,104,249,78,54.6731,22.8353,72.8974
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,lga,Yola South,North East,Adamawa,Yola South,,,2494,0,48,111,35,51.9583,22.4685,71.2571
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Mubi North,North East,Adamawa,Mubi North,,,1854,0,36,84,26,51.5,22.0714,71.3077
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Numan,North East,Adamawa,Numan,,,2523,0,52,110,34,48.5192,22.9364,74.2059
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Yola North,North East,Adamawa,Yola North,,,5114,0,100,225,71,51.14,22.7289,72.0282
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 3,,lga,Yola South,North East,Adamawa,Yola South,,,2241,0,52,100,32,43.0962,22.41,70.0312
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Mubi North,North East,Adamawa,Mubi North,,,1697,0,36,77,24,47.1389,22.039,70.7083
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Numan,North East,Adamawa,Numan,,,2305,0,52,101,32,44.3269,22.8218,72.0312
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Yola North,North East,Adamawa,Yola North,,,4675,0,104,206,64,44.9519,22.6942,73.0469
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 4,,lga,Yola South,North East,Adamawa,Yola South,,,2048,0,44,91,27,46.5455,22.5055,75.8519
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Mubi North,North East,Adamawa,Mubi North,,,1589,0,36,73,23,44.1389,21.7671,69.087
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Numan,North East,Adamawa,Numan,,,2159,0,52,95,28,41.5192,22.7263,77.1071
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Yola North,North East,Adamawa,Yola North,,,4377,0,100,195,62,43.77,22.4462,70.5968
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 5,,lga,Yola South,North East,Adamawa,Yola South,,,1920,0,44,86,26,43.6364,22.3256,73.8462
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Mubi North,North East,Adamawa,Mubi North,,,1439,0,40,67,20,35.975,21.4776,71.95
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Numan,North East,Adamawa,Numan,,,1954,0,52,85,27,37.5769,22.9882,72.3704
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Yola North,North East,Adamawa,Yola North,,,3954,0,104,177,55,38.0192,22.339,71.8909
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 6,,lga,Yola South,North East,Adamawa,Yola South,,,1736,0,48,78,25,36.1667,22.2564,69.44
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Mubi North,North East,Adamawa,Mubi North,,,841,3,32,38,10,26.2812,22.1316,84.1
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Numan,North East,Adamawa,Numan,,,898,3,32,42,12,28.0625,21.381,74.8333
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Yola North,North East,Adamawa,Yola North,,,1826,6,64,84,25,28.5312,21.7381,73.04
2019/2020,Female,all,Private,SSS,SSS1,SSS1,lga,Yola South,North East,Adamawa,Yola South,,,817,3,28,38,10,29.1786,21.5,81.7
2019/2020,Female,all,Private,SSS,SSS2,,lga,Mubi North,North East,Adamawa,Mubi North,,,682,3,32,32,8,21.3125,21.3125,85.25
2019/2020,Female,all,Private,SSS,SSS2,,lga,Numan,North East,Adamawa,Numan,,,719,3,32,34,10,22.4688,21.1471,71.9
2019/2020,Female,all,Private,SSS,SSS2,,lga,Yola North,North East,Adamawa,Yola North,,,1478,6,60,71,19,24.6333,20.8169,77.7895
2019/2020,Female,all,Private,SSS,SSS2,,lga,Yola South,North East,Adamawa,Yola South,,,658,3,28,32,10,23.5,20.5625,65.8
2019/2020,Female,all,Private,SSS,SSS3,,lga,Mubi North,North East,Adamawa,Mubi North,,,528,3,28,25,8,18.8571,21.12,66.0
2019/2020,Female,all,Private,SSS,SSS3,,lga,Numan,North East,Adamawa,Numan,,,559,3,32,28,6,17.4688,19.9643,93.1667
2019/2020,Female,all,Private,SSS,SSS3,,lga,Yola North,North East,Adamawa,Yola North,,,1143,6,64,59,16,17.8594,19.3729,71.4375
2019/2020,Female,all,Private,SSS,SSS3,,lga,Yola South,North East,Adamawa,Yola South,,,512,3,32,26,6,16.0,19.6923,85.3333
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Mubi North,North East,Adamawa,Mubi North,,,32,0,16,12,0,2.0,2.6667,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Numan,North East,Adamawa,Numan,,,36,0,20,13,1,1.8,2.7692,36.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Yola North,North East,Adamawa,Yola North,,,69,0,40,24,0,1.725,2.875,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 1,,lga,Yola South,North East,Adamawa,Yola South,,,33,0,20,12,0,1.65,2.75,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Mubi North,North East,Adamawa,Mubi North,,,28,0,16,12,0,1.75,2.3333,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Numan,North East,Adamawa,Numan,,,30,0,16,12,0,1.875,2.5,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Yola North,North East,Adamawa,Yola North,,,58,0,40,24,0,1.45,2.4167,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 2,,lga,Yola South,North East,Adamawa,Yola South,,,28,0,20,12,0,1.4,2.3333,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Mubi North,North East,Adamawa,Mubi North,,,21,0,16,12,0,1.3125,1.75,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Numan,North East,Adamawa,Numan,,,23,0,20,12,0,1.15,1.9167,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Yola North,North East,Adamawa,Yola North,,,44,0,44,24,0,1.0,1.8333,0.0
2019/2020,Female,all,Private,Vocational,Vocational Year 3,,lga,Yola South,North East,Adamawa,Yola South,,,20,0,20,12,0,1.0,1.6667,0.0
2019/2020,Female,all,Public,Adult & Non-Formal,IQS/IQTS Stage 1,,lga,Mubi North,North East,Adamawa,Mubi North,,,420,0,16,40,11,26.25,10.5,38.1818
