session,gender,disability_scope,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,infrastructure_score,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,North Central,North Central,,,,,10789,0,496,1349,702,21.752,7.9978,15.3689,15.4,1295.04,85.88,145.23,289.62,192.37,191.05
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,North East,North East,,,,,8491,0,320,1057,475,26.5344,8.0331,17.8758,15.07,1014.72,52.26,80.56,184.48,122.29,122.21
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,North West,North West,,,,,11629,0,440,1430,693,26.4295,8.1322,16.7807,15.2,1372.8,73.59,117.99,254.97,169.15,168.61
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,South East,South East,,,,,7580,0,260,1017,547,29.1538,7.4533,13.8574,15.65,976.32,47.01,84.43,153.31,101.99,100.81
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,South South,South South,,,,,8928,0,400,1052,597,22.32,8.4867,14.9548,15.46,1009.92,70.04,120.36,234.15,155.59,154.33
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 1,,zone,South West,South West,,,,,9909,0,452,1246,680,21.9226,7.9526,14.5721,15.53,1196.16,80,139.58,265.23,176.31,174.68
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,North Central,North Central,,,,,8388,0,488,1101,574,17.1885,7.6185,14.6132,15.52,1056.96,86.27,150.28,286.28,190.29,188.56
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,North East,North East,,,,,6603,0,312,752,343,21.1635,8.7806,19.2507,14.93,721.92,49.6,72.93,178.86,118.46,118.7
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,North West,North West,,,,,9098,0,456,995,535,19.9518,9.1437,17.0056,15.17,955.2,75.87,120.67,263.95,175.08,174.62
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,South East,South East,,,,,5850,0,264,714,398,22.1591,8.1933,14.6985,15.51,685.44,46.56,80.82,154.79,102.88,101.97
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,South South,South South,,,,,6950,0,404,857,488,17.203,8.1097,14.2418,15.58,822.72,72.2,127.65,237.58,157.99,156.36
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 2,,zone,South West,South West,,,,,7696,0,452,1011,553,17.0265,7.6123,13.9168,15.64,970.56,81.58,146.15,266.41,177.22,175.21
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,North Central,North Central,,,,,4598,0,500,696,371,9.196,6.6063,12.3935,15.96,668.16,95.01,181.55,298.28,198.79,195.4
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,North East,North East,,,,,3645,0,334,451,207,10.9132,8.082,17.6087,15.1,432.96,54.85,85.36,192.78,127.82,127.66
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,North West,North West,,,,,5007,0,444,599,344,11.277,8.3589,14.5552,15.53,575.04,78.62,137.27,260.56,173.21,171.6
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,South East,South East,,,,,3273,0,264,408,256,12.3977,8.0221,12.7852,15.87,391.68,49.46,92.92,156.96,104.55,102.94
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,South South,South South,,,,,3803,0,404,546,313,9.4134,6.9652,12.1502,16.02,524.16,77.47,149.63,241.54,161.03,158.12
2019/2020,Female,all,Private,Adult & Non-Formal,IQS/IQTS Stage 3,,zone,South West,South West,,,,,4219,0,448,628,323,9.4174,6.7182,13.0619,15.81,602.88,83.13,154.34,265.76,176.96,174.42
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,North Central,North Central,,,,,34542,0,916,1743,891,37.7096,19.8176,38.7677,8.53,974.35,212.03,106.33,333.08,205.49,209.12
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,North East,North East,,,,,26740,0,632,1406,532,42.3101,19.0185,50.2632,8.88,844.5,144.05,56.58,239.16,148.58,152.31
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,North West,North West,,,,,35585,0,892,1885,802,39.8935,18.878,44.3703,8.91,1122.53,205.55,90.47,337.3,209.58,214.18
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,South East,South East,,,,,24359,0,572,1409,636,42.5857,17.2881,38.3003,9.94,932.69,136.6,67.21,235.82,148.85,151.61
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,South South,South South,,,,,28141,0,784,1346,754,35.8941,20.9071,37.3223,8.08,704.45,180.42,94.53,272.58,166.67,169.32
2019/2020,Female,all,Private,JSS,JSS1,JSS1,zone,South West,South West,,,,,31249,0,888,1586,875,35.1903,19.703,35.7131,8.52,876.54,207.28,111.89,321.84,198.47,201.43
2019/2020,Female,all,Private,JSS,JSS2,,zone,North Central,North Central,,,,,28300,0,940,1475,754,30.1064,19.1864,37.5332,8.41,807.83,217.72,112.7,337.45,207.67,211.09
2019/2020,Female,all,Private,JSS,JSS2,,zone,North East,North East,,,,,21874,0,624,1035,456,35.0545,21.1343,47.9693,7.75,532.78,139.23,58.54,211.43,128.48,131.51
2019/2020,Female,all,Private,JSS,JSS2,,zone,North West,North West,,,,,29149,0,880,1414,669,33.1239,20.6146,43.571,7.91,736.29,198.7,90.89,302.13,184.16,188
2019/2020,Female,all,Private,JSS,JSS2,,zone,South East,South East,,,,,19924,0,552,1073,537,36.0942,18.5685,37.1024,9,633.17,129.63,66.95,209.3,130.18,132.36
2019/2020,Female,all,Private,JSS,JSS2,,zone,South South,South South,,,,,23044,0,764,1134,639,30.1623,20.321,36.0626,8.03,586.62,176.27,95.33,264.03,161.26,163.61
2019/2020,Female,all,Private,JSS,JSS2,,zone,South West,South West,,,,,25589,0,868,1338,736,29.4804,19.1248,34.7677,8.47,731.87,202.99,112.35,312.81,192.7,195.37
2019/2020,Female,all,Private,JSS,JSS3,,zone,North Central,North Central,,,,,22600,0,944,1210,614,23.9407,18.6777,36.8078,8.29,650.78,218.55,115.41,334.92,205.64,208.86
2019/2020,Female,all,Private,JSS,JSS3,,zone,North East,North East,,,,,17425,0,640,762,379,27.2266,22.8675,45.9763,6.9,342.95,140.6,62.64,197.86,117.78,120.36
2019/2020,Female,all,Private,JSS,JSS3,,zone,North West,North West,,,,,23308,0,880,1143,564,26.4864,20.392,41.3262,7.7,573.77,198.76,95.82,295.27,179.13,182.53
2019/2020,Female,all,Private,JSS,JSS3,,zone,South East,South East,,,,,15882,0,568,762,441,27.9613,20.8425,36.0136,7.75,378.29,130.27,70.97,190.75,115.79,117.42
2019/2020,Female,all,Private,JSS,JSS3,,zone,South South,South South,,,,,18424,0,796,937,531,23.1457,19.6628,34.6968,7.94,475.86,184.08,103.24,272.26,165.95,168.09
2019/2020,Female,all,Private,JSS,JSS3,,zone,South West,South West,,,,,20434,0,876,1102,601,23.3265,18.5426,34.0,8.39,594.28,205.01,115.94,312.98,192.49,194.97
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,North Central,North Central,,,,,96130,0,1612,5330,2681,59.634,18.0356,35.856,10.6,3759.85,238.07,202.31,699.82,445.57,453.24
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,North East,North East,,,,,74548,0,1147,3906,2068,64.9939,19.0855,36.0484,10.35,2686.04,167.83,143.18,488.25,309.87,315.19
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,North West,North West,,,,,104289,0,1560,5671,2972,66.8519,18.3899,35.0905,10.84,4090.27,233.1,200.05,689.64,440.36,447.76
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,South East,South East,,,,,64307,0,897,3785,2324,71.6912,16.99,27.6708,12.21,3035.76,146.36,145.88,436.15,282.61,285.73
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,South South,South South,,,,,77192,0,1252,4015,2160,61.655,19.2259,35.737,10.11,2688.54,181.98,157.65,522.57,330.59,336.11
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 1,Primary 1,zone,South West,South West,,,,,82987,0,1448,4709,2612,57.3115,17.6231,31.7714,10.82,3353,220.11,205.09,637.34,406.8,412.42
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,zone,North Central,North Central,,,,,85379,0,1596,4754,2401,53.4956,17.9594,35.5598,10.3,3245.9,233.65,201.97,676.2,428.84,436.01
2019/2020,Female,all,Private,Pre-Primary/Primary,Primary 2,,zone,North East,North East,,,,,66248,0,1148,3462,1787,57.7073,19.1358,37.0722,9.91,2275.59,164.66,139.35,471.58,297.51,302.74
