session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Amuzu,South East,Imo,Aboh Mbaise,Amuzu,,0,57,78,15,14,3,0,0,102,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Enyiogugu,South East,Imo,Aboh Mbaise,Enyiogugu,,0,16,20,4,2,3,0,0,26,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ibeku,South East,Imo,Aboh Mbaise,Ibeku,,0,34,43,6,5,0,0,0,59,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Aku,South East,Imo,Okigwe,Aku,,0,16,23,4,3,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Amuro,South East,Imo,Okigwe,Amuro,,0,48,61,11,8,3,0,0,80,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,0,17,26,4,3,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,0,18,26,4,3,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,0,15,20,4,3,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,0,38,50,8,5,3,0,0,66,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,0,20,26,4,3,3,0,0,35,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Avu/Oforola,South East,Imo,Owerri West,Avu/Oforola,,0,39,58,9,8,0,0,0,78,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Emeabiam/Okolochi,South East,Imo,Owerri West,Emeabiam/Okolochi,,0,25,35,7,4,3,0,0,45,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Amuzu,South East,Imo,Aboh Mbaise,Amuzu,,0,10,14,3,2,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Enyiogugu,South East,Imo,Aboh Mbaise,Enyiogugu,,0,25,35,8,6,3,0,0,44,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ibeku,South East,Imo,Aboh Mbaise,Ibeku,,0,24,28,3,3,0,0,0,39,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,0,34,50,8,6,3,0,0,67,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Aku,South East,Imo,Okigwe,Aku,,0,44,58,10,9,0,0,0,77,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Amuro,South East,Imo,Okigwe,Amuro,,0,20,29,4,3,0,0,0,39,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,0,37,50,8,6,3,0,0,67,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,0,34,46,6,5,0,0,0,63,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,0,36,50,6,5,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agbala/Obube/Ulakwo,South East,Imo,Owerri North,Agbala/Obube/Ulakwo,,0,27,38,6,5,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Awaka/Ihitte-Ogada,South East,Imo,Owerri North,Awaka/Ihitte-Ogada,,0,46,65,9,8,0,0,0,88,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Egbu,South East,Imo,Owerri North,Egbu,,0,22,29,4,3,0,0,0,39,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Amakohia-Ubi/Ndegwu Ohii,South East,Imo,Owerri West,Amakohia-Ubi/Ndegwu Ohii,,0,16,20,2,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Enyiogugu,South East,Imo,Aboh Mbaise,Enyiogugu,,0,15,20,20,19,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agbobu,South East,Imo,Okigwe,Agbobu,,0,40,55,89,72,16,0,0,0,21
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Amuro,South East,Imo,Okigwe,Amuro,,0,15,20,24,24,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Amaifeke,South East,Imo,Orlu,Amaifeke,,0,21,29,45,44,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ebenese/Umueze/Nnachi Ihioma,South East,Imo,Orlu,Ebenese/Umueze/Nnachi Ihioma,,0,21,29,45,44,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Eziachi/Amike,South East,Imo,Orlu,Eziachi/Amike,,0,24,35,69,68,0,0,0,0,1
