session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,0,6,7,1,0,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,0,30,37,3,2,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,12,14,2,1,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Mada,North West,Zamfara,Gusau,Mada,,0,25,35,3,2,0,0,0,40,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,0,19,23,2,1,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,0,12,14,1,0,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,0,12,17,1,0,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,0,30,42,4,3,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,0,7,9,1,0,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bingin,North West,Zamfara,Maru,Bingin,,0,6,7,1,0,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,0,22,29,3,2,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,0,21,29,3,2,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,11,14,1,0,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,0,12,18,2,1,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bingi North,North West,Zamfara,Bungudu,Bingi North,,0,41,56,1,0,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,0,25,35,1,0,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,0,10,13,0,0,0,0,0,16,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,0,23,32,1,0,0,0,0,39,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,0,8,10,0,0,0,0,0,12,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bingin,North West,Zamfara,Maru,Bingin,,0,12,18,0,0,0,0,0,23,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,0,12,16,0,0,0,0,0,20,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,0,7,9,0,0,0,0,0,11,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,5,6,0,0,0,0,0,7,0
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,0,10,14,0,0,0,0,0,18,0
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,14,18,5,4,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Mada,North West,Zamfara,Gusau,Mada,,0,14,18,8,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,0,7,9,5,3,26,0,0,6,2
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,0,6,7,3,2,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,0,6,9,3,2,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bindin,North West,Zamfara,Maru,Bindin,,0,26,36,20,18,26,0,0,26,2
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bingin,North West,Zamfara,Maru,Bingin,,0,18,25,11,9,26,0,0,20,2
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,0,12,16,8,6,26,0,0,12,2
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,0,7,10,3,2,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,19,26,8,7,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,0,12,18,8,6,26,0,0,14,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,0,4,6,1,0,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,0,18,24,2,1,0,0,0,28,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,7,10,1,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Mada,North West,Zamfara,Gusau,Mada,,0,16,23,2,1,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Madawaki,North West,Zamfara,Gusau,Madawaki,,0,13,16,2,1,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,0,7,9,1,0,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,0,8,11,1,0,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Gabake,North West,Zamfara,Kaura Namoda,Gabake,,0,19,27,3,2,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bindin,North West,Zamfara,Maru,Bindin,,0,3,4,1,0,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bingin,North West,Zamfara,Maru,Bingin,,0,3,4,1,0,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,0,14,16,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,0,15,20,2,1,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,7,10,1,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,0,8,10,1,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Bingi North,North West,Zamfara,Bungudu,Bingi North,,0,27,35,1,0,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Bingi South,North West,Zamfara,Bungudu,Bingi South,,0,15,20,1,0,0,0,0,24,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Bungudu,North West,Zamfara,Bungudu,Bungudu,,0,7,10,0,0,0,0,0,12,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Galadima,North West,Zamfara,Gusau,Galadima,,0,6,9,0,0,0,0,0,11,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Banga,North West,Zamfara,Kaura Namoda,Banga,,0,16,22,1,0,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Dan-Isa,North West,Zamfara,Kaura Namoda,Dan-Isa,,0,5,6,0,0,0,0,0,7,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Bingin,North West,Zamfara,Maru,Bingin,,0,8,10,0,0,0,0,0,12,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Dan Gulbi,North West,Zamfara,Maru,Dan Gulbi,,0,8,11,0,0,0,0,0,14,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Garbadu,North West,Zamfara,Talata Mafara,Garbadu,,0,4,7,0,0,0,0,0,9,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Gwaram,North West,Zamfara,Talata Mafara,Gwaram,,0,3,4,0,0,0,0,0,5,0
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Jangebe,North West,Zamfara,Talata Mafara,Jangebe,,0,7,9,0,0,0,0,0,11,0
