session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dagona,North East,Yobe,Bade,Dagona,,0,8,11,5,4,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,0,28,39,21,20,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Katuzu,North East,Yobe,Bade,Katuzu,,0,37,49,25,21,7,0,0,35,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Damaturu Central,North East,Yobe,Damaturu,Damaturu Central,,0,13,16,4,3,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Asheikri,North East,Yobe,Geidam,Asheikri,,0,18,25,14,10,7,0,0,16,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Balle/Gallaba/Meleri,North East,Yobe,Geidam,Balle/Gallaba/Meleri,,0,21,26,15,14,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bulabulin,North East,Yobe,Nguru,Bulabulin,,0,27,37,25,21,7,0,0,21,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bulanguwa,North East,Yobe,Nguru,Bulanguwa,,0,14,20,10,9,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dabule,North East,Yobe,Nguru,Dabule,,0,20,26,14,10,7,0,0,18,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bolewa 'A',North East,Yobe,Potiskum,Bolewa 'A',,0,8,11,10,9,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gwio-Kura,North East,Yobe,Bade,Gwio-Kura,,0,10,12,2,1,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bindigari/Fawari,North East,Yobe,Damaturu,Bindigari/Fawari,,0,53,71,11,10,0,0,0,73,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Damakasu,North East,Yobe,Damaturu,Damakasu,,0,37,49,9,7,7,0,0,50,2
