session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Lafiagi I,North Central,Kwara,Edu,Lafiagi I,,0,18,25,9,8,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,0,23,32,11,9,2,0,0,38,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,0,26,34,15,9,5,0,0,36,7
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,0,38,54,24,23,0,0,0,59,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Isapa,North Central,Kwara,Ekiti,Isapa,,0,10,14,6,6,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Koro,North Central,Kwara,Ekiti,Koro,,0,8,11,6,6,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ajikobi,North Central,Kwara,Ilorin West,Ajikobi,,0,13,18,6,6,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Balogun,North Central,Kwara,Offa,Balogun,,0,18,25,9,8,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Essa-A,North Central,Kwara,Offa,Essa-A,,0,13,18,6,6,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Essa-B,North Central,Kwara,Offa,Essa-B,,0,8,11,6,3,2,0,0,10,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Lafiagi II,North Central,Kwara,Edu,Lafiagi II,,0,14,18,4,2,2,0,0,24,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Lafiagi III,North Central,Kwara,Edu,Lafiagi III,,0,6,9,2,1,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Eruku,North Central,Kwara,Ekiti,Eruku,,0,9,14,4,3,0,0,0,18,1
