session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Baro,North Central,Niger,Agaie,Baro,,0,19,25,7,4,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Boku,North Central,Niger,Agaie,Boku,,0,37,50,11,9,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bariki,North Central,Niger,Bida,Bariki,,0,29,39,9,7,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,23,32,9,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,39,47,11,9,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,0,17,20,2,0,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,16,24,4,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Makera,North Central,Niger,Chanchaga,Makera,,0,23,30,7,4,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,10,13,4,2,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,16,20,4,2,0,0,0,10,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,0,65,92,22,20,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,0,29,37,9,7,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Baro,North Central,Niger,Agaie,Baro,,0,43,57,20,17,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Boku,North Central,Niger,Agaie,Boku,,0,32,44,15,13,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,0,40,54,20,15,11,0,0,23,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,13,18,9,4,11,0,0,7,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,7,8,4,2,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,13,18,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,23,34,15,13,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Central,North Central,Niger,Kontagora,Central,,0,37,47,15,13,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gabas,North Central,Niger,Kontagora,Gabas,,0,19,25,9,7,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,26,37,15,13,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,0,16,20,33,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bariki,North Central,Niger,Bida,Bariki,,0,23,32,67,52,22,0,0,0,7
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,13,15,33,30,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,17,24,48,35,22,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,0,40,55,85,74,11,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,35,47,63,61,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Makera,North Central,Niger,Chanchaga,Makera,,0,25,32,48,46,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,14,18,15,13,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Central,North Central,Niger,Kontagora,Central,,0,23,32,48,46,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gabas,North Central,Niger,Kontagora,Gabas,,0,20,30,52,37,22,0,0,0,7
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,12,13,33,15,22,0,0,0,8
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,0,26,32,48,37,11,0,0,0,5
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Baro,North Central,Niger,Agaie,Baro,,0,12,15,2,0,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Boku,North Central,Niger,Agaie,Boku,,0,25,34,7,4,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bariki,North Central,Niger,Bida,Bariki,,0,19,25,4,2,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,13,18,4,2,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,23,32,7,4,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Limawa 'A',North Central,Niger,Chanchaga,Limawa 'A',,0,12,13,2,0,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,12,13,2,0,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Makera,North Central,Niger,Chanchaga,Makera,,0,16,24,4,2,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,7,8,2,0,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,10,13,2,0,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bagmama 'A',North Central,Niger,Suleja,Bagmama 'A',,0,43,57,15,13,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Hashimi 'A',North Central,Niger,Suleja,Hashimi 'A',,0,17,25,4,2,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Baro,North Central,Niger,Agaie,Baro,,0,27,39,11,9,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Boku,North Central,Niger,Agaie,Boku,,0,22,27,13,9,11,0,0,10,2
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,0,26,32,11,9,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ceniyan,North Central,Niger,Bida,Ceniyan,,0,7,12,4,2,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Dokodza,North Central,Niger,Bida,Dokodza,,0,4,5,4,2,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Limawa 'B',North Central,Niger,Chanchaga,Limawa 'B',,0,10,12,9,4,11,0,0,3,2
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Arewa,North Central,Niger,Kontagora,Arewa,,0,16,20,11,9,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Central,North Central,Niger,Kontagora,Central,,0,25,32,7,4,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Gabas,North Central,Niger,Kontagora,Gabas,,0,13,15,9,7,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Bagama 'B',North Central,Niger,Suleja,Bagama 'B',,0,16,24,11,9,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Dauaci,North Central,Niger,Agaie,Dauaci,,0,10,12,15,13,0,0,0,0,1
