session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,15,19,39,25,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,8,11,25,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,12,16,25,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,11,16,25,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,17,25,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,18,26,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,17,23,39,25,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,6,7,11,9,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,18,25,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,35,46,86,84,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,39,54,97,95,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,24,30,63,39,20,0,0,0,11
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,15,18,11,9,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,24,33,29,16,13,0,0,6,6
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,18,25,23,20,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,30,42,34,23,7,0,0,9,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,6,7,7,5,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,17,21,23,18,7,0,0,2,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Du,North Central,Plateau,Jos South,Du,,0,51,67,52,41,7,0,0,15,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Giring,North Central,Plateau,Jos South,Giring,,0,42,56,41,34,7,0,0,14,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,8,9,5,2,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chip,North Central,Plateau,Pankshin,Chip,,0,6,9,7,5,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,39,51,88,77,7,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,29,37,75,66,7,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gindin Akwati,North Central,Plateau,Barkin Ladi,Gindin Akwati,,0,26,33,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Abba Na Shehu,North Central,Plateau,Jos North,Abba Na Shehu,,0,11,14,25,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ali Kazaure,North Central,Plateau,Jos North,Ali Kazaure,,0,14,18,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gangare,North Central,Plateau,Jos North,Gangare,,0,17,23,27,25,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bukuru,North Central,Plateau,Jos South,Bukuru,,0,9,12,25,23,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Giring,North Central,Plateau,Jos South,Giring,,0,14,19,39,25,13,0,0,0,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ampang west,North Central,Plateau,Mangu,Ampang west,,0,29,39,75,64,7,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Chanso,North Central,Plateau,Mangu,Chanso,,0,20,28,50,39,7,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gindiri  I,North Central,Plateau,Mangu,Gindiri  I,,0,47,63,127,107,20,0,0,0,9
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dok-Pai,North Central,Plateau,Pankshin,Dok-Pai,,0,15,19,39,36,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Fier,North Central,Plateau,Pankshin,Fier,,0,26,37,63,52,7,0,0,0,5
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Barakin Ladi,North Central,Plateau,Barkin Ladi,Barakin Ladi,,0,9,11,11,9,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Gassa/Sho,North Central,Plateau,Barkin Ladi,Gassa/Sho,,0,5,7,11,9,0,0,0,0,1
