session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,30,42,3,1,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Batali,North West,Jigawa,Babura,Batali,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Takwasa,North West,Jigawa,Babura,Takwasa,,0,14,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Birnin Kudu,North West,Jigawa,Birnin-Kudu,Birnin Kudu,,0,13,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Fagam,North West,Jigawa,Gwaram,Fagam,,0,21,27,3,1,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Kwandiko,North West,Jigawa,Gwaram,Kwandiko,,0,16,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Rorau,North West,Jigawa,Gwiwa,Rorau,,0,24,31,3,1,0,0,0,25,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Jahun,North West,Jigawa,Jahun,Jahun,,0,35,50,4,3,0,0,0,41,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Kanwa,North West,Jigawa,Jahun,Kanwa,,0,26,36,3,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gafaya,North West,Jigawa,Kafin-Hausa,Gafaya,,0,19,27,3,1,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Sarawa,North West,Jigawa,Kafin-Hausa,Sarawa,,0,33,46,3,1,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Daba,North West,Jigawa,Kazaure,Daba,,0,26,31,1,0,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gayin,North West,Jigawa,Kirikasamma,Gayin,,0,29,42,4,3,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Maje,North West,Jigawa,Kiyawa,Maje,,0,24,36,3,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Garin Gabas,North West,Jigawa,Malam-Madori,Garin Gabas,,0,27,39,3,1,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dangyatin,North West,Jigawa,Miga,Dangyatin,,0,30,39,3,1,0,0,0,32,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Karshi,North West,Jigawa,Ringim,Karshi,,0,16,23,3,1,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dansure,North West,Jigawa,Roni,Dansure,,0,31,46,4,3,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Roni,North West,Jigawa,Roni,Roni,,0,31,42,3,1,0,0,0,35,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Danladi,North West,Jigawa,Sule-Tankarkar,Danladi,,0,16,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Takatsaba,North West,Jigawa,Sule-Tankarkar,Takatsaba,,0,24,31,1,0,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Jigawa,North West,Jigawa,Babura,Jigawa,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Sundimina,North West,Jigawa,Birnin-Kudu,Sundimina,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Musari,North West,Jigawa,Guri,Musari,,0,31,42,4,3,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Tsangarwa,North West,Jigawa,Gwaram,Tsangarwa,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Matsaro,North West,Jigawa,Hadejia,Matsaro,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Harbo Sabuwa,North West,Jigawa,Jahun,Harbo Sabuwa,,0,33,42,1,0,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Hadin,North West,Jigawa,Kaugawa,Hadin,,0,26,39,4,3,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bulunchai,North West,Jigawa,Kirikasamma,Bulunchai,,0,16,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Tarabu,North West,Jigawa,Kirikasamma,Tarabu,,0,18,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Faki,North West,Jigawa,Kiyawa,Faki,,0,13,15,1,0,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Katuka,North West,Jigawa,Kiyawa,Katuka,,0,15,15,1,0,0,0,2,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Fulata,North West,Jigawa,Maigatari,Fulata,,0,19,27,4,1,17,0,0,21,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Maigatari Arewa,North West,Jigawa,Maigatari,Maigatari Arewa,,0,14,15,1,0,0,0,1,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Malam Madori,North West,Jigawa,Malam-Madori,Malam Madori,,0,16,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Sabon Gari Takanebu,North West,Jigawa,Miga,Sabon Gari Takanebu,,0,24,31,4,1,17,0,0,24,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Albasu,North West,Jigawa,Sule-Tankarkar,Albasu,,0,27,39,4,3,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Shabaru,North West,Jigawa,Sule-Tankarkar,Shabaru,,0,26,36,4,1,17,0,0,28,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chukuto,North West,Jigawa,Taura,Chukuto,,0,36,42,4,1,17,0,0,34,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Taura,North West,Jigawa,Taura,Taura,,0,16,23,4,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Karkarna,North West,Jigawa,Yankwashi,Karkarna,,0,24,31,1,0,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gatafa,North West,Jigawa,Auyo,Gatafa,,0,31,42,15,9,17,0,0,27,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Kiyako,North West,Jigawa,Birnin-Kudu,Kiyako,,0,18,23,7,6,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gusau,North West,Jigawa,Gumel,Gusau,,0,31,42,15,13,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Abunabo,North West,Jigawa,Guri,Abunabo,,0,13,15,7,6,0,0,0,8,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Guri,North West,Jigawa,Guri,Guri,,0,33,46,22,16,17,0,0,25,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gwaram Tsohuwa,North West,Jigawa,Gwaram,Gwaram Tsohuwa,,0,26,31,7,6,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dabi,North West,Jigawa,Gwiwa,Dabi,,0,13,19,7,6,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gagulmari,North West,Jigawa,Hadejia,Gagulmari,,0,15,19,7,6,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Aujara,North West,Jigawa,Jahun,Aujara,,0,23,27,7,6,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Kafin Hausa,North West,Jigawa,Kafin-Hausa,Kafin Hausa,,0,27,36,15,13,0,0,0,21,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Majawa,North West,Jigawa,Kafin-Hausa,Majawa,,0,18,27,15,9,17,0,0,14,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Arbus,North West,Jigawa,Kaugawa,Arbus,,0,31,46,22,16,17,0,0,25,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Marke,North West,Jigawa,Kaugawa,Marke,,0,27,39,22,16,17,0,0,19,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Maradawa,North West,Jigawa,Kazaure,Maradawa,,0,21,27,7,6,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Matoya,North West,Jigawa,Maigatari,Matoya,,0,13,19,7,6,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Chai?Chai,North West,Jigawa,Ringim,Chai?Chai,,0,19,27,7,6,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ringim,North West,Jigawa,Ringim,Ringim,,0,26,36,7,6,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Sintilmawa,North West,Jigawa,Ringim,Sintilmawa,,0,23,27,7,6,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Maje,North West,Jigawa,Taura,Maje,,0,27,36,7,6,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Auyo,North West,Jigawa,Auyo,Auyo,,0,21,27,3,1,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Batali,North West,Jigawa,Babura,Batali,,0,12,15,1,0,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Takwasa,North West,Jigawa,Babura,Takwasa,,0,12,15,1,0,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Birnin Kudu,North West,Jigawa,Birnin-Kudu,Birnin Kudu,,0,8,11,1,0,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Fagam,North West,Jigawa,Gwaram,Fagam,,0,13,19,3,1,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Kwandiko,North West,Jigawa,Gwaram,Kwandiko,,0,10,11,1,0,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Rorau,North West,Jigawa,Gwiwa,Rorau,,0,14,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Jahun,North West,Jigawa,Jahun,Jahun,,0,24,36,3,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Kanwa,North West,Jigawa,Jahun,Kanwa,,0,14,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Gafaya,North West,Jigawa,Kafin-Hausa,Gafaya,,0,13,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Sarawa,North West,Jigawa,Kafin-Hausa,Sarawa,,0,19,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Daba,North West,Jigawa,Kazaure,Daba,,0,14,19,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Gayin,North West,Jigawa,Kirikasamma,Gayin,,0,16,23,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Maje,North West,Jigawa,Kiyawa,Maje,,0,16,23,1,0,0,0,0,19,1
