session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,0,25,37,34,32,0,0,0,5,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ede,North Central,Kogi,Idah,Ede,,0,14,18,13,11,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ega,North Central,Kogi,Idah,Ega,,0,19,29,24,19,2,0,0,5,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ichala,North Central,Kogi,Idah,Ichala,,0,7,10,5,3,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,0,16,20,18,13,2,0,0,3,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,0,40,57,40,37,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,0,21,29,18,16,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,0,16,22,18,16,0,0,0,4,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bariki,North Central,Kogi,Okene,Bariki,,0,9,12,11,8,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Idoji,North Central,Kogi,Okene,Idoji,,0,16,22,18,13,2,0,0,4,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,0,14,18,45,34,2,0,0,0,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,0,28,41,84,77,2,0,0,0,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,0,21,33,55,42,2,0,0,0,5
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ede,North Central,Kogi,Idah,Ede,,0,7,8,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ichala,North Central,Kogi,Idah,Ichala,,0,12,16,29,26,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,0,23,33,55,53,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,0,12,16,29,26,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,14,18,32,29,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,0,5,6,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,0,25,33,45,42,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,0,7,8,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,0,19,25,132,130,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,0,18,22,142,95,11,0,0,0,18
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ede,North Central,Kogi,Idah,Ede,,0,7,8,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ega,North Central,Kogi,Idah,Ega,,0,16,20,100,98,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ichala,North Central,Kogi,Idah,Ichala,,0,14,18,100,98,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,0,7,8,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,0,7,8,50,48,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Eggan,North Central,Kogi,Lokoja,Eggan,,0,25,33,182,180,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Kakanda,North Central,Kogi,Lokoja,Kakanda,,0,39,51,324,286,9,0,0,0,15
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Kupa North East,North Central,Kogi,Lokoja,Kupa North East,,0,26,37,232,148,20,0,0,0,32
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,0,9,14,92,90,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bariki,North Central,Kogi,Okene,Bariki,,0,26,35,232,230,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Idoji,North Central,Kogi,Okene,Idoji,,0,14,18,132,106,7,0,0,0,10
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,0,18,25,24,21,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ede,North Central,Kogi,Idah,Ede,,0,11,14,13,11,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ega,North Central,Kogi,Idah,Ega,,0,12,16,13,11,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Ichala,North Central,Kogi,Idah,Ichala,,0,5,6,5,3,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,0,9,12,13,11,0,0,0,1,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Aiyetoro-Kiri,North Central,Kogi,Kabba/Bunu,Aiyetoro-Kiri,,0,25,35,29,26,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,0,12,18,18,13,2,0,0,2,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Abuga/Ozuja,North Central,Kogi,Okene,Abuga/Ozuja,,0,11,14,13,11,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Bariki,North Central,Kogi,Okene,Bariki,,0,7,8,5,3,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Idoji,North Central,Kogi,Okene,Idoji,,0,11,14,13,11,0,0,0,2,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ankpa I,North Central,Kogi,Ankpa,Ankpa I,,0,9,12,32,29,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ankpa II,North Central,Kogi,Ankpa,Ankpa II,,0,18,25,71,50,4,0,0,0,8
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ankpa Suburb I,North Central,Kogi,Ankpa,Ankpa Suburb I,,0,14,20,32,29,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ede,North Central,Kogi,Idah,Ede,,0,4,4,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ichala,North Central,Kogi,Idah,Ichala,,0,7,10,16,13,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Aiyeteju,North Central,Kogi,Kabba/Bunu,Aiyeteju,,0,14,20,45,34,2,0,0,0,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Aiyewa,North Central,Kogi,Kabba/Bunu,Aiyewa,,0,7,10,16,13,0,0,0,0,1
