session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,35,51,5,3,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,38,51,5,2,14,0,0,53,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,0,94,115,8,7,0,0,0,122,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,28,44,5,3,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,31,51,5,3,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,104,144,10,9,0,0,0,152,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,41,51,5,3,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,63,87,7,5,14,0,0,92,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,91,129,13,12,0,0,0,134,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,28,35,2,1,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,0,86,108,6,5,0,0,0,116,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,0,174,236,14,12,14,0,0,252,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,110,150,8,7,0,0,0,161,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,113,164,8,7,0,0,0,177,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,0,100,122,7,6,0,0,0,131,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,79,115,6,5,0,0,0,124,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,0,63,86,5,3,0,0,0,92,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,25,35,1,0,0,0,0,38,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,0,54,71,5,3,0,0,0,76,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,0,169,208,10,9,0,0,0,224,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,57,64,2,1,0,0,2,70,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,35,44,1,0,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,57,86,5,3,0,0,0,92,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,73,107,5,3,0,0,0,116,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,0,82,122,37,32,14,0,0,105,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,0,63,93,30,23,28,0,0,78,6
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,25,28,8,7,0,0,2,24,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,67,86,22,16,14,0,0,77,5
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,31,44,14,13,0,0,0,37,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,0,126,164,44,31,42,0,0,146,11
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,104,144,37,32,14,0,0,129,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,0,136,194,51,47,14,0,0,173,3
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,0,31,44,8,7,0,0,0,42,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,86,113,29,28,0,0,0,102,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,104,136,37,32,14,0,0,121,4
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,41,51,14,13,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,38,58,14,13,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,106,144,37,32,14,0,0,129,4
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,25,35,5,2,14,0,0,35,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,25,28,2,1,0,0,2,29,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,0,63,78,7,5,14,0,0,81,2
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,19,28,2,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,22,28,2,1,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Anikantamo,South West,Lagos,Lagos Island,Anikantamo,,0,66,93,8,5,14,0,0,97,3
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,25,28,2,1,0,0,2,29,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,38,49,5,3,0,0,0,51,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,57,78,7,6,0,0,0,81,1
2022/2023,Female,ALL,NABTEB,2-year,College of Education,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,16,21,2,1,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,0,50,63,2,1,0,0,0,69,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,0,110,157,10,6,14,0,0,167,4
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,69,86,6,5,0,0,0,91,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,73,101,6,5,0,0,0,108,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Airport/Onipetesi/Inilekere,South West,Lagos,Ikeja,Airport/Onipetesi/Inilekere,,0,61,78,3,2,0,0,0,84,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Alausa/Oregun/Olusosun,South West,Lagos,Ikeja,Alausa/Oregun/Olusosun,,0,41,56,3,2,0,0,0,60,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agboyi I,South West,Lagos,Kosofe,Agboyi I,,0,38,58,2,1,0,0,0,63,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agboyi II,South West,Lagos,Kosofe,Agboyi II,,0,16,21,1,0,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Anthony/Ajao Estate/Mende/Maryland,South West,Lagos,Kosofe,Anthony/Ajao Estate/Mende/Maryland,,0,31,42,1,0,0,0,0,46,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Agarawu/Obadina,South West,Lagos,Lagos Island,Agarawu/Obadina,,0,116,152,7,6,0,0,0,164,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Eiyekole,South West,Lagos,Lagos Island,Eiyekole,,0,31,44,1,0,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Adeniran/Ogunsanya,South West,Lagos,Surulere,Adeniran/Ogunsanya,,0,22,28,1,0,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Aguda,South West,Lagos,Surulere,Aguda,,0,35,51,2,1,0,0,0,55,1
2022/2023,Female,ALL,NABTEB,2-year,Polytechnic,ward,Akinhanmi/Cole,South West,Lagos,Surulere,Akinhanmi/Cole,,0,41,58,2,1,0,0,0,63,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Abule-Egba/Aboru/Meiran/Alagbado,South West,Lagos,Alimosho,Abule-Egba/Aboru/Meiran/Alagbado,,0,50,63,21,16,14,0,0,53,4
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Ayobo/Ijon Village (Camp David),South West,Lagos,Alimosho,Ayobo/Ijon Village (Camp David),,0,41,64,14,13,0,0,0,60,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Egbe/Agodo,South West,Lagos,Alimosho,Egbe/Agodo,,0,12,21,8,7,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,2-year,University,ward,Adekunle Vill./Adeniyi Jones/Ogba,South West,Lagos,Ikeja,Adekunle Vill./Adeniyi Jones/Ogba,,0,41,58,14,13,0,0,0,53,1
