session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dan Kungibar,North East,Bauchi,Alkaleri,Dan Kungibar,,0,39,52,9,7,0,0,0,34,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Birshi/Miri,North East,Bauchi,Bauchi,Birshi/Miri,,0,23,31,5,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dawaki,North East,Bauchi,Bauchi,Dawaki,,0,21,27,5,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Kangyare/Turwun,North East,Bauchi,Bauchi,Kangyare/Turwun,,0,26,35,9,5,14,0,0,21,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Majidadi 'B',North East,Bauchi,Bauchi,Majidadi 'B',,0,32,46,9,7,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Mun/Munsal,North East,Bauchi,Bauchi,Mun/Munsal,,0,17,21,5,3,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Zungur/Liman Katagum,North East,Bauchi,Bauchi,Zungur/Liman Katagum,,0,27,38,10,9,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,"B O I ""C""",North East,Bauchi,Bogoro,"B O I ""C""",,0,19,27,5,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,"Bogoro ""C""",North East,Bauchi,Bogoro,"Bogoro ""C""",,0,16,23,5,3,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,"Lusa ""C""",North East,Bauchi,Bogoro,"Lusa ""C""",,0,23,27,5,3,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Darazo,North East,Bauchi,Darazo,Darazo,,0,36,46,9,7,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gabciyari,North East,Bauchi,Darazo,Gabciyari,,0,23,31,5,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Sade,North East,Bauchi,Darazo,Sade,,0,21,31,5,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bununu South,North East,Bauchi,Dass,Bununu South,,0,30,38,9,5,14,0,0,24,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Durr,North East,Bauchi,Dass,Durr,,0,30,38,5,3,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Udubo,North East,Bauchi,Gamawa,Udubo,,0,24,31,10,9,0,0,0,17,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Zindi,North East,Bauchi,Gamawa,Zindi,,0,21,31,5,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Jama'A / Zaranda,North East,Bauchi,Toro,Jama'A / Zaranda,,0,16,16,5,3,0,0,2,9,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Mara / Palama,North East,Bauchi,Toro,Mara / Palama,,0,24,35,5,3,0,0,0,23,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Tilden Fulani,North East,Bauchi,Toro,Tilden Fulani,,0,26,38,5,3,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Wonu,North East,Bauchi,Toro,Wonu,,0,32,42,9,7,0,0,0,27,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Baima North / West,North East,Bauchi,Warji,Baima North / West,,0,14,16,5,3,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Alangawari / Kafin / Larabawa,North East,Bauchi,Zaki,Alangawari / Kafin / Larabawa,,0,26,31,5,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Katagum,North East,Bauchi,Zaki,Katagum,,0,39,52,14,10,14,0,0,31,2
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Mainako,North East,Bauchi,Zaki,Mainako,,0,14,23,5,3,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Makawa,North East,Bauchi,Zaki,Makawa,,0,32,42,5,3,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Yuli/ Lim,North East,Bauchi,Alkaleri,Yuli/ Lim,,0,36,52,15,10,14,0,0,30,3
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dan'Iya Hardo,North East,Bauchi,Bauchi,Dan'Iya Hardo,,0,14,16,9,7,0,0,0,7,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dandango/Yamrat,North East,Bauchi,Bauchi,Dandango/Yamrat,,0,24,35,15,9,14,0,0,17,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dawaki,North East,Bauchi,Bauchi,Dawaki,,0,24,35,15,9,14,0,0,17,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Makama/Sarki Baki,North East,Bauchi,Bauchi,Makama/Sarki Baki,,0,23,31,15,9,14,0,0,14,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gurbana,North East,Bauchi,Damban,Gurbana,,0,21,31,15,9,14,0,0,14,4
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Zaura,North East,Bauchi,Damban,Zaura,,0,19,27,9,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Gabarin,North East,Bauchi,Darazo,Gabarin,,0,34,46,15,14,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bagel/Bajar,North East,Bauchi,Dass,Bagel/Bajar,,0,16,23,9,7,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Kubi West,North East,Bauchi,Ganjuwa,Kubi West,,0,19,27,9,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Rauta / Geji,North East,Bauchi,Toro,Rauta / Geji,,0,21,27,9,7,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Tama,North East,Bauchi,Toro,Tama,,0,23,31,9,7,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dagu West,North East,Bauchi,Warji,Dagu West,,0,21,31,9,7,0,0,0,18,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ranga,North East,Bauchi,Warji,Ranga,,0,16,16,9,7,0,0,2,7,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Gwaram,North East,Bauchi,Alkaleri,Gwaram,,0,30,42,31,14,41,0,0,14,10
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Pali,North East,Bauchi,Alkaleri,Pali,,0,19,27,14,12,0,0,0,12,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Yalo,North East,Bauchi,Alkaleri,Yalo,,0,24,35,29,28,0,0,0,9,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Galambi/Gwaskwaram,North East,Bauchi,Bauchi,Galambi/Gwaskwaram,,0,19,31,14,12,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Kundum/Durum,North East,Bauchi,Bauchi,Kundum/Durum,,0,27,42,31,29,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Majidadi 'A',North East,Bauchi,Bauchi,Majidadi 'A',,0,26,31,14,12,0,0,0,15,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,"B O I ""A""",North East,Bauchi,Bogoro,"B O I ""A""",,0,34,52,29,28,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Yame,North East,Bauchi,Damban,Yame,,0,36,52,45,31,27,0,0,13,8
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Darazo,North East,Bauchi,Darazo,Darazo,,0,19,27,14,12,0,0,0,12,1
