session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,0,22,32,1,0,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dugja,North East,Borno,Biu,Dugja,,0,41,55,3,1,0,0,0,53,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,0,41,55,4,3,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,0,28,34,1,0,0,0,0,33,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,0,53,71,4,3,0,0,0,68,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Alau,North East,Borno,Jere,Alau,,0,11,14,1,0,0,0,0,13,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,0,22,25,1,0,0,0,1,24,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,0,12,17,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,0,37,52,4,3,0,0,0,49,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,0,15,20,1,0,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bulablin,North East,Borno,Maiduguri,Bulablin,,0,31,45,3,1,0,0,0,43,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Buratai,North East,Borno,Biu,Buratai,,0,25,32,4,3,0,0,0,29,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,0,36,49,5,4,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dugja,North East,Borno,Biu,Dugja,,0,13,17,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,0,16,23,4,3,0,0,0,20,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,0,22,29,4,3,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,0,41,55,6,5,0,0,0,50,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Ashigashiya,North East,Borno,Gwoza,Ashigashiya,,0,37,49,5,4,0,0,0,45,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,0,25,29,4,3,0,0,0,26,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Alau,North East,Borno,Jere,Alau,,0,36,52,8,5,8,0,0,46,2
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,0,11,14,4,3,0,0,0,11,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,0,12,17,1,0,0,0,0,16,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bolori I,North East,Borno,Maiduguri,Bolori I,,0,41,52,6,5,0,0,0,47,1
2022/2023,Female,ALL,NABTEB,1-year,Polytechnic,ward,Bolori II,North East,Borno,Maiduguri,Bolori II,,0,42,57,6,5,0,0,0,52,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Buratai,North East,Borno,Biu,Buratai,,0,53,72,117,70,75,0,0,0,36
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dadin Kowa,North East,Borno,Biu,Dadin Kowa,,0,16,23,34,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dugja,North East,Borno,Biu,Dugja,,0,22,32,34,33,0,0,0,6,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Chibok Garu,North East,Borno,Chibok,Chibok Garu,,0,41,57,45,44,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Chibok Likama,North East,Borno,Chibok,Chibok Likama,,0,44,57,45,44,0,0,0,22,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Chibok Wuntaku,North East,Borno,Chibok,Chibok Wuntaku,,0,36,52,49,48,0,0,0,14,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bita / Izge,North East,Borno,Gwoza,Bita / Izge,,0,19,25,34,33,0,0,0,0,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dure / Wala / Warabe,North East,Borno,Gwoza,Dure / Wala / Warabe,,0,24,32,49,35,23,0,0,0,11
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Alau,North East,Borno,Jere,Alau,,0,21,29,34,33,0,0,0,3,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Bale Galtimari,North East,Borno,Jere,Bale Galtimari,,0,34,43,31,30,0,0,0,19,1
2022/2023,Female,ALL,NABTEB,1-year,University,ward,Dala lawanti,North East,Borno,Jere,Dala lawanti,,0,31,40,31,30,0,0,0,16,1
