session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Asso,North West,Kaduna,Jema'a,Asso,,0,62,90,26,23,6,0,0,86,3
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Atuku,North West,Kaduna,Jema'a,Atuku,,0,32,43,5,4,0,0,0,48,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Bedde,North West,Kaduna,Jema'a,Bedde,,0,46,62,16,11,6,0,0,61,5
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Badarawa,North West,Kaduna,Kaduna North,Badarawa,,0,87,118,27,23,6,0,0,119,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gabasawa,North West,Kaduna,Kaduna North,Gabasawa,,0,36,48,10,9,0,0,0,49,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gaji,North West,Kaduna,Kaduna North,Gaji,,0,42,52,16,12,6,0,0,49,4
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Badiko,North West,Kaduna,Kaduna South,Badiko,,0,20,28,5,4,0,0,0,30,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Barnawa,North West,Kaduna,Kaduna South,Barnawa,,0,22,28,10,5,6,0,0,25,5
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Kakuri Gwari,North West,Kaduna,Kaduna South,Kakuri Gwari,,0,26,33,10,9,0,0,0,31,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Dan Wata,North West,Kaduna,Soba,Dan Wata,,0,24,33,5,4,0,0,0,36,1
2022/2023,Female,ALL,NABTEB,1-year,College of Education,ward,Gamagira,North West,Kaduna,Soba,Gamagira,,0,70,94,26,25,0,0,0,91,1
