session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,12,0,0.0476,1,1,252.1008,12.0,12.0,1,1,1,0,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,18,0,0.0714,1,1,252.1008,18.0,18.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,17,0,0.0675,1,1,251.8519,17.0,17.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,17,0,0.0675,1,1,251.8519,17.0,17.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,51,0,0.2035,2,2,250.6143,25.5,25.5,2,1,2,0,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,49,0,0.1955,2,2,250.6394,24.5,24.5,2,1,2,0,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,48,0,0.1897,1,1,253.0311,48.0,48.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,46,0,0.184,1,1,250.0,46.0,46.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,47,0,0.1852,1,1,253.7797,47.0,47.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,47,0,0.1852,1,1,253.7797,47.0,47.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,12,12,0.0476,1,1,252.1008,12.0,12.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,11,11,0.0437,1,1,251.7162,11.0,11.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,10,10,0.0397,1,1,251.8892,10.0,10.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,1,0,0.004,1,1,250.0,1.0,1.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,42,0,0.1254,1,1,334.9282,42.0,42.0,2,1,1,0,0,1,14.4
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,64,0,0.191,1,1,335.0785,64.0,64.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,60,0,0.1791,1,1,335.0084,60.0,60.0,1,0,1,0,0,0,14.4
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,58,0,0.1731,1,1,335.0664,58.0,58.0,1,0,1,0,0,1,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Auyakayi,North West,Jigawa,Auyo,Auyakayi,,180,0,0.5372,5,2,335.0707,36.0,90.0,5,1,2,1,0,1,14.4
