session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0.0,0,458.3946,3,1,0.0,0.0,0.0,1,1,1,1,1,2,39.43
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,77.0,0,614.8309,3,2,0.1252,25.6667,38.5,1,1,1,1,1,2,39.43
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,72.0,0,578.4504,3,2,0.1245,24.0,36.0,1,1,1,1,1,2,39.43
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,70.0,0,563.8982,3,2,0.1241,23.3333,35.0,1,1,1,1,1,2,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,160.0,0,1724.4369,10,4,0.0928,16.0,40.0,3,2,3,2,2,6,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,153.0,0,1658.952,10,4,0.0922,15.3,38.25,3,2,3,2,2,6,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,149.0,0,1608.0193,10,4,0.0927,14.9,37.25,3,2,3,2,2,6,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,144.0,0,1560.7246,9,3,0.0923,16.0,48.0,3,2,2,2,2,6,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,145.0,0,1571.6387,9,4,0.0923,16.1111,36.25,3,2,3,2,2,6,39.43
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,145.0,0,1571.6387,9,3,0.0923,16.1111,48.3333,3,2,2,2,2,6,39.43
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,61.0,89,451.1185,2,2,0.1352,30.5,30.5,1,0,1,0,0,1,39.43
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,56.0,81,411.0999,2,1,0.1362,28.0,56.0,1,0,1,0,0,1,39.43
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,52.0,76,385.6336,2,1,0.1348,26.0,52.0,1,0,1,0,0,1,39.43
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0.0,0,54.5708,1,1,0.0,0.0,0.0,0,0,1,0,0,1,39.43
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0.0,0,964.1291,10,3,0.0,0.0,0.0,3,2,2,2,2,6,39.43
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,273.0,0,577.0952,11,6,0.4731,24.8182,45.5,3,3,4,2,2,7,39.43
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,257.0,0,545.9942,10,6,0.4707,25.7,42.8333,3,2,4,2,2,6,39.43
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,249.0,0,528.7159,10,6,0.471,24.9,41.5,3,2,4,2,2,6,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,566.0,0,1655.261,36,13,0.3419,15.7222,43.5385,11,9,10,8,8,23,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,543.0,0,1589.6035,34,12,0.3416,15.9706,45.25,10,8,9,8,7,22,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,527.0,0,1544.6799,33,12,0.3412,15.9697,43.9167,10,8,9,7,7,21,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,512.0,0,1496.3007,32,11,0.3422,16.0,46.5455,9,8,8,7,7,21,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,515.0,0,1506.6677,33,11,0.3418,15.6061,46.8182,10,8,8,7,7,21,39.43
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,514.0,0,1506.6677,32,12,0.3412,16.0625,42.8333,9,8,9,7,7,21,39.43
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,216.0,315,269.5415,8,6,0.8014,27.0,36.0,2,2,4,2,2,5,39.43
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,198.0,289,245.3518,7,5,0.807,28.2857,39.6,2,2,4,2,2,5,39.43
2024/2025,Female,ALL,Public,SSS,SSS3,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,186.0,271,231.5292,7,5,0.8034,26.5714,37.2,2,2,4,2,2,5,39.43
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,ward,Gbk/Central Market,North Central,Benue,Gboko,Gbk/Central Market,,0.0,0,24.1896,1,1,0.0,0.0,0.0,0,0,1,0,0,1,39.43
