session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0.0,0,502.0513,11,3,0.0,0.0,0.0,7.5527,3.5066,1.2812,4.5737,7.1613,3.0382,47.13
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,624.0,0,676.6778,13,7,0.9222,48.0,89.1429,8.9259,4.1442,2.9895,5.4053,8.4634,3.5906,47.13
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,589.0,0,640.2973,12,7,0.9199,49.0833,84.1429,8.2393,3.8254,2.9895,4.9895,7.8123,3.3144,47.13
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,571.0,0,618.4689,12,7,0.9232,47.5833,81.5714,8.2393,3.8254,2.9895,4.9895,7.8123,3.3144,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1287.0,0,1899.0635,41,15,0.6777,31.3902,85.8,28.1511,13.0701,6.4061,17.0474,26.6922,11.324,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1236.0,0,1822.6644,40,14,0.6781,30.9,88.2857,27.4645,12.7513,5.979,16.6316,26.0412,11.0479,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1200.0,0,1771.7316,38,14,0.6773,31.5789,85.7143,26.0912,12.1137,5.979,15.8,24.7391,10.4955,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1164.0,0,1717.1608,37,13,0.6779,31.4595,89.5385,25.4046,11.7949,5.5519,15.3843,24.0881,10.2193,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1170.0,0,1728.075,37,13,0.6771,31.6216,90.0,25.4046,11.7949,5.5519,15.3843,24.0881,10.2193,47.13
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1170.0,0,1728.075,37,13,0.6771,31.6216,90.0,25.4046,11.7949,5.5519,15.3843,24.0881,10.2193,47.13
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,595.0,365,494.7752,9,7,1.2026,66.1111,85.0,6.1795,2.869,2.9895,3.7421,5.8593,2.4858,47.13
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,545.0,334,454.7566,8,6,1.1984,68.125,90.8333,5.4929,2.5503,2.5624,3.3263,5.2082,2.2096,47.13
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,512.0,314,425.6522,8,6,1.2029,64.0,85.3333,5.4929,2.5503,2.5624,3.3263,5.2082,2.2096,47.13
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,64.0,0,61.8469,1,1,1.0348,64.0,64.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0.0,0,1053.9762,40,12,0.0,0.0,0.0,27.4645,12.7513,5.1248,16.6316,26.0412,11.0479,47.13
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2215.0,0,635.8414,45,26,3.4836,49.2222,85.1923,30.8975,14.3452,11.1038,18.7106,29.2963,12.4288,47.13
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2089.0,0,601.2848,43,25,3.4742,48.5814,83.56,29.5243,13.7076,10.6768,17.879,27.9942,11.8764,47.13
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2025.0,0,580.5508,41,24,3.4881,49.3902,84.375,28.1511,13.0701,10.2497,17.0474,26.6922,11.324,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4561.0,0,1817.677,146,53,2.5092,31.2397,86.0566,100.2452,46.5422,22.6347,60.7054,95.0502,40.3247,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4381.0,0,1748.5638,140,51,2.5055,31.2929,85.902,96.1256,44.6295,21.7806,58.2107,91.144,38.6675,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4254.0,0,1696.7289,136,49,2.5072,31.2794,86.8163,93.3791,43.3544,20.9264,56.5475,88.5399,37.5627,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4125.0,0,1644.8941,132,48,2.5078,31.25,85.9375,90.6327,42.0793,20.4994,54.8844,85.9358,36.4579,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4152.0,0,1655.261,133,48,2.5084,31.218,86.5,91.3193,42.3981,20.4994,55.3002,86.5868,36.7341,47.13
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4152.0,0,1655.261,132,48,2.5084,31.4545,86.5,90.6327,42.0793,20.4994,54.8844,85.9358,36.4579,47.13
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2109.0,1293,297.1867,32,24,7.0965,65.9062,87.875,21.9716,10.201,10.2497,13.3053,20.8329,8.8383,47.13
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1933.0,1185,269.5415,29,22,7.1714,66.6552,87.8636,19.9117,9.2447,9.3955,12.0579,18.8798,8.0097,47.13
2024/2025,Female,ALL,Public,SSS,SSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1816.0,1113,255.7188,27,20,7.1016,67.2593,90.8,18.5385,8.6071,8.5414,11.2263,17.5778,7.4573,47.13
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,225.0,0,27.6453,5,4,8.1388,45.0,56.25,3.4331,1.5939,1.7083,2.079,3.2551,1.381,47.13
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0.0,0,680.3158,15,5,0.0,0.0,0.0,10.2992,4.7817,2.1354,6.2369,9.7654,4.1429,47.13
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,691.0,0,680.3158,13,7,1.0157,53.1538,98.7143,8.9259,4.1442,2.9895,5.4053,8.4634,3.5906,47.13
2024/2025,Male,ALL,Private,JSS,JSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,652.0,0,640.2973,12,7,1.0183,54.3333,93.1429,8.2393,3.8254,2.9895,4.9895,7.8123,3.3144,47.13
2024/2025,Male,ALL,Private,JSS,JSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,632.0,0,622.107,12,7,1.0159,52.6667,90.2857,8.2393,3.8254,2.9895,4.9895,7.8123,3.3144,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1340.0,0,1993.6528,43,16,0.6721,31.1628,83.75,29.5243,13.7076,6.8331,17.879,27.9942,11.8764,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1287.0,0,1917.2537,42,15,0.6713,30.6429,85.8,28.8377,13.3889,6.4061,17.4632,27.3432,11.6002,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1250.0,0,1859.0449,40,15,0.6724,31.25,83.3333,27.4645,12.7513,6.4061,16.6316,26.0412,11.0479,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1212.0,0,1804.4741,39,14,0.6717,31.0769,86.5714,26.7778,12.4325,5.979,16.2158,25.3901,10.7717,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1220.0,0,1815.3883,39,14,0.672,31.2821,87.1429,26.7778,12.4325,5.979,16.2158,25.3901,10.7717,47.13
2024/2025,Male,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1220.0,0,1815.3883,39,14,0.672,31.2821,87.1429,26.7778,12.4325,5.979,16.2158,25.3901,10.7717,47.13
2024/2025,Male,ALL,Private,SSS,SSS1,SSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,617.0,401,545.7079,10,7,1.1306,61.7,88.1429,6.8661,3.1878,2.9895,4.1579,6.5103,2.762,47.13
2024/2025,Male,ALL,Private,SSS,SSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,565.0,367,498.4132,9,7,1.1336,62.7778,80.7143,6.1795,2.869,2.9895,3.7421,5.8593,2.4858,47.13
2024/2025,Male,ALL,Private,SSS,SSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,531.0,345,469.3088,8,6,1.1315,66.375,88.5,5.4929,2.5503,2.5624,3.3263,5.2082,2.2096,47.13
2024/2025,Male,ALL,Private,Vocational,Tech/Voc,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,96.0,0,116.4177,3,2,0.8246,32.0,48.0,2.0598,0.9563,0.8541,1.2474,1.9531,0.8286,47.13
2024/2025,Male,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0.0,0,1423.7318,55,17,0.0,0.0,0.0,37.7636,17.533,7.2602,22.8685,35.8066,15.1908,47.13
2024/2025,Male,ALL,Public,JSS,JSS1,JSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2451.0,0,635.8414,45,26,3.8547,54.4667,94.2692,30.8975,14.3452,11.1038,18.7106,29.2963,12.4288,47.13
2024/2025,Male,ALL,Public,JSS,JSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2310.0,0,601.2848,43,25,3.8418,53.7209,92.4,29.5243,13.7076,10.6768,17.879,27.9942,11.8764,47.13
2024/2025,Male,ALL,Public,JSS,JSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2240.0,0,580.5508,42,24,3.8584,53.3333,93.3333,28.8377,13.3889,10.2497,17.4632,27.3432,11.6002,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4751.0,0,1910.9799,153,55,2.4862,31.0523,86.3818,105.0515,48.7737,23.4889,63.616,99.6074,42.258,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4564.0,0,1838.411,147,53,2.4826,31.0476,86.1132,100.9319,46.861,22.6347,61.1212,95.7012,40.6009,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4431.0,0,1783.1204,143,52,2.485,30.986,85.2115,98.1854,45.5859,22.2076,59.4581,93.0971,39.4961,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4298.0,0,1731.2855,139,50,2.4825,30.9209,85.96,95.439,44.3108,21.3535,57.7949,90.493,38.3913,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4324.0,0,1741.6525,139,51,2.4827,31.1079,84.7843,95.439,44.3108,21.7806,57.7949,90.493,38.3913,47.13
2024/2025,Male,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,4324.0,0,1741.6525,140,50,2.4827,30.8857,86.48,96.1256,44.6295,21.3535,58.2107,91.144,38.6675,47.13
2024/2025,Male,ALL,Public,SSS,SSS1,SSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2186.0,1421,324.832,35,26,6.7296,62.4571,84.0769,24.0314,11.1574,11.1038,14.5527,22.786,9.6669,47.13
2024/2025,Male,ALL,Public,SSS,SSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,2003.0,1302,297.1867,32,24,6.7399,62.5938,83.4583,21.9716,10.201,10.2497,13.3053,20.8329,8.8383,47.13
2024/2025,Male,ALL,Public,SSS,SSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,1881.0,1223,279.9084,30,22,6.7201,62.7,85.5,20.5983,9.5635,9.3955,12.4737,19.5309,8.2859,47.13
2024/2025,Male,ALL,Public,Vocational,Tech/Voc,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,340.0,0,51.8349,9,7,6.5593,37.7778,48.5714,6.1795,2.869,2.9895,3.7421,5.8593,2.4858,47.13
2024/2025,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTE,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,0.0,0,32.7425,1,1,0.0,0.0,0.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,JSS,JSS1,JSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,41.0,0,43.6566,1,1,0.9391,41.0,41.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,JSS,JSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,39.0,0,43.6566,1,1,0.8933,39.0,39.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,JSS,JSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,37.0,0,40.0186,1,1,0.9246,37.0,37.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,83.0,0,123.6938,3,2,0.671,27.6667,41.5,2.0598,0.9563,0.8541,1.2474,1.9531,0.8286,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,81.0,0,120.0557,3,2,0.6747,27.0,40.5,2.0598,0.9563,0.8541,1.2474,1.9531,0.8286,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,78.0,0,116.4177,3,1,0.67,26.0,78.0,2.0598,0.9563,0.4271,1.2474,1.9531,0.8286,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,76.0,0,112.7796,2,1,0.6739,38.0,76.0,1.3732,0.6376,0.4271,0.8316,1.3021,0.5524,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,76.0,0,112.7796,3,1,0.6739,25.3333,76.0,2.0598,0.9563,0.4271,1.2474,1.9531,0.8286,47.13
2024/2025,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,76.0,0,112.7796,2,1,0.6739,38.0,76.0,1.3732,0.6376,0.4271,0.8316,1.3021,0.5524,47.13
2024/2025,Female,Disabled,Private,SSS,SSS1,SSS1,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,39.0,24,32.7425,1,1,1.1911,39.0,39.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,SSS,SSS2,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,36.0,22,29.1044,1,1,1.2369,36.0,36.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,SSS,SSS3,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,33.0,20,25.4664,1,1,1.2958,33.0,33.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
2024/2025,Female,Disabled,Private,Vocational,Tech/Voc,,ward,Bahuli,North East,Adamawa,Mubi North,Bahuli,,5.0,0,3.6381,1,1,1.3743,5.0,5.0,0.6866,0.3188,0.4271,0.4158,0.651,0.2762,47.13
