session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,48,0,0.1905,2,1,251.9685,24.0,48.0,0,1,1,1,0,0,14.4
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,190,0,0.754,4,3,251.9894,47.5,63.3333,1,2,2,2,0,1,14.4
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,179,0,0.7103,4,2,252.0062,44.75,89.5,1,1,1,2,0,1,14.4
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,173,0,0.6865,4,2,252.0029,43.25,86.5,1,1,1,2,0,1,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,538,0,2.1346,14,5,252.0379,38.4286,107.6,3,7,2,4,0,3,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,517,0,2.0506,14,5,252.1213,36.9286,103.4,5,6,2,4,0,2,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,502,0,1.9907,13,5,252.1726,38.6154,100.4,4,4,3,7,0,4,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,486,0,1.9307,13,5,251.7222,37.3846,97.2,4,7,3,5,0,4,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,490,0,1.9427,13,5,252.2263,37.6923,98.0,3,3,3,8,0,4,14.4
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,489,0,1.9427,13,5,251.7115,37.6154,97.8,2,6,3,9,0,5,14.4
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,157,157,0.623,4,3,252.0064,39.25,52.3333,1,2,2,1,0,1,14.4
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,144,144,0.5714,4,3,252.0126,36.0,48.0,1,2,2,2,0,1,14.4
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,135,135,0.5357,3,2,252.0067,45.0,67.5,1,2,1,1,0,1,14.4
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,13,0,0.0516,1,1,251.938,13.0,13.0,0,1,0,1,0,0,14.4
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,102,0,0.3045,3,1,334.9754,34.0,102.0,1,2,1,2,0,1,14.4
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,403,0,1.203,9,5,334.9958,44.7778,80.6,3,4,3,5,0,2,14.4
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,380,0,1.1343,9,5,335.0084,42.2222,76.0,2,2,3,4,0,3,14.4
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,368,0,1.0985,9,5,335.0023,40.8889,73.6,1,5,3,5,0,3,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,1144,0,3.4144,30,11,335.0515,38.1333,104.0,10,11,5,10,0,10,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,1099,0,3.2801,29,11,335.0508,37.8966,99.9091,10,12,5,7,0,5,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,1067,0,3.1842,28,10,335.092,38.1071,106.7,7,12,4,10,0,10,14.4
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Ado 'A' Idofin,South West,Ekiti,Ado-Ekiti,Ado 'A' Idofin,,1034,0,3.0883,27,10,334.812,38.2963,103.4,8,6,4,13,0,5,14.4
