session,gender,disability,school_type,school_level,class_grade,key_entry_level,loc_level,loc_label,zone,state,lga,ward,school,student_count,is_o_level_student,school_count,classroom_count,computer_count,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count,infrastructure_score
2024/2025,Female,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,0.0,0,170.9885,3,1,0.0,0.0,0.0,1,1,1,0,1,2,45.92
2024/2025,Female,ALL,Private,JSS,JSS1,JSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,365.0,0,225.5593,9,5,1.6182,40.5556,73.0,4,2,6,1,2,7,45.92
2024/2025,Female,ALL,Private,JSS,JSS2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,343.0,0,211.0071,9,5,1.6255,38.1111,68.6,4,2,6,1,2,7,45.92
2024/2025,Female,ALL,Private,JSS,JSS3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,333.0,0,203.7309,8,5,1.6345,41.625,66.6,4,2,6,1,2,6,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1396.0,0,629.3831,29,10,2.218,48.1379,139.6,14,6,12,3,6,21,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1341.0,0,603.9167,28,10,2.2205,47.8929,134.1,14,6,12,3,6,20,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1302.0,0,585.7265,27,10,2.2229,48.2222,130.2,13,6,12,3,5,20,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 4,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1262.0,0,567.5362,26,9,2.2236,48.5385,140.2222,13,6,11,3,5,19,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 5,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1271.0,0,571.1743,27,10,2.2252,47.0741,127.1,13,6,12,3,5,20,45.92
2024/2025,Female,ALL,Private,Pre-Primary/Primary,Primary 6,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,1271.0,0,571.1743,27,10,2.2252,47.0741,127.1,13,6,12,3,5,20,45.92
2024/2025,Female,ALL,Private,SSS,SSS1,SSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,228.0,325,163.7124,8,6,1.3927,28.5,38.0,4,2,7,1,2,6,45.92
2024/2025,Female,ALL,Private,SSS,SSS2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,209.0,298,149.1602,7,5,1.4012,29.8571,41.8,3,2,6,1,1,5,45.92
2024/2025,Female,ALL,Private,SSS,SSS3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,197.0,280,141.8841,7,5,1.3885,28.1429,39.4,3,2,6,1,1,5,45.92
2024/2025,Female,ALL,Private,Vocational,Tech/Voc,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,0.0,0,21.8283,1,1,0.0,0.0,0.0,0,0,1,0,0,1,45.92
2024/2025,Female,ALL,Public,Adult & Non-Formal,IQS/IQTE,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,0.0,0,355.933,7,2,0.0,0.0,0.0,3,2,2,1,1,5,45.92
2024/2025,Female,ALL,Public,JSS,JSS1,JSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,774.0,0,210.7952,19,11,3.6718,40.7368,70.3636,9,4,13,2,4,14,45.92
2024/2025,Female,ALL,Public,JSS,JSS2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,730.0,0,196.9726,18,10,3.7061,40.5556,73.0,9,4,12,2,4,13,45.92
2024/2025,Female,ALL,Public,JSS,JSS3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,708.0,0,193.5169,18,10,3.6586,39.3333,70.8,9,4,12,2,4,13,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2965.0,0,601.2848,62,23,4.9311,47.8226,128.913,30,14,28,7,13,45,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2848.0,0,580.5508,60,22,4.9057,47.4667,129.4545,29,13,27,7,12,44,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2766.0,0,563.2725,58,21,4.9106,47.6897,131.7143,28,13,26,7,12,42,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 4,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2682.0,0,545.9942,56,20,4.9121,47.8929,134.1,27,12,25,6,11,41,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 5,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2699.0,0,549.4499,57,20,4.9122,47.3509,134.95,28,13,25,6,12,41,45.92
2024/2025,Female,ALL,Public,Pre-Primary/Primary,Primary 6,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,2698.0,0,549.4499,57,21,4.9104,47.3333,128.4762,28,13,26,6,12,41,45.92
2024/2025,Female,ALL,Public,SSS,SSS1,SSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,486.0,691,96.7585,17,13,5.0228,28.5882,37.3846,8,4,16,2,3,12,45.92
2024/2025,Female,ALL,Public,SSS,SSS2,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,446.0,634,89.8472,15,12,4.964,29.7333,37.1667,7,3,15,2,3,11,45.92
2024/2025,Female,ALL,Public,SSS,SSS3,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,418.0,595,82.9358,15,11,5.04,27.8667,38.0,7,3,13,2,3,11,45.92
2024/2025,Female,ALL,Public,Vocational,Tech/Voc,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,0.0,0,10.367,2,2,0.0,0.0,0.0,1,0,2,0,0,1,45.92
2024/2025,Male,ALL,Private,Adult & Non-Formal,IQS/IQTE,,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,0.0,0,178.2646,3,1,0.0,0.0,0.0,1,1,1,0,1,2,45.92
2024/2025,Male,ALL,Private,JSS,JSS1,JSS1,ward,Amuzu,South East,Imo,Aboh-Mbaise,Amuzu,,368.0,0,174.6265,7,4,2.1074,52.5714,92.0,3,2,5,1,1,5,45.92
